Side,WarID,PolityID,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,IsInitiator,Outcome,Deaths,PolityName
A,106,345,1914,7,29,1918,11,11,0,1,70000,162
A,106,365,1914,8,1,1917,12,5,0,1,1700000,162
B,106,355,1915,10,12,1918,9,29,0,2,87500,162
A,106,200,1914,8,5,1918,11,11,0,1,908371,162
A,106,740,1914,8,23,1918,11,11,0,1,300,162
A,106,235,1916,3,1,1918,11,11,0,1,7222,162
B,106,640,1914,10,28,1918,10,30,0,2,325000,162
A,106,211,1914,8,4,1918,11,11,0,1,13716,162
B,106,255,1914,8,1,1918,11,11,0,2,1773700,162
A,106,350,1917,6,29,1918,11,11,0,1,5000,162
A,106,360,1916,8,27,1917,12,9,0,1,335706,162
B,106,300,1914,7,29,1918,11,3,1,2,1200000,162
A,106,220,1914,8,3,1918,11,11,0,1,1385000,162
A,106,325,1915,5,23,1918,11,11,0,1,650000,162
A,106,2,1917,4,17,1918,11,11,0,1,116516,162
A,107,366,1918,11,22,1920,1,3,0,1,3600,162
A,107,375,1918,12,30,1920,1,3,0,1,150,162
B,107,365,1918,11,22,1920,1,3,1,2,8000,162
A,108,255,1918,12,7,1919,4,15,0,8,450,162
B,108,365,1918,12,2,1920,2,1,1,2,8000,162
B,108,255,1919,4,16,1919,7,13,0,2,750,162
A,108,366,1919,1,1,1920,1,3,0,1,1000,162
A,108,367,1918,12,2,1920,2,1,0,1,3046,162
B,109,365,1919,2,14,1920,10,18,1,2,60000,162
A,109,290,1919,2,14,1920,10,18,0,1,40000,162
B,112,310,1919,4,16,1919,8,4,0,2,6000,162
A,112,315,1919,4,26,1919,8,4,0,1,2000,162
A,112,360,1919,4,16,1919,8,4,1,1,3000,162
A,115,640,1919,5,5,1922,10,11,0,1,20000,162
B,115,350,1919,5,5,1922,10,11,1,2,30000,162
B,116,640,1919,11,1,1921,10,20,0,3,35000,162
A,116,220,1919,11,1,1921,10,20,1,3,5000,162
B,117,368,1920,7,15,1920,12,1,0,2,500,162
A,117,290,1920,7,15,1920,12,1,1,1,500,162
A,118,365,1929,8,17,1929,12,3,1,1,200,162
B,118,710,1929,8,17,1929,12,3,0,2,3000,162
A,121,740,1931,12,19,1933,5,22,1,1,10000,162
B,121,710,1931,12,19,1933,5,22,0,2,50000,162
B,124,145,1932,6,15,1935,6,12,1,2,56661,162
A,124,150,1932,6,15,1935,6,12,0,1,36000,162
A,125,670,1934,3,20,1934,5,13,1,1,100,162
B,125,678,1934,3,20,1934,5,13,0,2,2000,162
A,127,325,1935,10,3,1936,5,9,1,1,4000,162
B,127,530,1935,10,3,1936,5,9,0,2,16000,162
B,130,710,1937,7,7,1941,12,6,0,2,750000,162
A,130,740,1937,7,7,1941,12,6,1,1,250000,162
B,133,365,1938,7,29,1938,8,11,0,1,1200,162
A,133,740,1938,7,29,1938,8,11,1,2,526,162
A,136,365,1939,5,11,1939,9,16,0,1,5000,162
A,136,712,1939,5,11,1939,9,16,0,1,3000,162
B,136,740,1939,5,11,1939,9,16,1,2,20000,162
B,139,310,1941,6,27,1945,1,20,0,2,136000,162
A,139,211,1940,5,10,1940,5,28,0,1,9600,162
B,139,220,1940,7,7,1941,7,14,0,2,2500,162
A,139,345,1941,4,6,1941,4,17,0,1,305000,162
B,139,375,1941,6,25,1944,9,19,0,2,65000,162
A,139,385,1940,4,9,1940,6,9,0,1,3000,162
A,139,20,1939,9,10,1945,8,14,0,1,41992,162
A,139,2,1941,12,7,1945,8,14,0,1,405400,162
A,139,200,1939,9,3,1945,8,14,0,1,418765,162
A,139,210,1940,5,10,1940,5,14,0,1,7900,162
B,139,325,1940,6,10,1943,9,2,0,2,174500,162
A,139,360,1944,9,9,1945,5,7,0,1,10000,162
B,139,360,1941,6,22,1944,8,23,0,2,290000,162
B,139,355,1941,12,13,1944,9,8,0,2,9000,162
A,139,355,1944,9,9,1945,5,7,0,1,1000,162
A,139,350,1940,10,25,1941,4,23,0,1,18300,162
A,139,140,1944,7,6,1945,5,7,0,1,1000,162
A,139,325,1943,10,18,1945,5,7,0,1,52400,162
A,139,900,1939,9,3,1945,8,14,0,1,33826,162
A,139,920,1939,9,3,1945,8,14,0,1,12200,162
A,139,365,1941,6,22,1945,5,7,0,1,7500000,162
B,139,255,1939,9,1,1945,5,7,1,2,3500000,162
A,139,290,1939,9,1,1939,9,27,0,1,320000,162
A,139,220,1939,9,3,1940,6,22,0,1,210824,162
B,139,740,1941,12,7,1945,8,14,0,2,1740000,162
A,139,712,1945,8,10,1945,8,14,0,1,3000,162
A,139,710,1941,12,7,1945,8,14,0,1,1350000,162
A,139,560,1939,9,6,1945,8,14,0,1,8700,162
A,139,530,1941,1,24,1941,7,3,0,1,5000,162
B,142,375,1939,11,30,1940,3,12,0,2,24923,162
A,142,365,1939,11,30,1940,3,12,1,1,126875,162
B,145,220,1940,12,1,1941,1,28,0,2,700,162
A,145,800,1940,12,1,1941,1,28,1,1,700,162
A,147,750,1947,10,26,1949,1,1,1,6,2500,162
B,147,770,1947,10,26,1949,1,1,0,6,1000,162
A,148,666,1948,5,15,1948,7,18,0,1,3000,162
B,148,651,1948,5,15,1948,7,18,0,2,2000,162
B,148,652,1948,5,15,1948,7,18,0,2,1000,162
B,148,660,1948,5,15,1948,7,18,0,2,500,162
B,148,663,1948,5,15,1948,7,18,1,2,1000,162
B,148,645,1948,5,15,1948,7,18,0,2,500,162
B,151,710,1950,10,27,1953,7,27,0,6,422612,162
A,151,211,1951,1,20,1953,7,27,0,6,97,162
A,151,20,1950,12,19,1953,7,27,0,6,309,162
A,151,100,1951,6,6,1953,7,27,0,6,140,162
A,151,200,1950,8,29,1953,7,27,0,6,710,162
A,151,210,1951,1,20,1953,7,27,0,6,111,162
A,151,350,1951,1,20,1953,7,27,0,6,169,162
A,151,220,1951,1,1,1953,7,27,0,6,288,162
A,151,640,1950,10,18,1953,7,27,0,6,717,162
A,151,840,1950,9,16,1953,7,27,0,6,92,162
A,151,800,1951,1,20,1953,7,27,0,6,114,162
B,151,731,1950,6,24,1953,7,27,1,6,316579,162
A,151,530,1951,5,1,1953,7,27,0,6,120,162
A,151,900,1950,12,10,1953,7,27,0,6,291,162
A,151,732,1950,6,24,1953,7,27,0,6,113248,162
A,151,2,1950,6,27,1953,7,27,0,6,54487,162
A,153,710,1954,9,3,1955,4,23,1,1,1003,162
B,153,713,1954,9,3,1955,4,23,0,2,1367,162
A,155,220,1956,10,31,1956,11,6,0,1,10,162
A,155,666,1956,10,29,1956,11,6,1,1,189,162
B,155,651,1956,10,29,1956,11,6,0,2,3000,162
A,155,200,1956,10,31,1956,11,6,0,1,22,162
B,156,310,1956,11,4,1956,11,14,0,2,926,162
A,156,365,1956,11,4,1956,11,14,1,1,1500,162
A,158,220,1958,2,10,1958,4,10,0,1,0,162
A,158,230,1957,11,21,1958,4,10,0,1,122,162
B,158,600,1957,11,21,1958,4,10,1,2,1000,162
A,159,710,1958,8,23,1958,11,23,1,6,300,162
B,159,713,1958,8,23,1958,11,23,0,6,1500,162
B,160,750,1962,10,20,1962,11,22,0,2,1353,162
A,160,710,1962,10,20,1962,11,22,1,1,500,162
B,163,2,1965,2,7,1973,1,27,1,2,58153,162
B,163,811,1970,3,1,1975,4,17,0,2,2500,162
B,163,732,1965,5,1,1973,1,28,0,2,4687,162
B,163,840,1966,10,1,1973,1,28,0,2,1000,162
B,163,817,1965,2,7,1975,4,30,0,2,254257,162
A,163,816,1965,2,7,1975,4,30,0,1,700000,162
B,163,800,1967,10,1,1973,1,28,0,2,351,162
B,163,900,1965,2,7,1972,12,20,0,2,494,162
B,166,750,1965,8,5,1965,9,23,0,2,3261,162
A,166,770,1965,8,5,1965,9,23,1,1,3800,162
A,169,666,1967,6,5,1967,6,10,1,1,1000,162
B,169,651,1967,6,5,1967,6,10,0,2,10000,162
B,169,663,1967,6,5,1967,6,10,0,2,6100,162
B,169,652,1967,6,5,1967,6,10,0,2,2500,162
B,170,2,1968,1,13,1973,4,17,0,2,375,162
B,170,800,1970,3,17,1973,4,17,0,2,0,162
B,170,812,1968,1,13,1973,4,17,0,2,11250,162
A,170,816,1968,1,13,1973,4,17,1,1,2250,162
B,172,651,1969,3,6,1970,8,7,1,6,5000,162
A,172,666,1969,3,6,1970,8,7,0,6,368,162
B,175,91,1969,7,14,1969,7,18,0,2,1200,162
A,175,92,1969,7,14,1969,7,18,1,1,700,162
A,176,816,1970,3,23,1971,7,2,1,4,400,162
B,176,2,1970,5,1,1971,7,2,0,4,125,162
B,176,811,1970,3,23,1971,7,2,0,4,5000,162
B,176,817,1970,5,1,1971,7,2,0,4,1000,162
A,178,750,1971,12,3,1971,12,17,0,1,3241,162
B,178,770,1971,12,3,1971,12,17,1,2,7982,162
B,181,651,1973,10,6,1973,10,24,1,2,7700,162
B,181,670,1973,10,10,1973,10,24,0,2,100,162
A,181,666,1973,10,6,1973,10,24,0,1,2838,162
B,181,663,1973,10,10,1973,10,24,0,2,23,162
B,181,652,1973,10,6,1973,10,24,1,2,3500,162
B,181,645,1973,10,6,1973,10,24,0,2,278,162
A,184,640,1974,7,20,1974,7,29,1,1,1000,162
B,184,352,1974,7,20,1974,7,29,0,2,500,162
A,186,40,1975,10,23,1976,2,12,0,4,1500,162
B,186,560,1975,10,23,1976,2,12,1,4,100,162
B,186,490,1975,10,23,1976,2,12,0,4,100,162
A,186,540,1975,11,11,1976,2,12,0,4,1000,162
A,187,530,1977,7,23,1978,3,9,0,4,1800,162
A,187,40,1977,11,23,1978,3,9,0,4,700,162
B,187,520,1977,7,23,1978,3,9,1,4,8000,162
A,189,816,1977,9,24,1979,1,8,0,4,3000,162
B,189,811,1977,9,24,1979,1,8,1,4,5000,162
B,190,500,1978,10,28,1979,4,11,1,2,1500,162
A,190,510,1978,10,28,1979,4,11,0,1,1000,162
B,190,620,1979,2,1,1979,4,11,0,2,500,162
A,193,710,1979,2,17,1979,3,16,1,1,13000,162
B,193,816,1979,2,17,1979,3,16,0,2,8000,162
B,199,645,1980,9,22,1988,8,20,1,6,500000,162
A,199,630,1980,9,22,1988,8,20,0,6,750000,162
A,202,200,1982,3,25,1982,6,15,0,1,255,162
B,202,160,1982,3,25,1982,6,15,1,2,746,162
A,205,666,1982,4,21,1982,9,15,1,6,455,162
B,205,652,1982,4,21,1982,9,15,0,6,1200,162
A,207,483,1986,11,15,1987,9,11,1,1,1000,162
B,207,620,1986,11,15,1987,9,11,0,2,7000,162
B,208,816,1987,1,5,1987,2,6,0,6,2200,162
A,208,710,1987,1,5,1987,2,6,1,6,1800,162
A,211,690,1990,8,2,1991,4,11,0,1,1000,162
A,211,2,1991,1,16,1991,4,11,0,1,376,162
A,211,20,1991,1,16,1991,4,11,0,1,0,162
A,211,200,1991,1,16,1991,4,11,0,1,24,162
A,211,325,1991,1,16,1991,4,11,0,1,0,162
A,211,600,1991,1,16,1991,4,11,0,1,0,162
B,211,645,1990,8,2,1991,4,11,1,2,40000,162
A,211,651,1991,1,16,1991,4,11,0,1,14,162
A,211,698,1991,1,16,1991,4,11,0,1,0,162
A,211,220,1991,1,16,1991,4,11,0,1,2,162
A,211,696,1991,1,16,1991,4,11,0,1,6,162
A,211,694,1991,1,16,1991,4,11,0,1,0,162
A,211,670,1991,1,16,1991,4,11,0,1,44,162
A,211,652,1991,1,16,1991,4,11,0,1,0,162
A,215,344,1992,4,7,1992,5,13,0,4,500,162
A,215,346,1992,4,7,1992,5,13,0,4,2850,162
B,215,345,1992,4,7,1992,5,13,1,4,1890,162
B,216,373,1993,2,6,1994,5,12,0,2,8500,162
A,216,371,1993,2,6,1994,5,12,1,1,5500,162
B,217,130,1995,1,9,1995,2,27,1,3,550,162
A,217,135,1995,1,9,1995,2,27,0,3,950,162
A,219,531,1998,5,6,2000,12,12,1,6,50000,162
B,219,530,1998,5,6,2000,12,12,0,6,70000,162
A,221,640,1999,3,24,1999,6,10,1,1,0,162
A,221,325,1999,3,24,1999,6,10,1,1,0,162
A,221,200,1999,3,24,1999,6,10,1,1,0,162
A,221,2,1999,3,24,1999,6,10,1,1,2,162
A,221,210,1999,3,24,1999,6,10,1,1,0,162
A,221,220,1999,3,24,1999,6,10,1,1,0,162
B,221,345,1999,3,24,1999,6,10,0,2,5000,162
A,221,255,1999,3,24,1999,6,10,1,1,0,162
A,223,750,1999,5,8,1999,7,17,0,1,474,162
B,223,770,1999,5,8,1999,7,17,1,2,698,162
A,225,20,2001,11,15,2001,12,22,0,4,0,162
A,225,220,2001,10,21,2001,12,22,0,4,0,162
A,225,200,2001,10,7,2001,12,22,1,4,0,162
A,225,2,2001,10,7,2001,12,22,1,4,2,162
A,225,900,2001,10,17,2001,12,22,0,4,0,162
B,225,700,2001,10,7,2001,12,22,0,4,4000,162
A,227,900,2003,3,19,2003,5,2,1,4,0,162
A,227,200,2003,3,19,2003,5,2,1,4,33,162
A,227,2,2003,3,19,2003,5,2,1,4,140,162
B,227,645,2003,3,19,2003,5,2,0,4,7000,162
B,10,325,1849,3,12,1849,3,30,1,2,3400,162
A,10,300,1849,3,12,1849,3,30,0,1,3927,162
A,13,255,1849,3,25,1849,7,10,1,1,2500,162
B,13,390,1849,3,25,1849,7,10,0,2,3500,162
A,46,255,1864,6,25,1864,7,20,1,1,1048,162
B,46,390,1864,6,25,1864,7,20,0,2,2933,162
A,46,300,1864,6,25,1864,7,20,0,1,500,162
A,100,355,1913,2,3,1913,4,19,0,1,32000,162
A,100,345,1913,2,3,1913,4,19,1,1,15000,162
A,139,365,1945,8,8,1945,8,14,0,1,7500000,162
A,139,220,1944,10,23,1945,8,14,0,1,210824,162
A,148,666,1948,10,15,1949,1,7,0,1,3000,162
B,148,651,1948,10,15,1949,1,7,0,2,2000,162
B,148,652,1948,10,15,1948,10,31,0,2,1000,162
B,148,660,1948,10,15,1948,10,31,0,2,500,162
B,148,663,1948,10,15,1948,10,31,1,2,1000,162
B,148,645,1948,10,15,1948,10,31,0,2,500,162
A,184,640,1974,8,14,1974,8,16,1,1,1000,162
B,184,352,1974,8,14,1974,8,16,0,2,500,162
A,1500,-1,1818,0,0,1824,0,0,1,1,1500,163
B,1500,-1,1818,0,0,1824,0,0,0,2,6000,164
B,1500,-1,1818,0,0,1824,0,0,0,2,6000,165
B,1500,-1,1818,0,0,1824,0,0,0,2,6000,166
B,1500,-1,1818,0,0,1824,0,0,0,2,6000,167
B,1500,-1,1818,0,0,1824,0,0,0,2,6000,168
A,1501,-1,1819,0,0,1828,9,24,1,1,20000,169
B,1501,-1,1819,0,0,1828,9,24,0,2,40000,170
A,1502,-1,1819,0,0,1822,0,0,1,1,0,51
B,1502,-1,1819,0,0,1822,0,0,0,2,0,171
A,1503,-1,1820,1,8,1820,2,23,0,2,0,77
B,1503,-1,1820,1,8,1820,2,23,1,1,0,172
B,1505,-1,1821,9,0,1823,0,0,0,2,2000,173
B,1505,-1,1821,9,0,1823,0,0,0,2,2000,174
B,1505,-1,1821,9,0,1823,0,0,0,2,2000,175
B,1505,-1,1821,9,0,1823,0,0,0,2,2000,176
A,1505,-1,1821,9,0,1823,0,0,1,1,500,177
A,1506,-1,1821,11,0,1821,12,0,1,1,0,178
B,1506,-1,1821,11,0,1821,12,0,0,2,0,179
B,1508,-1,1825,0,0,1828,0,0,0,2,0,180
A,1508,-1,1825,0,0,1828,0,0,1,1,0,24
B,1509,-1,1825,10,25,1827,4,13,0,3,0,181
A,1509,-1,1825,10,25,1827,4,13,1,3,0,56
A,1510,-1,1826,0,0,1829,4,12,0,2,2000,182
B,1510,-1,1826,0,0,1829,4,12,1,1,1300,183
A,1511,-1,1826,0,0,1827,5,15,1,2,24000,184
B,1511,-1,1826,0,0,1827,5,15,0,1,7000,185
A,1512,-1,1828,7,3,1829,2,28,1,2,3000,7
B,1512,-1,1828,7,3,1829,2,28,0,1,1000,186
A,1513,-1,1829,4,26,1831,11,30,1,2,0,187
B,1513,-1,1829,4,26,1831,11,30,0,1,0,172
A,1514,-1,1829,12,18,1830,5,9,1,1,0,188
B,1514,-1,1829,12,18,1830,5,9,0,2,0,189
A,1515,-1,1830,9,0,1831,11,0,1,1,0,24
B,1515,-1,1830,9,0,1831,11,0,0,2,0,83
B,1516,-1,1831,0,0,1834,0,0,0,1,0,32
B,1516,-1,1831,0,0,1834,0,0,0,1,0,31
A,1516,-1,1831,0,0,1834,0,0,1,2,0,178
A,1518,-1,1833,3,16,1834,3,25,1,1,0,8
B,1518,-1,1833,3,16,1834,3,25,0,2,6000,190
A,1520,-1,1835,6,16,1836,2,7,1,1,0,60
B,1520,-1,1835,6,16,1836,2,7,0,2,0,7
A,1521,-1,1836,8,15,1837,11,12,0,1,350,191
B,1521,-1,1836,8,15,1837,11,12,1,2,3000,192
A,1523,-1,1837,11,0,1839,1,20,1,1,1400,8
A,1523,-1,1837,11,0,1839,1,20,1,1,1400,193
B,1523,-1,1837,11,0,1839,1,20,0,2,1500,194
A,1524,-1,1837,11,22,1838,9,9,1,2,1700,50
B,1524,-1,1837,11,22,1838,9,9,0,1,0,195
A,1525,-1,1838,2,6,1838,12,20,0,1,700,191
B,1525,-1,1838,2,6,1838,12,20,1,2,3000,97
B,1527,-1,1839,2,24,1840,12,31,0,4,500,196
A,1527,-1,1839,2,24,1840,12,31,1,4,2500,197
B,1528,-1,1839,3,19,1840,3,21,0,2,2000,183
A,1528,-1,1839,3,19,1840,3,21,1,1,1700,198
B,1530,-1,1841,5,0,1842,10,17,0,3,1000,125
A,1530,-1,1841,5,0,1842,10,17,1,3,3000,199
A,1531,-1,1844,2,27,1845,12,21,1,6,0,79
B,1531,-1,1844,2,27,1845,12,21,0,6,0,200
A,1533,-1,1847,0,0,1848,1,0,1,2,0,83
B,1533,-1,1847,0,0,1848,1,0,0,1,0,24
B,1534,-1,1850,12,1,1860,10,24,0,4,0,24
A,1534,-1,1850,12,1,1860,10,24,1,4,0,201
B,1535,-1,1852,0,0,1854,0,0,0,2,6000,202
A,1535,-1,1852,0,0,1854,0,0,1,1,4000,203
B,1536,-1,1852,0,0,1852,0,0,1,1,400,204
A,1536,-1,1852,0,0,1852,0,0,0,2,1600,205
B,1537,-1,1854,3,25,1860,10,24,1,4,0,206
A,1537,-1,1854,3,25,1860,10,24,0,4,0,207
A,1538,-1,1855,11,0,1856,1,27,1,2,0,208
B,1538,-1,1855,11,0,1856,1,27,0,1,0,209
B,1539,-1,1855,0,0,1858,0,0,1,6,0,210
A,1539,-1,1855,0,0,1858,0,0,0,6,0,207
B,1540,-1,1856,2,26,1857,5,1,1,1,6700,211
B,1540,-1,1856,2,26,1857,5,1,1,1,6700,212
A,1540,-1,1856,2,26,1857,5,1,0,2,1000,213
B,1540,-1,1856,2,26,1857,5,1,1,1,6700,214
B,1540,-1,1856,2,26,1857,5,1,1,1,6700,215
B,1541,-1,1856,5,19,1860,10,24,1,4,0,216
A,1541,-1,1856,5,19,1860,10,24,0,4,0,207
B,1542,-1,1856,12,2,1856,12,2,0,1,0,217
A,1542,-1,1856,12,2,1856,12,2,1,2,5000,218
B,1543,-1,1857,0,0,1857,9,0,0,1,0,24
A,1543,-1,1857,0,0,1857,9,0,1,2,0,219
A,1543,-1,1857,0,0,1857,9,0,1,2,0,220
A,1544,-1,1858,0,0,1858,0,0,0,6,0,98
B,1544,-1,1858,0,0,1858,0,0,1,6,0,221
B,1545,-1,1858,0,0,1861,1,0,1,2,0,222
A,1545,-1,1858,0,0,1861,1,0,0,1,0,22
A,1546,-1,1860,0,0,1862,3,16,1,1,0,223
B,1546,-1,1860,0,0,1862,3,16,0,2,0,224
B,1548,-1,1862,4,0,1864,1,0,0,1,3000,225
A,1548,-1,1862,4,0,1864,1,0,1,2,3000,226
B,1550,-1,1863,1,23,1863,11,15,0,2,0,227
B,1550,-1,1863,1,23,1863,11,15,0,2,0,214
A,1550,-1,1863,1,23,1863,11,15,1,1,0,215
A,1550,-1,1863,1,23,1863,11,15,1,1,0,213
B,1551,-1,1864,12,18,1865,12,18,1,7,110,228
A,1551,-1,1864,12,18,1865,12,18,0,7,890,229
B,1552,-1,1865,6,9,1866,4,3,0,2,0,98
A,1552,-1,1865,6,9,1866,4,3,1,1,0,230
B,1553,-1,1868,4,13,1872,1,21,1,2,30000,22
A,1553,-1,1868,4,13,1872,1,21,0,1,5000,231
B,1554,-1,1870,3,5,1872,4,6,0,1,0,232
A,1554,-1,1870,3,5,1872,4,6,1,2,0,233
B,1556,-1,1883,3,28,1884,6,4,0,2,0,234
A,1556,-1,1883,3,28,1884,6,4,1,1,0,235
A,1557,-1,1883,10,0,1884,0,0,0,1,0,236
B,1557,-1,1883,10,0,1884,0,0,1,2,0,237
A,1558,-1,1884,8,0,1894,11,16,0,7,8900,229
B,1558,-1,1884,8,0,1894,11,16,1,7,1100,228
A,1559,-1,1885,5,0,1889,3,12,1,2,15000,22
B,1559,-1,1885,5,0,1889,3,12,0,1,15000,238
B,1560,-1,1888,9,0,1889,5,0,1,2,0,239
A,1560,-1,1888,9,0,1889,5,0,0,1,0,240
B,1560,-1,1888,9,0,1889,5,0,1,2,0,241
A,1561,-1,1893,0,0,1893,0,0,1,1,0,242
B,1561,-1,1893,0,0,1893,0,0,0,2,0,243
B,1567,-1,1919,5,25,1919,5,25,0,2,4000,244
A,1567,-1,1919,5,25,1919,5,25,1,1,0,245
B,1568,-1,1924,9,4,1925,12,23,0,2,0,244
A,1568,-1,1924,9,4,1925,12,23,1,1,0,245
A,1570,-1,1946,8,16,1947,8,1,1,1,0,246
B,1570,-1,1946,8,16,1947,8,1,0,2,0,247
B,1570,-1,1946,8,16,1947,8,1,0,2,0,248
B,1571,-1,1947,8,15,1948,9,12,0,4,0,249
A,1571,-1,1947,8,15,1948,9,12,1,4,0,250
A,1572,-1,1947,11,29,1948,5,14,0,4,991,241
B,1572,-1,1947,11,29,1948,5,14,1,4,895,251
A,1573,-1,1948,4,3,1949,5,0,1,2,17000,252
A,1573,-1,1948,4,3,1949,5,0,1,2,17000,253
B,1573,-1,1948,4,3,1949,5,0,0,1,0,254
A,1574,-1,1959,10,19,1962,7,1,1,1,0,255
B,1574,-1,1959,10,19,1962,7,1,0,2,0,256
B,1577,-1,1968,9,0,1971,10,6,0,6,0,236
A,1577,-1,1968,9,0,1971,10,6,1,6,0,257
B,1581,-1,1974,10,15,1975,10,22,0,4,0,258
B,1581,-1,1974,10,15,1975,10,22,0,4,0,259
A,1581,-1,1974,10,15,1975,10,22,1,4,0,260
A,1582,-1,1975,8,11,1975,10,15,0,4,0,261
A,1582,-1,1975,8,11,1975,10,15,0,4,0,262
B,1582,-1,1975,8,11,1975,10,15,1,4,0,263
B,1594,-1,1999,6,0,2005,3,0,1,6,0,264
A,1594,-1,1999,6,0,2005,3,0,0,6,0,265
A,500,365,1818,6,10,1822,0,0,0,1,5000,5
B,500,-1,1818,6,10,1822,0,0,1,2,6000,266
A,501,-1,1820,6,0,1821,7,21,1,2,0,267
B,501,-1,1820,6,0,1821,7,21,0,1,0,268
B,502,-1,1820,7,2,1821,3,23,1,2,0,183
A,502,300,1821,3,0,1821,3,23,0,1,0,10
A,502,329,1820,7,2,1821,3,23,0,1,0,12
A,503,230,1821,12,1,1823,4,6,0,4,0,3
B,503,-1,1821,12,1,1823,4,6,1,4,0,269
A,505,300,1821,3,10,1821,5,8,0,1,0,10
A,505,325,1821,3,10,1821,5,8,0,1,0,270
B,505,-1,1821,3,10,1821,5,8,1,2,0,271
B,506,365,1827,10,20,1828,4,25,0,4,60,5
B,506,220,1827,10,20,1827,10,27,0,4,40,6
B,506,200,1827,10,20,1827,10,27,0,4,80,1
B,506,-1,1821,3,25,1828,4,25,1,4,3000,272
A,506,640,1821,3,25,1828,4,25,0,4,6000,2
A,507,-1,1824,3,20,1824,4,0,0,1,0,14
B,507,-1,1824,3,20,1824,4,0,1,2,0,273
B,508,-1,1826,6,14,1826,9,30,1,2,6000,274
A,508,640,1826,6,14,1826,9,30,0,1,300,2
A,510,235,1828,7,11,1834,5,26,0,2,12000,18
B,510,200,1831,7,1,1834,5,26,0,1,100,1
B,510,-1,1828,7,11,1834,5,26,1,1,8000,275
A,511,365,1830,0,0,1832,10,17,0,1,1000,5
B,511,-1,1830,0,0,1832,10,17,1,2,500,276
A,512,640,1830,2,0,1831,11,0,0,1,5000,2
B,512,-1,1830,2,0,1831,11,0,1,2,10000,277
B,513,-1,1830,7,25,1830,7,29,1,1,1800,183
A,513,220,1830,7,25,1830,7,29,0,2,400,6
B,515,-1,1830,8,25,1830,11,4,1,1,600,278
A,515,210,1830,8,25,1830,11,4,0,2,500,0
A,516,-1,1831,0,0,1832,0,0,1,2,1500,14
B,516,-1,1831,0,0,1832,0,0,0,1,0,279
B,517,-1,1831,2,7,1831,10,18,1,2,20000,280
A,517,365,1831,2,7,1831,10,18,0,1,15000,5
A,518,640,1831,10,1,1832,12,27,0,2,8000,2
B,518,-1,1831,10,1,1832,12,27,1,1,4000,281
B,520,-1,1832,1,2,1832,12,11,1,1,0,183
A,520,70,1832,1,2,1832,12,11,0,2,0,56
A,521,-1,1834,4,19,1834,10,0,1,2,1500,144
B,521,-1,1834,4,19,1834,10,0,0,1,500,14
B,522,-1,1834,7,15,1840,7,15,1,2,60000,282
A,522,235,1835,10,15,1836,2,15,0,1,50,18
A,522,230,1834,7,15,1840,7,15,0,1,65000,3
A,522,220,1835,10,31,1839,1,17,0,1,7700,6
A,522,200,1835,7,10,1837,9,1,0,1,2500,1
B,523,-1,1834,9,26,1834,10,27,1,7,0,283
A,523,365,1834,9,26,1834,10,27,0,7,0,5
A,525,140,1835,1,6,1837,5,0,0,1,0,4
B,525,-1,1835,1,6,1837,5,0,1,2,0,284
A,526,140,1835,9,19,1845,3,1,0,1,0,4
B,526,-1,1835,9,19,1845,3,1,1,2,0,285
A,527,70,1835,10,1,1836,4,22,0,2,1500,56
B,527,-1,1835,10,1,1836,4,22,1,1,700,286
A,528,640,1836,0,0,1837,0,0,0,1,0,2
B,528,-1,1836,0,0,1837,0,0,1,2,0,287
A,530,365,1836,7,0,1852,0,0,0,1,15000,5
B,530,-1,1836,7,0,1852,0,0,1,2,0,283
A,531,140,1837,11,7,1838,3,13,0,1,600,4
B,531,-1,1837,11,7,1838,3,13,1,2,1200,288
A,532,-1,1837,9,27,1838,8,22,0,1,15000,289
B,532,-1,1837,9,27,1838,8,22,1,2,0,141
A,533,640,1839,6,10,1839,6,24,1,2,2000,2
B,533,-1,1839,6,10,1839,6,24,0,1,1000,14
B,535,-1,1840,5,27,1840,7,13,1,1,1000,290
A,535,-1,1840,5,27,1840,7,13,0,2,3500,291
A,536,100,1840,7,15,1842,7,15,0,2,0,292
B,536,-1,1840,7,15,1842,7,15,1,1,0,293
B,537,-1,1840,9,9,1840,11,27,0,2,19000,14
A,537,640,1840,9,9,1840,11,27,0,1,8000,2
A,537,200,1840,9,9,1840,11,27,1,1,14,1
A,538,160,1841,1,1,1842,12,6,0,1,300,8
B,538,-1,1841,1,1,1842,12,6,1,2,3000,294
A,540,640,1841,0,0,1841,0,0,0,1,0,2
B,540,-1,1841,0,0,1841,0,0,1,2,0,287
A,541,70,1841,9,4,1841,10,6,0,2,0,56
B,541,-1,1841,9,4,1841,10,6,1,1,0,295
A,542,640,1842,12,19,1843,1,13,1,1,1600,2
B,542,-1,1842,12,19,1843,1,13,0,2,3000,296
A,543,-1,1845,4,30,1845,5,31,1,2,2000,297
B,543,-1,1845,4,30,1845,5,31,0,1,1000,141
B,545,-1,1847,1,15,1848,8,16,0,4,1800,298
A,545,-1,1847,1,15,1848,8,16,1,4,0,299
A,546,230,1847,5,15,1849,5,1,0,1,3000,3
B,546,-1,1847,5,15,1849,5,1,1,2,7000,282
B,547,-1,1848,5,15,1849,5,15,1,2,0,183
