Year,Category,Nominee,Movie,Winner
1939 (12th),Actress -- Supporting Role,Olivia de Havilland,Gone with the Wind {'Melanie Hamilton'},NO
1939 (12th),Actress -- Supporting Role,Geraldine Fitzgerald,Wuthering Heights {'Isabella'},NO
1939 (12th),Actress -- Supporting Role,Edna May Oliver,Drums along the Mohawk {'Sarah McKlennar'},NO
1939 (12th),Actress -- Supporting Role,Maria Ouspenskaya,"Love Affair {'Grandmother, Mme. Marnay'}",NO
1938 (11th),Actress -- Supporting Role,Beulah Bondi,Of Human Hearts {'Mary Wilkins'},NO
1938 (11th),Actress -- Supporting Role,Billie Burke,Merrily We Live {'Mrs. Emily Kilbourne'},NO
1938 (11th),Actress -- Supporting Role,Spring Byington,You Can't Take It with You {'Penny Sycamore'},NO
1938 (11th),Actress -- Supporting Role,Miliza Korjus,The Great Waltz {'Carla Donner'},NO
1937 (10th),Actress -- Supporting Role,Andrea Leeds,Stage Door {'Kaye Hamilton'},NO
1937 (10th),Actress -- Supporting Role,Anne Shirley,Stella Dallas {'Laurel Dallas'},NO
1937 (10th),Actress -- Supporting Role,Claire Trevor,Dead End {'Francie'},NO
1937 (10th),Actress -- Supporting Role,Dame May Whitty,Night Must Fall {'Mrs. Bramson'},NO
1936 (9th),Actress -- Supporting Role,Beulah Bondi,The Gorgeous Hussy {'Rachel Jackson'},NO
1936 (9th),Actress -- Supporting Role,Alice Brady,My Man Godfrey {'Angelica Bullock'},NO
1936 (9th),Actress -- Supporting Role,Bonita Granville,These Three {'Mary Tilford'},NO
1936 (9th),Actress -- Supporting Role,Maria Ouspenskaya,Dodsworth {'Baroness von Obersdorf'},NO
2010 (83rd),Actor -- Supporting Role,John Hawkes,Winter's Bone {'Teardrop'},NO
2010 (83rd),Actor -- Supporting Role,Jeremy Renner,The Town {'James Coughlin'},NO
2010 (83rd),Actor -- Supporting Role,Mark Ruffalo,The Kids Are All Right {'Paul'},NO
2010 (83rd),Actor -- Supporting Role,Geoffrey Rush,The King's Speech {'Lionel Logue'},NO
2009 (82nd),Actor -- Supporting Role,Matt Damon,Invictus {'Francois Pienaar'},NO
2009 (82nd),Actor -- Supporting Role,Woody Harrelson,The Messenger {'Captain Tony Stone'},NO
2009 (82nd),Actor -- Supporting Role,Christopher Plummer,The Last Station {'Tolstoy'},NO
2009 (82nd),Actor -- Supporting Role,Stanley Tucci,The Lovely Bones {'George Harvey'},NO
2008 (81st),Actor -- Supporting Role,Josh Brolin,Milk {'Dan White'},NO
2008 (81st),Actor -- Supporting Role,Robert Downey Jr.,Tropic Thunder {'Kirk Lazarus'},NO
2008 (81st),Actor -- Supporting Role,Philip Seymour Hoffman,Doubt {'Father Brendan Flynn'},NO
2008 (81st),Actor -- Supporting Role,Michael Shannon,Revolutionary Road {'John Givings'},NO
2007 (80th),Actor -- Supporting Role,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford {'Robert Ford'},NO
2007 (80th),Actor -- Supporting Role,Philip Seymour Hoffman,Charlie Wilson's War {'Gust Avrakotos'},NO
2007 (80th),Actor -- Supporting Role,Hal Holbrook,Into the Wild {'Ron Franz'},NO
2007 (80th),Actor -- Supporting Role,Tom Wilkinson,Michael Clayton {'Arthur Edens'},NO
2006 (79th),Actor -- Supporting Role,Jackie Earle Haley,Little Children {'Ronnie J. McGorvey'},NO
2006 (79th),Actor -- Supporting Role,Djimon Hounsou,Blood Diamond {'Solomon Vandy'},NO
2006 (79th),Actor -- Supporting Role,Eddie Murphy,Dreamgirls {'James 'Thunder' Early'},NO
2006 (79th),Actor -- Supporting Role,Mark Wahlberg,The Departed {'Dignam'},NO
2005 (78th),Actor -- Supporting Role,Matt Dillon,Crash {'Officer Ryan'},NO
2005 (78th),Actor -- Supporting Role,Paul Giamatti,Cinderella Man {'Joe Gould'},NO
2005 (78th),Actor -- Supporting Role,Jake Gyllenhaal,Brokeback Mountain {'Jack Twist'},NO
2005 (78th),Actor -- Supporting Role,William Hurt,A History of Violence {'Richie Cusack'},NO
2004 (77th),Actor -- Supporting Role,Alan Alda,The Aviator {'Senator Ralph Owen Brewster'},NO
2004 (77th),Actor -- Supporting Role,Thomas Haden Church,Sideways {'Jack'},NO
2004 (77th),Actor -- Supporting Role,Jamie Foxx,Collateral {'Max'},NO
2004 (77th),Actor -- Supporting Role,Clive Owen,Closer {'Larry'},NO
2003 (76th),Actor -- Supporting Role,Alec Baldwin,The Cooler {'Shelly Kaplow'},NO
2003 (76th),Actor -- Supporting Role,Benicio Del Toro,21 Grams {'Jack Jordan'},NO
2003 (76th),Actor -- Supporting Role,Djimon Hounsou,In America {'Mateo'},NO
2003 (76th),Actor -- Supporting Role,Ken Watanabe,The Last Samurai {'Katsumoto'},NO
2002 (75th),Actor -- Supporting Role,Ed Harris,The Hours {'Richard Brown'},NO
2002 (75th),Actor -- Supporting Role,Paul Newman,Road to Perdition {'John Rooney'},NO
2002 (75th),Actor -- Supporting Role,John C. Reilly,Chicago {'Amos Hart'},NO
2002 (75th),Actor -- Supporting Role,Christopher Walken,Catch Me If You Can {'Frank Abagnale'},NO
2001 (74th),Actor -- Supporting Role,Ethan Hawke,Training Day {'Jake'},NO
2001 (74th),Actor -- Supporting Role,Ben Kingsley,Sexy Beast {'Don Logan'},NO
2001 (74th),Actor -- Supporting Role,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring {'Gandalf'},NO
2001 (74th),Actor -- Supporting Role,Jon Voight,Ali {'Howard Cosell'},NO
2000 (73rd),Actor -- Supporting Role,Jeff Bridges,The Contender {'President Jackson Evans'},NO
2000 (73rd),Actor -- Supporting Role,Willem Dafoe,Shadow of the Vampire {'Max Schreck'},NO
2000 (73rd),Actor -- Supporting Role,Albert Finney,Erin Brockovich {'Ed Masry'},NO
2000 (73rd),Actor -- Supporting Role,Joaquin Phoenix,Gladiator {'Commodus'},NO
1999 (72nd),Actor -- Supporting Role,Tom Cruise,Magnolia {'Frank T.J. Mackey'},NO
1999 (72nd),Actor -- Supporting Role,Michael Clarke Duncan,The Green Mile {'John Coffey'},NO
1999 (72nd),Actor -- Supporting Role,Jude Law,The Talented Mr. Ripley {'Dickie Greenleaf'},NO
1999 (72nd),Actor -- Supporting Role,Haley Joel Osment,The Sixth Sense {'Cole Sear'},NO
1998 (71st),Actor -- Supporting Role,Robert Duvall,A Civil Action {'Jerome Facher'},NO
1998 (71st),Actor -- Supporting Role,Ed Harris,The Truman Show {'Christof'},NO
1998 (71st),Actor -- Supporting Role,Geoffrey Rush,Shakespeare in Love {'Philip Henslowe'},NO
1998 (71st),Actor -- Supporting Role,Billy Bob Thornton,A Simple Plan {'Jacob'},NO
1997 (70th),Actor -- Supporting Role,Robert Forster,Jackie Brown {'Max Cherry'},NO
1997 (70th),Actor -- Supporting Role,Anthony Hopkins,Amistad {'John Quincy Adams'},NO
1997 (70th),Actor -- Supporting Role,Greg Kinnear,As Good as It Gets {'Simon Bishop'},NO
1997 (70th),Actor -- Supporting Role,Burt Reynolds,Boogie Nights {'Jack Horner'},NO
1996 (69th),Actor -- Supporting Role,William H. Macy,Fargo {'Jerry Lundegaard'},NO
1996 (69th),Actor -- Supporting Role,Armin Mueller-Stahl,Shine {'Peter Helfgott'},NO
1996 (69th),Actor -- Supporting Role,Edward Norton,Primal Fear {'Aaron Stampler'},NO
1996 (69th),Actor -- Supporting Role,James Woods,Ghosts of Mississippi {'Byron De La Beckwith'},NO
1995 (68th),Actor -- Supporting Role,James Cromwell,Babe {'Farmer Hoggett'},NO
1995 (68th),Actor -- Supporting Role,Ed Harris,Apollo 13 {'Gene Kranz'},NO
1995 (68th),Actor -- Supporting Role,Brad Pitt,12 Monkeys {'Jeffrey Goines'},NO
1995 (68th),Actor -- Supporting Role,Tim Roth,Rob Roy {'Archibald Cunningham'},NO
1994 (67th),Actor -- Supporting Role,Samuel L. Jackson,Pulp Fiction {'Jules Winnfield'},NO
1994 (67th),Actor -- Supporting Role,Chazz Palminteri,Bullets over Broadway {'Cheech'},NO
1994 (67th),Actor -- Supporting Role,Paul Scofield,Quiz Show {'Mark Van Doren'},NO
1994 (67th),Actor -- Supporting Role,Gary Sinise,Forrest Gump {'Lieutenant Dan'},NO
1993 (66th),Actor -- Supporting Role,Leonardo DiCaprio,What's Eating Gilbert Grape {'Arnie Grape'},NO
1993 (66th),Actor -- Supporting Role,Ralph Fiennes,Schindler's List {'Amon Goeth'},NO
1993 (66th),Actor -- Supporting Role,John Malkovich,In the Line of Fire {'Mitch Leary'},NO
1993 (66th),Actor -- Supporting Role,Pete Postlethwaite,In the Name of the Father {'Giuseppe Conlon'},NO
1992 (65th),Actor -- Supporting Role,Jaye Davidson,The Crying Game {'Dil'},NO
1992 (65th),Actor -- Supporting Role,Jack Nicholson,A Few Good Men {'Col. Nathan R. Jessep'},NO
1992 (65th),Actor -- Supporting Role,Al Pacino,Glengarry Glen Ross {'Ricky Roma'},NO
1992 (65th),Actor -- Supporting Role,David Paymer,Mr. Saturday Night {'Stan'},NO
1991 (64th),Actor -- Supporting Role,Tommy Lee Jones,JFK {'Clay Shaw'},NO
1991 (64th),Actor -- Supporting Role,Harvey Keitel,Bugsy {'Mickey Cohen'},NO
1991 (64th),Actor -- Supporting Role,Ben Kingsley,Bugsy {'Meyer Lansky'},NO
1991 (64th),Actor -- Supporting Role,Michael Lerner,Barton Fink {'Jack Lipnick'},NO
1990 (63rd),Actor -- Supporting Role,Bruce Davison,Longtime Companion {'David'},NO
1990 (63rd),Actor -- Supporting Role,Andy Garcia,"The Godfather, Part III {'Vincent Mancini'}",NO
1990 (63rd),Actor -- Supporting Role,Graham Greene,Dances With Wolves {'Kicking Bird'},NO
1990 (63rd),Actor -- Supporting Role,Al Pacino,Dick Tracy {'Big Boy Caprice'},NO
1989 (62nd),Actor -- Supporting Role,Danny Aiello,Do the Right Thing {'Sal'},NO
1989 (62nd),Actor -- Supporting Role,Dan Aykroyd,Driving Miss Daisy {'Boolie Werthan'},NO
1989 (62nd),Actor -- Supporting Role,Marlon Brando,A Dry White Season {'McKenzie'},NO
1989 (62nd),Actor -- Supporting Role,Martin Landau,Crimes and Misdemeanors {'Judah Rosenthal'},NO
1988 (61st),Actor -- Supporting Role,Alec Guinness,Little Dorrit {'William Dorrit'},NO
1988 (61st),Actor -- Supporting Role,Martin Landau,Tucker The Man and His Dream {'Abe'},NO
1988 (61st),Actor -- Supporting Role,River Phoenix,Running on Empty {'Danny Pope'},NO
1988 (61st),Actor -- Supporting Role,Dean Stockwell,Married to the Mob {'Tony 'the Tiger' Russo'},NO
1987 (60th),Actor -- Supporting Role,Albert Brooks,Broadcast News {'Aaron Altman'},NO
1987 (60th),Actor -- Supporting Role,Morgan Freeman,Street Smart {'Fast Black'},NO
1987 (60th),Actor -- Supporting Role,Vincent Gardenia,Moonstruck {'Cosmo Castorini'},NO
1987 (60th),Actor -- Supporting Role,Denzel Washington,Cry Freedom {'Steve Biko'},NO
1986 (59th),Actor -- Supporting Role,Tom Berenger,Platoon {'Sgt. Barnes'},NO
1986 (59th),Actor -- Supporting Role,Willem Dafoe,Platoon {'Sgt. Elias'},NO
1986 (59th),Actor -- Supporting Role,Denholm Elliott,A Room with a View {'Mr. Emerson'},NO
1986 (59th),Actor -- Supporting Role,Dennis Hopper,Hoosiers {'Shooter'},NO
1985 (58th),Actor -- Supporting Role,Klaus Maria Brandauer,Out of Africa {'Bror'},NO
1985 (58th),Actor -- Supporting Role,William Hickey,Prizzi's Honor {'Don Corrado Prizzi'},NO
1985 (58th),Actor -- Supporting Role,Robert Loggia,Jagged Edge {'Sam Ransom'},NO
1985 (58th),Actor -- Supporting Role,Eric Roberts,Runaway Train {'Buck'},NO
1984 (57th),Actor -- Supporting Role,Adolph Caesar,A Soldier's Story {'Sgt. Waters'},NO
1984 (57th),Actor -- Supporting Role,John Malkovich,Places in the Heart {'Mr. Will'},NO
1984 (57th),Actor -- Supporting Role,Noriyuki 'Pat' Morita,The Karate Kid {'Miyagi'},NO
1984 (57th),Actor -- Supporting Role,Ralph Richardson,"Greystoke: The Legend of Tarzan, Lord of the Apes {'The Sixth Earl of Greystoke'}",NO
1983 (56th),Actor -- Supporting Role,Charles Durning,To Be or Not to Be {'Col. Erhardt'},NO
1983 (56th),Actor -- Supporting Role,John Lithgow,Terms of Endearment {'Sam Burns'},NO
1983 (56th),Actor -- Supporting Role,Sam Shepard,The Right Stuff {'Chuck Yeager'},NO
1983 (56th),Actor -- Supporting Role,Rip Torn,Cross Creek {'Marsh Turner'},NO
1982 (55th),Actor -- Supporting Role,Charles Durning,The Best Little Whorehouse in Texas {'The Governor'},NO
1982 (55th),Actor -- Supporting Role,John Lithgow,The World According to Garp {'Roberta Muldoon'},NO
1982 (55th),Actor -- Supporting Role,James Mason,The Verdict {'Edward Concannon'},NO
1982 (55th),Actor -- Supporting Role,Robert Preston,Victor/Victoria {'Toddy'},NO
1981 (54th),Actor -- Supporting Role,James Coco,Only When I Laugh {'Jimmy Perry'},NO
1981 (54th),Actor -- Supporting Role,Ian Holm,Chariots of Fire {'Sam Mussabini'},NO
1981 (54th),Actor -- Supporting Role,Jack Nicholson,Reds {'Eugene O'Neill'},NO
1981 (54th),Actor -- Supporting Role,"Howard E. Rollins, Jr.","Ragtime {'Coalhouse Walker, Jr.'}",NO
1980 (53rd),Actor -- Supporting Role,Judd Hirsch,Ordinary People {'Dr. Berger'},NO
1980 (53rd),Actor -- Supporting Role,Michael O'Keefe,The Great Santini {'Ben Meechum'},NO
1980 (53rd),Actor -- Supporting Role,Joe Pesci,Raging Bull {'Joey LaMotta'},NO
1980 (53rd),Actor -- Supporting Role,Jason Robards,Melvin and Howard {'Howard Hughes'},NO
1979 (52nd),Actor -- Supporting Role,Robert Duvall,Apocalypse Now {'Lieutenant Colonel Kilgore'},NO
1979 (52nd),Actor -- Supporting Role,Frederic Forrest,The Rose {'Dyer'},NO
1979 (52nd),Actor -- Supporting Role,Justin Henry,Kramer vs. Kramer {'Billy Kramer'},NO
1979 (52nd),Actor -- Supporting Role,Mickey Rooney,The Black Stallion {'Henry Dailey'},NO
1978 (51st),Actor -- Supporting Role,Bruce Dern,Coming Home {'Captain Bob Hyde'},NO
1978 (51st),Actor -- Supporting Role,Richard Farnsworth,Comes a Horseman {'Dodger'},NO
1978 (51st),Actor -- Supporting Role,John Hurt,Midnight Express {'Max'},NO
1978 (51st),Actor -- Supporting Role,Jack Warden,Heaven Can Wait {'Max Corkle'},NO
1977 (50th),Actor -- Supporting Role,Mikhail Baryshnikov,The Turning Point {'Yuri Kopeikine'},NO
1977 (50th),Actor -- Supporting Role,Peter Firth,Equus {'Alan Strang'},NO
1977 (50th),Actor -- Supporting Role,Alec Guinness,Star Wars {'Ben 'Obi-Wan' Kenobi'},NO
1977 (50th),Actor -- Supporting Role,Maximilian Schell,Julia {'Johann'},NO
1976 (49th),Actor -- Supporting Role,Ned Beatty,Network {'Arthur Jensen'},NO
1976 (49th),Actor -- Supporting Role,Burgess Meredith,Rocky {'Mickey'},NO
1976 (49th),Actor -- Supporting Role,Laurence Olivier,Marathon Man {'Szell'},NO
1976 (49th),Actor -- Supporting Role,Burt Young,Rocky {'Paulie'},NO
1975 (48th),Actor -- Supporting Role,Brad Dourif,One Flew over the Cuckoo's Nest {'Billy Bibbit'},NO
1975 (48th),Actor -- Supporting Role,Burgess Meredith,The Day of the Locust {'Harry'},NO
1975 (48th),Actor -- Supporting Role,Chris Sarandon,Dog Day Afternoon {'Leon'},NO
1975 (48th),Actor -- Supporting Role,Jack Warden,Shampoo {'Lester Carr'},NO
1974 (47th),Actor -- Supporting Role,Fred Astaire,The Towering Inferno {'Harlee Claiborne'},NO
1974 (47th),Actor -- Supporting Role,Jeff Bridges,Thunderbolt and Lightfoot {'Lightfoot'},NO
1974 (47th),Actor -- Supporting Role,Michael V. Gazzo,The Godfather Part II {'Frankie Pentangeli'},NO
1974 (47th),Actor -- Supporting Role,Lee Strasberg,The Godfather Part II {'Hyman Roth'},NO
1973 (46th),Actor -- Supporting Role,Vincent Gardenia,Bang the Drum Slowly {'Dutch Schnell'},NO
1973 (46th),Actor -- Supporting Role,Jack Gilford,Save the Tiger {'Phil Greene'},NO
1973 (46th),Actor -- Supporting Role,Jason Miller,The Exorcist {'Father Damian Karras'},NO
1973 (46th),Actor -- Supporting Role,Randy Quaid,The Last Detail {'Meadows'},NO
1972 (45th),Actor -- Supporting Role,Eddie Albert,The Heartbreak Kid {'Mr. Corcoran'},NO
1972 (45th),Actor -- Supporting Role,James Caan,The Godfather {'Sonny Corleone'},NO
1972 (45th),Actor -- Supporting Role,Robert Duvall,The Godfather {'Tom Hagen'},NO
1972 (45th),Actor -- Supporting Role,Al Pacino,The Godfather {'Michael Corleone'},NO
1971 (44th),Actor -- Supporting Role,Jeff Bridges,The Last Picture Show {'Duane Jackson'},NO
1971 (44th),Actor -- Supporting Role,Leonard Frey,Fiddler on the Roof {'Motel'},NO
1971 (44th),Actor -- Supporting Role,Richard Jaeckel,Sometimes a Great Notion {'Joe Ben Stamper'},NO
1971 (44th),Actor -- Supporting Role,Roy Scheider,The French Connection {'Buddy Russo'},NO
1970 (43rd),Actor -- Supporting Role,Richard Castellano,Lovers and Other Strangers {'Frank Vecchio'},NO
1970 (43rd),Actor -- Supporting Role,Chief Dan George,Little Big Man {'Old Lodge Skins'},NO
1970 (43rd),Actor -- Supporting Role,Gene Hackman,I Never Sang for My Father {'Gene Garrison'},NO
1970 (43rd),Actor -- Supporting Role,John Marley,Love Story {'Phil Cavilleri'},NO
1969 (42nd),Actor -- Supporting Role,Rupert Crosse,The Reivers {'Ned McCaslin'},NO
1969 (42nd),Actor -- Supporting Role,Elliott Gould,Bob & Carol & Ted & Alice {'Ted Henderson'},NO
1969 (42nd),Actor -- Supporting Role,Jack Nicholson,Easy Rider {'George Hanson'},NO
1969 (42nd),Actor -- Supporting Role,Anthony Quayle,Anne of the Thousand Days {'Cardinal Wolsey'},NO
1968 (41st),Actor -- Supporting Role,Seymour Cassel,Faces {'Chet'},NO
1968 (41st),Actor -- Supporting Role,Daniel Massey,Star! {'Noel Coward'},NO
1968 (41st),Actor -- Supporting Role,Jack Wild,Oliver! {'The Artful Dodger'},NO
1968 (41st),Actor -- Supporting Role,Gene Wilder,The Producers {'Leo Bloom'},NO
1967 (40th),Actor -- Supporting Role,John Cassavetes,The Dirty Dozen {'Victor Franko'},NO
1967 (40th),Actor -- Supporting Role,Gene Hackman,Bonnie and Clyde {'Buck Barrow'},NO
1967 (40th),Actor -- Supporting Role,Cecil Kellaway,Guess Who's Coming to Dinner {'Monsignor Ryan'},NO
1967 (40th),Actor -- Supporting Role,Michael J. Pollard,Bonnie and Clyde {'C.W. Moss'},NO
1966 (39th),Actor -- Supporting Role,Mako,The Sand Pebbles {'Po-Han'},NO
1966 (39th),Actor -- Supporting Role,James Mason,Georgy Girl {'James Leamington'},NO
1966 (39th),Actor -- Supporting Role,George Segal,Who's Afraid of Virginia Woolf? {'Nick'},NO
1966 (39th),Actor -- Supporting Role,Robert Shaw,A Man for All Seasons {'King Henry VIII'},NO
1965 (38th),Actor -- Supporting Role,Ian Bannen,The Flight of the Phoenix {'Crow'},NO
1965 (38th),Actor -- Supporting Role,Tom Courtenay,Doctor Zhivago {'Pasha Antipov/Strelnikoff'},NO
1965 (38th),Actor -- Supporting Role,Michael Dunn,Ship of Fools {'Glocken'},NO
1965 (38th),Actor -- Supporting Role,Frank Finlay,Othello {'Iago'},NO
1964 (37th),Actor -- Supporting Role,John Gielgud,Becket {'King Louis VII of France'},NO
1964 (37th),Actor -- Supporting Role,Stanley Holloway,My Fair Lady {'Alfred P. Doolittle'},NO
1964 (37th),Actor -- Supporting Role,Edmond O'Brien,Seven Days in May {'Senator Raymond Clark'},NO
1964 (37th),Actor -- Supporting Role,Lee Tracy,The Best Man {'Art Hockstader'},NO
1963 (36th),Actor -- Supporting Role,Nick Adams,Twilight of Honor {'Ben Brown'},NO
1963 (36th),Actor -- Supporting Role,Bobby Darin,"Captain Newman, M.D. {'Corp. Jim Tompkins'}",NO
1963 (36th),Actor -- Supporting Role,Hugh Griffith,Tom Jones {'Squire Western'},NO
1963 (36th),Actor -- Supporting Role,John Huston,The Cardinal {'Cardinal Glennon'},NO
1962 (35th),Actor -- Supporting Role,Victor Buono,What Ever Happened to Baby Jane? {'Edwin Flagg'},NO
1962 (35th),Actor -- Supporting Role,Telly Savalas,Birdman of Alcatraz {'Feto Gomez'},NO
1962 (35th),Actor -- Supporting Role,Omar Sharif,Lawrence of Arabia {'Sherif Ali ibn el Kharish'},NO
1962 (35th),Actor -- Supporting Role,Terence Stamp,Billy Budd {'Billy Budd'},NO
1961 (34th),Actor -- Supporting Role,Montgomery Clift,Judgment at Nuremberg {'Rudolph Peterson'},NO
1961 (34th),Actor -- Supporting Role,Peter Falk,Pocketful of Miracles {'Joy Boy'},NO
1961 (34th),Actor -- Supporting Role,Jackie Gleason,The Hustler {'Minnesota Fats'},NO
1961 (34th),Actor -- Supporting Role,George C. Scott,The Hustler {'Bert Gordon'},NO
1960 (33rd),Actor -- Supporting Role,Peter Falk,"Murder, Inc. {'Abe Reles'}",NO
1960 (33rd),Actor -- Supporting Role,Jack Kruschen,The Apartment {'Dr. Dreyfuss'},NO
1960 (33rd),Actor -- Supporting Role,Sal Mineo,Exodus {'Dov Landau'},NO
1960 (33rd),Actor -- Supporting Role,Chill Wills,The Alamo {'Beekeeper'},NO
1959 (32nd),Actor -- Supporting Role,Arthur O'Connell,Anatomy of a Murder {'Parnell McCarthy'},NO
1959 (32nd),Actor -- Supporting Role,George C. Scott,Anatomy of a Murder {'Claude Dancer'},NO
1959 (32nd),Actor -- Supporting Role,Robert Vaughn,The Young Philadelphians {'Chester Gwynn'},NO
1959 (32nd),Actor -- Supporting Role,Ed Wynn,The Diary of Anne Frank {'Mr. Dussell'},NO
1958 (31st),Actor -- Supporting Role,Theodore Bikel,The Defiant Ones {'Sheriff Max Muller'},NO
1958 (31st),Actor -- Supporting Role,Lee J. Cobb,The Brothers Karamazov {'Fyodor Karamazov'},NO
1958 (31st),Actor -- Supporting Role,Arthur Kennedy,Some Came Running {'Frank Hirsh'},NO
1958 (31st),Actor -- Supporting Role,Gig Young,Teacher's Pet {'Dr. Hugo Pine'},NO
1957 (30th),Actor -- Supporting Role,Vittorio De Sica,A Farewell to Arms {'Major Alessandro Rinaldi'},NO
1957 (30th),Actor -- Supporting Role,Sessue Hayakawa,The Bridge on the River Kwai {'Saito'},NO
1957 (30th),Actor -- Supporting Role,Arthur Kennedy,Peyton Place {'Lucas Cross'},NO
1957 (30th),Actor -- Supporting Role,Russ Tamblyn,Peyton Place {'Norman Page'},NO
1956 (29th),Actor -- Supporting Role,Don Murray,Bus Stop {'Bo'},NO
1956 (29th),Actor -- Supporting Role,Anthony Perkins,Friendly Persuasion {'Josh Birdwell'},NO
1956 (29th),Actor -- Supporting Role,Mickey Rooney,The Bold and the Brave {'Dooley'},NO
1956 (29th),Actor -- Supporting Role,Robert Stack,Written on the Wind {'Kyle Hadley'},NO
1955 (28th),Actor -- Supporting Role,Arthur Kennedy,Trial {'Barney Castle'},NO
1955 (28th),Actor -- Supporting Role,Joe Mantell,Marty {'Angie'},NO
1955 (28th),Actor -- Supporting Role,Sal Mineo,Rebel without a Cause {'Plato'},NO
1955 (28th),Actor -- Supporting Role,Arthur O'Connell,Picnic {'Howard Bevans'},NO
1954 (27th),Actor -- Supporting Role,Lee J. Cobb,On the Waterfront {'Johnny Friendly'},NO
1954 (27th),Actor -- Supporting Role,Karl Malden,On the Waterfront {'Father Barry'},NO
1954 (27th),Actor -- Supporting Role,Rod Steiger,On the Waterfront {'Charles Malloy'},NO
1954 (27th),Actor -- Supporting Role,Tom Tully,The Caine Mutiny {'Captain DeVriess'},NO
1953 (26th),Actor -- Supporting Role,Eddie Albert,Roman Holiday {'Irving Radovich'},NO
1953 (26th),Actor -- Supporting Role,Brandon De Wilde,Shane {'Joey Starrett'},NO
1953 (26th),Actor -- Supporting Role,Jack Palance,Shane {'Wilson'},NO
1953 (26th),Actor -- Supporting Role,Robert Strauss,Stalag 17 {'Stosh/'Animal''},NO
1952 (25th),Actor -- Supporting Role,Richard Burton,My Cousin Rachel {'Philip Ashley'},NO
1952 (25th),Actor -- Supporting Role,Arthur Hunnicutt,The Big Sky {'Zeb Callaway'},NO
1952 (25th),Actor -- Supporting Role,Victor McLaglen,The Quiet Man {'Red Will Danaher'},NO
1952 (25th),Actor -- Supporting Role,Jack Palance,Sudden Fear {'Lester Blaine'},NO
1951 (24th),Actor -- Supporting Role,Leo Genn,Quo Vadis {'Petronius'},NO
1951 (24th),Actor -- Supporting Role,Kevin McCarthy,Death of a Salesman {'Biff Loman'},NO
1951 (24th),Actor -- Supporting Role,Peter Ustinov,Quo Vadis {'Nero'},NO
1951 (24th),Actor -- Supporting Role,Gig Young,Come Fill the Cup {'Boyd Copeland'},NO
1950 (23rd),Actor -- Supporting Role,Jeff Chandler,Broken Arrow {'Cochise'},NO
1950 (23rd),Actor -- Supporting Role,Edmund Gwenn,Mister 880 {'Skipper Miller'},NO
1950 (23rd),Actor -- Supporting Role,Sam Jaffe,The Asphalt Jungle {'Dr. Erwin Riedenschneider'},NO
1950 (23rd),Actor -- Supporting Role,Erich von Stroheim,Sunset Blvd. {'Max Von Mayerling'},NO
1949 (22nd),Actor -- Supporting Role,John Ireland,All the King's Men {'Jack Burden'},NO
1949 (22nd),Actor -- Supporting Role,Arthur Kennedy,Champion {'Connie Kelly'},NO
1949 (22nd),Actor -- Supporting Role,Ralph Richardson,The Heiress {'Dr. Austin Sloper'},NO
1949 (22nd),Actor -- Supporting Role,James Whitmore,Battleground {'Kinnie'},NO
1948 (21st),Actor -- Supporting Role,Charles Bickford,Johnny Belinda {'Black McDonald'},NO
1948 (21st),Actor -- Supporting Role,José Ferrer,"Joan of Arc {'The Dauphin, Charles VIII'}",NO
1948 (21st),Actor -- Supporting Role,Oscar Homolka,I Remember Mama {'Uncle Chris'},NO
1948 (21st),Actor -- Supporting Role,Cecil Kellaway,The Luck of the Irish {'Horace'},NO
1947 (20th),Actor -- Supporting Role,Charles Bickford,The Farmer's Daughter {'Clancy'},NO
1947 (20th),Actor -- Supporting Role,Thomas Gomez,Ride the Pink Horse {'Pancho'},NO
1947 (20th),Actor -- Supporting Role,Robert Ryan,Crossfire {'Montgomery'},NO
1947 (20th),Actor -- Supporting Role,Richard Widmark,Kiss of Death {'Tommy Udo'},NO
1946 (19th),Actor -- Supporting Role,Charles Coburn,The Green Years {'Alexander Gow'},NO
1946 (19th),Actor -- Supporting Role,William Demarest,The Jolson Story {'Steve Martin'},NO
1946 (19th),Actor -- Supporting Role,Claude Rains,Notorious {'Alexander Sebastian'},NO
1946 (19th),Actor -- Supporting Role,Clifton Webb,The Razor's Edge {'Elliott Templeton'},NO
1945 (18th),Actor -- Supporting Role,Michael Chekhov,Spellbound {'Dr. Alex Brulov'},NO
1945 (18th),Actor -- Supporting Role,John Dall,The Corn Is Green {'Morgan Evans'},NO
1945 (18th),Actor -- Supporting Role,Robert Mitchum,G. I. Joe {'Lieutenant Walker'},NO
1945 (18th),Actor -- Supporting Role,J. Carrol Naish,A Medal for Benny {'Charlie Martini'},NO
1944 (17th),Actor -- Supporting Role,Hume Cronyn,The Seventh Cross {'Paul Roeder'},NO
1944 (17th),Actor -- Supporting Role,Claude Rains,Mr. Skeffington {'Job Skeffington'},NO
1944 (17th),Actor -- Supporting Role,Clifton Webb,Laura {'Waldo Lydecker'},NO
1944 (17th),Actor -- Supporting Role,Monty Woolley,Since You Went Away {'Colonel Smollett'},NO
1943 (16th),Actor -- Supporting Role,Charles Bickford,The Song of Bernadette {'Dean Peyramale'},NO
