Subject,SubjectId,Split,PA,AB,H,TB,BB,SF,HBP
PitcherId,527054,vs LHH,31,29,11,19,1,0,1
PitcherId,527054,vs RHH,46,43,7,9,3,0,0
PitcherId,532077,vs LHH,27,26,8,14,1,0,0
PitcherId,532077,vs RHH,20,18,4,4,1,1,0
PitcherId,534737,vs LHH,8,8,3,7,0,0,0
PitcherId,534737,vs RHH,30,28,7,8,2,0,0
PitcherId,534812,vs LHH,11,10,4,7,0,0,0
PitcherId,534812,vs RHH,17,15,3,6,1,1,0
PitcherId,534947,vs LHH,37,36,9,11,1,0,0
PitcherId,534947,vs RHH,34,31,6,15,1,1,1
PitcherId,541640,vs LHH,11,11,2,2,0,0,0
PitcherId,541640,vs RHH,17,15,3,6,2,0,0
PitcherId,541652,vs LHH,21,18,2,2,2,0,1
PitcherId,541652,vs RHH,7,6,2,5,1,0,0
PitcherId,542432,vs LHH,14,12,4,5,2,0,0
PitcherId,542432,vs RHH,12,10,2,3,0,1,1
PitcherId,542609,vs LHH,9,7,2,6,2,0,0
PitcherId,542609,vs RHH,9,9,3,4,0,0,0
PitcherId,542866,vs LHH,7,7,5,10,0,0,0
PitcherId,542866,vs RHH,7,6,2,3,1,0,0
PitcherId,542881,vs LHH,15,15,5,7,0,0,0
PitcherId,542881,vs RHH,45,41,13,21,2,1,1
PitcherId,542882,vs LHH,30,29,7,14,0,1,0
PitcherId,542882,vs RHH,37,34,10,12,2,1,0
PitcherId,542888,vs LHH,10,10,2,3,0,0,0
PitcherId,542888,vs RHH,10,9,2,5,1,0,0
PitcherId,542947,vs LHH,7,6,0,0,1,0,0
PitcherId,542947,vs RHH,9,9,2,2,0,0,0
PitcherId,542953,vs LHH,9,8,2,3,1,0,0
PitcherId,542953,vs RHH,13,11,2,2,1,1,0
PitcherId,542960,vs LHH,10,8,2,6,2,0,0
PitcherId,542960,vs RHH,23,21,6,7,2,0,0
PitcherId,543017,vs LHH,12,11,4,7,1,0,0
PitcherId,543017,vs RHH,6,5,1,1,1,0,0
PitcherId,543022,vs LHH,56,46,12,21,8,0,2
PitcherId,543022,vs RHH,20,20,4,7,0,0,0
PitcherId,543045,vs LHH,2,2,0,0,0,0,0
PitcherId,543045,vs RHH,10,9,2,2,1,0,0
PitcherId,543054,vs LHH,16,13,5,6,3,0,0
PitcherId,543054,vs RHH,12,9,3,6,3,0,0
PitcherId,543056,vs LHH,10,9,1,1,1,0,0
PitcherId,543056,vs RHH,9,9,1,1,0,0,0
PitcherId,543101,vs LHH,27,24,4,5,3,0,0
PitcherId,543101,vs RHH,47,42,14,22,5,0,0
PitcherId,543118,vs LHH,10,10,1,2,0,0,0
PitcherId,543118,vs RHH,15,14,2,3,1,0,0
PitcherId,543144,vs LHH,14,10,1,1,3,0,1
PitcherId,543144,vs RHH,15,12,3,7,1,0,1
PitcherId,543169,vs LHH,4,3,0,0,1,0,0
PitcherId,543169,vs RHH,22,16,5,9,5,0,0
PitcherId,543184,vs LHH,15,12,2,4,3,0,0
PitcherId,543184,vs RHH,60,57,14,22,3,0,0
PitcherId,543195,vs LHH,18,16,5,6,2,0,0
PitcherId,543195,vs RHH,23,20,3,6,3,0,0
PitcherId,543219,vs LHH,5,4,0,0,0,0,1
PitcherId,543219,vs RHH,11,8,4,7,3,0,0
PitcherId,543243,vs LHH,1,1,1,1,0,0,0
PitcherId,543243,vs RHH,3,3,0,0,0,0,0
PitcherId,543272,vs LHH,10,10,1,2,0,0,0
PitcherId,543272,vs RHH,28,26,5,10,2,0,0
PitcherId,543278,vs LHH,10,7,1,1,3,0,0
PitcherId,543278,vs RHH,18,17,3,3,1,0,0
PitcherId,543294,vs LHH,24,23,5,7,0,0,1
PitcherId,543294,vs RHH,47,46,14,17,1,0,0
PitcherId,543339,vs LHH,13,13,2,5,0,0,0
PitcherId,543339,vs RHH,13,11,3,4,2,0,0
PitcherId,543359,vs LHH,9,7,1,1,2,0,0
PitcherId,543359,vs RHH,7,5,4,5,1,1,0
PitcherId,543380,vs LHH,10,8,2,5,2,0,0
PitcherId,543380,vs RHH,11,9,1,1,2,0,0
PitcherId,543408,vs LHH,49,36,8,14,12,1,0
PitcherId,543408,vs RHH,28,24,8,17,3,0,0
PitcherId,543475,vs LHH,7,5,2,3,1,0,1
PitcherId,543475,vs RHH,9,8,3,4,1,0,0
PitcherId,543483,vs LHH,9,5,2,2,4,0,0
PitcherId,543483,vs RHH,11,9,3,6,1,0,0
PitcherId,543506,vs LHH,11,11,4,4,0,0,0
PitcherId,543506,vs RHH,11,11,4,5,0,0,0
PitcherId,543521,vs LHH,63,57,13,21,6,0,0
PitcherId,543521,vs RHH,43,40,4,5,2,0,1
PitcherId,543542,vs LHH,18,15,4,7,2,1,0
PitcherId,543542,vs RHH,42,37,7,11,5,0,0
PitcherId,543548,vs LHH,6,4,1,1,1,0,0
PitcherId,543548,vs RHH,9,6,1,4,2,1,0
PitcherId,543557,vs LHH,8,8,0,0,0,0,0
PitcherId,543557,vs RHH,36,32,7,13,4,0,0
PitcherId,543606,vs LHH,26,24,2,2,1,0,1
PitcherId,543606,vs RHH,34,32,10,21,2,0,0
PitcherId,543699,vs LHH,20,16,2,2,4,0,0
PitcherId,543699,vs RHH,48,44,8,17,4,0,0
PitcherId,543716,vs RHH,4,4,1,4,0,0,0
PitcherId,543726,vs LHH,14,10,3,5,4,0,0
PitcherId,543726,vs RHH,8,8,3,5,0,0,0
PitcherId,543734,vs LHH,12,12,0,0,0,0,0
PitcherId,543734,vs RHH,23,23,4,8,0,0,0
PitcherId,543746,vs LHH,11,10,4,5,1,0,0
PitcherId,543746,vs RHH,16,16,1,1,0,0,0
PitcherId,543766,vs LHH,11,10,3,3,1,0,0
PitcherId,543766,vs RHH,16,15,4,5,1,0,0
PitcherId,543779,vs LHH,11,10,2,2,1,0,0
PitcherId,543779,vs RHH,13,13,3,8,0,0,0
PitcherId,543859,vs LHH,8,7,2,5,1,0,0
PitcherId,543859,vs RHH,20,18,6,10,2,0,0
PitcherId,543883,vs LHH,11,10,2,2,1,0,0
PitcherId,543883,vs RHH,23,22,8,15,1,0,0
PitcherId,543901,vs LHH,16,14,2,5,2,0,0
PitcherId,543901,vs RHH,20,19,4,7,0,0,1
PitcherId,543935,vs LHH,18,17,5,12,1,0,0
PitcherId,543935,vs RHH,13,12,3,4,1,0,0
PitcherId,544150,vs LHH,17,16,4,6,1,0,0
PitcherId,544150,vs RHH,20,19,6,13,1,0,0
PitcherId,544727,vs LHH,20,16,4,5,4,0,0
PitcherId,544727,vs RHH,20,15,1,1,3,1,0
PitcherId,544759,vs RHH,4,4,0,0,0,0,0
PitcherId,544836,vs LHH,6,6,3,7,0,0,0
PitcherId,544836,vs RHH,9,8,1,4,1,0,0
PitcherId,544930,vs LHH,3,2,2,2,0,0,1
PitcherId,544930,vs RHH,6,6,2,3,0,0,0
PitcherId,544993,vs LHH,4,3,0,0,0,1,0
PitcherId,544993,vs RHH,4,4,0,0,0,0,0
PitcherId,545332,vs LHH,6,5,1,2,1,0,0
PitcherId,545332,vs RHH,5,5,0,0,0,0,0
PitcherId,545333,vs LHH,36,34,6,11,1,0,1
PitcherId,545333,vs RHH,50,42,17,29,5,0,2
PitcherId,545363,vs LHH,13,12,1,1,0,0,1
PitcherId,545363,vs RHH,8,7,1,2,1,0,0
PitcherId,546276,vs LHH,6,6,1,2,0,0,0
PitcherId,546276,vs RHH,5,4,1,1,1,0,0
PitcherId,547179,vs LHH,21,18,6,9,3,0,0
PitcherId,547179,vs RHH,16,16,0,0,0,0,0
PitcherId,547749,vs LHH,6,6,2,3,0,0,0
PitcherId,547749,vs RHH,5,5,0,0,0,0,0
PitcherId,547874,vs LHH,20,20,8,13,0,0,0
PitcherId,547874,vs RHH,40,36,13,19,4,0,0
PitcherId,547888,vs LHH,27,23,7,16,3,1,0
PitcherId,547888,vs RHH,27,25,4,10,2,0,0
PitcherId,547973,vs LHH,4,3,0,0,1,0,0
PitcherId,547973,vs RHH,18,16,1,1,2,0,0
PitcherId,548337,vs LHH,9,7,2,2,2,0,0
PitcherId,548337,vs RHH,6,6,2,5,0,0,0
PitcherId,548357,vs LHH,5,4,1,4,1,0,0
PitcherId,548357,vs RHH,3,3,1,1,0,0,0
PitcherId,548389,vs LHH,11,10,3,3,1,0,0
PitcherId,548389,vs RHH,31,26,5,7,4,0,0
PitcherId,553878,vs LHH,9,8,0,0,1,0,0
PitcherId,553878,vs RHH,22,21,8,14,1,0,0
PitcherId,570240,vs LHH,2,1,0,0,1,0,0
PitcherId,570240,vs RHH,12,12,2,5,0,0,0
PitcherId,570257,vs LHH,18,16,6,6,2,0,0
PitcherId,570257,vs RHH,17,16,2,3,0,0,1
PitcherId,570632,vs LHH,30,25,9,19,5,0,0
PitcherId,570632,vs RHH,24,23,10,20,0,0,0
PitcherId,570649,vs LHH,43,40,10,20,1,1,1
PitcherId,570649,vs RHH,43,38,15,21,5,0,0
PitcherId,570663,vs LHH,16,15,2,2,1,0,0
PitcherId,570663,vs RHH,13,12,2,5,1,0,0
PitcherId,570666,vs LHH,39,37,10,17,2,0,0
PitcherId,570666,vs RHH,50,47,12,18,1,1,1
PitcherId,571473,vs LHH,7,6,0,0,1,0,0
PitcherId,571473,vs RHH,7,7,1,1,0,0,0
PitcherId,571476,vs LHH,15,11,5,8,4,0,0
PitcherId,571476,vs RHH,19,17,1,1,0,0,2
PitcherId,571510,vs LHH,3,2,0,0,1,0,0
PitcherId,571510,vs RHH,29,29,8,17,0,0,0
PitcherId,571539,vs LHH,12,10,2,3,1,0,1
PitcherId,571539,vs RHH,6,6,0,0,0,0,0
PitcherId,571561,vs LHH,7,6,0,0,1,0,0
PitcherId,571561,vs RHH,16,14,7,9,2,0,0
PitcherId,571572,vs LHH,4,4,0,0,0,0,0
PitcherId,571572,vs RHH,11,9,5,12,2,0,0
PitcherId,571578,vs LHH,12,12,1,1,0,0,0
PitcherId,571578,vs RHH,21,20,2,2,1,0,0
PitcherId,571656,vs LHH,18,14,3,7,3,0,0
PitcherId,571656,vs RHH,5,3,1,1,1,1,0
PitcherId,571666,vs LHH,35,32,8,12,2,1,0
PitcherId,571666,vs RHH,33,31,7,11,2,0,0
PitcherId,571704,vs LHH,15,12,2,2,3,0,0
PitcherId,571704,vs RHH,18,13,4,8,5,0,0
PitcherId,571710,vs LHH,6,5,0,0,1,0,0
PitcherId,571710,vs RHH,22,18,2,2,1,0,3
PitcherId,571800,vs LHH,9,6,3,7,2,1,0
PitcherId,571800,vs RHH,12,10,0,0,1,0,0
PitcherId,571863,vs LHH,22,21,3,3,1,0,0
PitcherId,571863,vs RHH,27,24,4,9,0,0,2
PitcherId,571871,vs LHH,8,6,2,2,0,1,1
PitcherId,571871,vs RHH,8,7,2,2,1,0,0
PitcherId,571882,vs LHH,7,7,3,6,0,0,0
PitcherId,571882,vs RHH,8,8,1,1,0,0,0
PitcherId,571893,vs LHH,8,7,2,2,1,0,0
PitcherId,571893,vs RHH,8,8,3,4,0,0,0
PitcherId,571901,vs LHH,8,7,1,1,1,0,0
PitcherId,571901,vs RHH,4,3,1,2,1,0,0
PitcherId,571946,vs LHH,41,37,10,16,4,0,0
PitcherId,571946,vs RHH,27,24,5,6,2,1,0
PitcherId,571951,vs LHH,29,23,3,4,6,0,0
PitcherId,571951,vs RHH,43,38,10,14,4,0,0
PitcherId,572020,vs LHH,2,2,1,1,0,0,0
PitcherId,572020,vs RHH,71,69,14,22,2,0,0
PitcherId,572021,vs LHH,6,6,3,5,0,0,0
PitcherId,572021,vs RHH,6,5,2,5,1,0,0
PitcherId,572044,vs LHH,9,8,3,3,1,0,0
PitcherId,572044,vs RHH,10,10,3,6,0,0,0
PitcherId,572086,vs LHH,9,8,2,2,1,0,0
PitcherId,572086,vs RHH,14,11,4,6,2,1,0
PitcherId,572096,vs LHH,18,17,5,5,1,0,0
PitcherId,572096,vs RHH,12,11,2,2,1,0,0
PitcherId,572102,vs LHH,7,5,2,5,2,0,0
PitcherId,572102,vs RHH,12,10,5,8,2,0,0
PitcherId,572119,vs LHH,5,3,1,1,2,0,0
PitcherId,572119,vs RHH,7,5,4,5,0,0,1
PitcherId,572140,vs LHH,1,0,0,0,1,0,0
PitcherId,572140,vs RHH,8,7,3,3,1,0,0
PitcherId,572193,vs LHH,7,7,1,2,0,0,0
PitcherId,572193,vs RHH,11,9,1,1,1,0,1
PitcherId,572308,vs LHH,7,6,0,0,1,0,0
PitcherId,572308,vs RHH,23,20,5,10,3,0,0
PitcherId,572750,vs LHH,15,11,5,5,2,1,1
PitcherId,572750,vs RHH,16,13,5,7,3,0,0
PitcherId,572788,vs LHH,16,15,3,7,1,0,0
PitcherId,572788,vs RHH,11,8,0,0,1,0,1
PitcherId,572831,vs LHH,12,11,4,4,1,0,0
PitcherId,572831,vs RHH,12,10,3,3,1,1,0
PitcherId,572888,vs LHH,15,13,6,9,1,0,0
PitcherId,572888,vs RHH,13,12,4,4,0,1,0
PitcherId,572990,vs LHH,9,7,1,1,2,0,0
PitcherId,572990,vs RHH,10,7,1,1,3,0,0
PitcherId,573009,vs LHH,3,2,2,3,0,0,0
PitcherId,573009,vs RHH,4,2,2,2,2,0,0
PitcherId,573046,vs LHH,3,2,0,0,1,0,0
PitcherId,573046,vs RHH,13,13,3,7,0,0,0
PitcherId,573064,vs LHH,5,5,1,1,0,0,0
PitcherId,573064,vs RHH,6,6,1,2,0,0,0
PitcherId,573109,vs LHH,25,21,4,4,4,0,0
PitcherId,573109,vs RHH,8,8,4,5,0,0,0
PitcherId,573124,vs LHH,12,12,2,3,0,0,0
PitcherId,573124,vs RHH,16,14,3,5,2,0,0
PitcherId,573185,vs LHH,23,21,1,3,2,0,0
PitcherId,573185,vs RHH,56,49,15,31,6,0,1
PitcherId,573186,vs LHH,36,30,8,8,4,0,0
PitcherId,573186,vs RHH,46,42,9,12,3,1,0
PitcherId,573589,vs LHH,11,10,1,2,1,0,0
PitcherId,573589,vs RHH,9,8,1,1,1,0,0
PitcherId,573668,vs LHH,12,10,3,4,1,0,1
PitcherId,573668,vs RHH,13,11,4,5,1,0,1
PitcherId,582494,vs LHH,13,12,3,3,0,0,0
PitcherId,582494,vs RHH,8,6,2,2,2,0,0
PitcherId,591693,vs LHH,14,12,5,11,2,0,0
PitcherId,591693,vs RHH,5,5,1,1,0,0,0
PitcherId,592091,vs LHH,7,7,2,3,0,0,0
PitcherId,592091,vs RHH,26,21,5,8,5,0,0
PitcherId,592102,vs LHH,5,4,1,1,1,0,0
PitcherId,592102,vs RHH,18,17,1,4,1,0,0
PitcherId,592130,vs LHH,5,4,2,2,1,0,0
PitcherId,592130,vs RHH,5,4,0,0,0,1,0
PitcherId,592169,vs LHH,19,17,6,11,1,0,1
PitcherId,592169,vs RHH,12,9,1,4,3,0,0
PitcherId,592222,vs LHH,2,2,0,0,0,0,0
PitcherId,592222,vs RHH,16,16,5,5,0,0,0
PitcherId,592254,vs LHH,13,8,2,3,3,0,0
PitcherId,592254,vs RHH,22,19,9,17,2,0,1
PitcherId,592314,vs LHH,14,10,0,0,3,0,0
PitcherId,592314,vs RHH,6,6,2,2,0,0,0
PitcherId,592330,vs LHH,6,6,2,2,0,0,0
PitcherId,592330,vs RHH,11,7,3,3,2,0,2
PitcherId,592332,vs LHH,42,41,13,25,1,0,0
PitcherId,592332,vs RHH,44,40,12,17,3,0,0
PitcherId,592340,vs LHH,17,12,4,4,5,0,0
PitcherId,592340,vs RHH,13,12,2,2,1,0,0
PitcherId,592351,vs LHH,57,53,12,20,3,1,0
PitcherId,592351,vs RHH,20,15,3,4,3,0,1
PitcherId,592390,vs LHH,7,5,1,2,2,0,0
PitcherId,592390,vs RHH,18,18,3,3,0,0,0
PitcherId,592433,vs LHH,6,5,2,2,1,0,0
PitcherId,592433,vs RHH,5,5,1,1,0,0,0
PitcherId,592454,vs LHH,11,10,0,0,1,0,0
PitcherId,592454,vs RHH,9,8,3,4,1,0,0
PitcherId,592527,vs LHH,16,13,5,9,3,0,0
PitcherId,592527,vs RHH,14,11,1,2,3,0,0
PitcherId,592533,vs LHH,7,4,0,0,3,0,0
PitcherId,592533,vs RHH,16,15,4,7,1,0,0
PitcherId,592593,vs LHH,6,6,1,1,0,0,0
PitcherId,592593,vs RHH,21,17,4,4,3,0,0
PitcherId,592612,vs LHH,6,5,2,4,1,0,0
PitcherId,592612,vs RHH,9,8,2,3,1,0,0
PitcherId,592614,vs LHH,2,2,0,0,0,0,0
PitcherId,592614,vs RHH,14,12,5,9,1,1,0
PitcherId,592644,vs LHH,6,6,1,1,0,0,0
PitcherId,592644,vs RHH,12,10,4,8,2,0,0
PitcherId,592662,vs LHH,6,6,2,2,0,0,0
PitcherId,592662,vs RHH,61,50,14,30,10,1,0
PitcherId,592665,vs LHH,19,17,5,5,1,0,0
PitcherId,592665,vs RHH,12,12,1,4,0,0,0
PitcherId,592717,vs LHH,44,36,4,4,7,0,1
PitcherId,592717,vs RHH,31,30,7,12,1,0,0
PitcherId,592741,vs LHH,2,2,2,5,0,0,0
PitcherId,592741,vs RHH,5,3,0,0,2,0,0
PitcherId,592767,vs LHH,13,11,1,1,0,2,0
PitcherId,592767,vs RHH,34,31,10,17,3,0,0
PitcherId,592779,vs LHH,3,3,1,1,0,0,0
PitcherId,592779,vs RHH,21,20,5,11,1,0,0
PitcherId,592789,vs LHH,19,17,8,12,2,0,0
PitcherId,592789,vs RHH,26,25,5,5,1,0,0
PitcherId,592791,vs LHH,33,29,8,16,4,0,0
PitcherId,592791,vs RHH,35,35,8,15,0,0,0
PitcherId,592804,vs LHH,16,12,3,4,4,0,0
PitcherId,592804,vs RHH,18,16,5,10,1,0,1
PitcherId,592815,vs LHH,4,2,0,0,2,0,0
PitcherId,592815,vs RHH,3,3,0,0,0,0,0
PitcherId,592836,vs LHH,34,27,6,10,6,0,0
PitcherId,592836,vs RHH,41,36,10,19,5,0,0
PitcherId,592866,vs LHH,14,13,5,15,1,0,0
PitcherId,592866,vs RHH,27,25,7,12,2,0,0
PitcherId,592869,vs LHH,5,3,1,1,1,0,1
PitcherId,592869,vs RHH,8,7,2,2,1,0,0
PitcherId,592872,vs LHH,9,7,0,0,2,0,0
PitcherId,592872,vs RHH,23,23,5,9,0,0,0
PitcherId,593140,vs LHH,7,7,2,4,0,0,0
PitcherId,593140,vs RHH,4,4,1,1,0,0,0
PitcherId,593372,vs LHH,45,41,9,11,4,0,0
PitcherId,593372,vs RHH,32,28,7,11,4,0,0
PitcherId,593417,vs LHH,32,30,10,21,2,0,0
PitcherId,593417,vs RHH,30,30,9,22,0,0,0
PitcherId,593576,vs LHH,17,14,5,8,3,0,0
PitcherId,593576,vs RHH,14,11,2,3,2,0,0
PitcherId,593582,vs LHH,14,10,5,9,4,0,0
PitcherId,593582,vs RHH,11,9,2,2,0,1,1
PitcherId,593679,vs LHH,33,32,12,12,1,0,0
PitcherId,593679,vs RHH,26,23,5,5,2,1,0
PitcherId,593958,vs LHH,19,16,3,4,1,0,2
PitcherId,593958,vs RHH,66,57,15,23,7,2,0
PitcherId,593969,vs LHH,3,3,1,1,0,0,0
PitcherId,593974,vs LHH,9,6,1,1,3,0,0
PitcherId,593974,vs RHH,13,11,6,8,2,0,0
PitcherId,594311,vs LHH,11,9,2,3,2,0,0
PitcherId,594311,vs RHH,14,14,3,7,0,0,0
PitcherId,594577,vs LHH,3,3,1,1,0,0,0
PitcherId,594577,vs RHH,6,6,2,2,0,0,0
PitcherId,594736,vs LHH,11,11,4,7,0,0,0
PitcherId,594736,vs RHH,18,17,6,11,1,0,0
PitcherId,594742,vs LHH,39,37,9,13,0,1,1
PitcherId,594742,vs RHH,26,25,7,7,0,0,1
PitcherId,594760,vs LHH,27,21,6,10,5,0,1
PitcherId,594760,vs RHH,39,37,8,17,0,1,0
PitcherId,594772,vs LHH,6,6,1,1,0,0,0
PitcherId,594772,vs RHH,11,10,1,1,1,0,0
PitcherId,594792,vs LHH,6,4,1,2,2,0,0
PitcherId,594792,vs RHH,16,14,2,6,0,0,1
PitcherId,594795,vs LHH,12,12,3,7,0,0,0
PitcherId,594795,vs RHH,6,6,2,2,0,0,0
PitcherId,594840,vs LHH,1,1,0,0,0,0,0
PitcherId,594840,vs RHH,1,1,0,0,0,0,0
PitcherId,594857,vs LHH,12,12,1,2,0,0,0
PitcherId,594857,vs RHH,10,9,2,3,1,0,0
PitcherId,594943,vs LHH,22,21,1,3,1,0,0
PitcherId,594943,vs RHH,23,22,7,13,1,0,0
PitcherId,594951,vs LHH,11,10,2,5,1,0,0
PitcherId,594951,vs RHH,8,7,1,1,1,0,0
PitcherId,594985,vs LHH,1,1,0,0,0,0,0
PitcherId,594985,vs RHH,5,5,4,4,0,0,0
PitcherId,594986,vs LHH,7,7,0,0,0,0,0
PitcherId,594986,vs RHH,11,10,1,3,1,0,0
PitcherId,595001,vs LHH,26,22,6,11,4,0,0
PitcherId,595001,vs RHH,28,27,4,8,1,0,0
PitcherId,595014,vs LHH,5,4,1,2,1,0,0
PitcherId,595014,vs RHH,20,18,5,7,2,0,0
PitcherId,595032,vs LHH,32,30,4,4,2,0,0
PitcherId,595032,vs RHH,20,20,8,15,0,0,0
PitcherId,595191,vs LHH,45,43,11,25,2,0,0
PitcherId,595191,vs RHH,43,43,5,18,0,0,0
PitcherId,595345,vs LHH,9,9,3,3,0,0,0
PitcherId,595345,vs RHH,7,7,1,1,0,0,0
PitcherId,595918,vs LHH,20,16,4,6,3,1,0
PitcherId,595918,vs RHH,26,23,7,12,2,1,0
PitcherId,596043,vs LHH,26,24,7,13,2,0,0
PitcherId,596043,vs RHH,40,39,11,21,1,0,0
PitcherId,596057,vs LHH,18,17,0,0,1,0,0
PitcherId,596057,vs RHH,56,50,16,23,4,2,0
PitcherId,596064,vs LHH,10,9,1,2,1,0,0
PitcherId,596064,vs RHH,10,9,3,4,1,0,0
PitcherId,596112,vs LHH,39,32,13,24,6,0,1
PitcherId,596112,vs RHH,45,37,8,12,6,0,2
PitcherId,596133,vs LHH,21,15,9,10,4,1,1
PitcherId,596133,vs RHH,17,15,7,14,0,1,1
PitcherId,596331,vs LHH,8,7,1,1,1,0,0
PitcherId,596331,vs RHH,8,8,0,0,0,0,0
PitcherId,598264,vs LHH,8,6,1,1,2,0,0
PitcherId,598264,vs RHH,11,9,3,3,2,0,0
PitcherId,598287,vs RHH,1,1,0,0,0,0,0
PitcherId,599998,vs LHH,7,7,2,2,0,0,0
PitcherId,599998,vs RHH,15,15,4,8,0,0,0
PitcherId,600526,vs LHH,9,8,3,5,1,0,0
PitcherId,600526,vs RHH,5,4,0,0,1,0,0
PitcherId,600917,vs LHH,7,6,2,4,1,0,0
PitcherId,600917,vs RHH,16,15,2,3,1,0,0
PitcherId,600944,vs LHH,9,8,1,1,1,0,0
PitcherId,600944,vs RHH,5,5,1,1,0,0,0
PitcherId,605151,vs LHH,58,49,17,26,8,0,1
PitcherId,605151,vs RHH,39,37,7,9,1,1,0
PitcherId,605152,vs LHH,4,4,1,1,0,0,0
PitcherId,605164,vs LHH,15,14,4,8,1,0,0
PitcherId,605164,vs RHH,28,25,5,9,2,0,1
PitcherId,605182,vs LHH,21,21,4,4,0,0,0
PitcherId,605182,vs RHH,31,26,10,22,5,0,0
PitcherId,605194,vs LHH,31,30,6,10,1,0,0
PitcherId,605194,vs RHH,33,33,5,12,0,0,0
PitcherId,605200,vs LHH,16,16,5,8,0,0,0
PitcherId,605200,vs RHH,27,24,9,14,1,0,1
PitcherId,605218,vs LHH,8,8,2,6,0,0,0
PitcherId,605218,vs RHH,19,16,3,9,3,0,0
PitcherId,605226,vs LHH,3,3,0,0,0,0,0
PitcherId,605228,vs LHH,16,16,2,3,0,0,0
PitcherId,605228,vs RHH,11,11,1,1,0,0,0
PitcherId,605232,vs LHH,2,2,2,2,0,0,0
PitcherId,605232,vs RHH,33,29,8,10,3,1,0
PitcherId,605242,vs LHH,46,41,12,14,5,0,0
PitcherId,605242,vs RHH,25,23,9,13,1,0,0
PitcherId,605309,vs LHH,3,3,0,0,0,0,0
PitcherId,605309,vs RHH,16,15,5,9,1,0,0
PitcherId,605388,vs LHH,22,18,5,9,3,0,1
PitcherId,605388,vs RHH,50,45,17,26,3,1,0
PitcherId,605396,vs LHH,19,17,4,4,2,0,0
PitcherId,605396,vs RHH,18,15,7,13,2,0,1
PitcherId,605397,vs LHH,19,17,4,5,2,0,0
PitcherId,605397,vs RHH,28,27,5,8,1,0,0
PitcherId,605452,vs LHH,19,19,7,10,0,0,0
PitcherId,605452,vs RHH,28,24,7,7,3,0,1
PitcherId,605483,vs LHH,10,10,4,4,0,0,0
PitcherId,605483,vs RHH,43,37,8,11,6,0,0
PitcherId,605525,vs LHH,2,2,1,1,0,0,0
PitcherId,605525,vs RHH,2,2,0,0,0,0,0
PitcherId,605538,vs LHH,22,18,1,1,4,0,0
PitcherId,605538,vs RHH,46,45,15,29,1,0,0
PitcherId,605541,vs LHH,1,1,0,0,0,0,0
PitcherId,605541,vs RHH,3,3,0,0,0,0,0
PitcherId,605894,vs LHH,11,8,2,3,3,0,0
PitcherId,605894,vs RHH,13,11,2,3,1,1,0
PitcherId,606131,vs LHH,23,22,7,17,1,0,0
PitcherId,606131,vs RHH,25,25,5,11,0,0,0
PitcherId,606160,vs LHH,11,10,5,7,1,0,0
PitcherId,606160,vs RHH,14,14,3,6,0,0,0
PitcherId,606291,vs LHH,9,9,2,3,0,0,0
PitcherId,606291,vs RHH,8,3,0,0,5,0,0
PitcherId,606930,vs LHH,11,10,3,3,1,0,0
PitcherId,606930,vs RHH,15,15,4,5,0,0,0
PitcherId,606965,vs LHH,15,15,6,7,0,0,0
PitcherId,606965,vs RHH,18,17,1,1,1,0,0
PitcherId,606983,vs LHH,5,5,1,1,0,0,0
PitcherId,606983,vs RHH,11,11,4,8,0,0,0
PitcherId,607074,vs LHH,11,10,3,4,1,0,0
PitcherId,607074,vs RHH,63,54,10,20,6,1,1
PitcherId,607192,vs LHH,25,20,6,8,5,0,0
PitcherId,607192,vs RHH,27,24,4,8,2,0,1
PitcherId,607229,vs LHH,41,38,7,8,3,0,0
PitcherId,607229,vs RHH,33,29,8,9,2,1,0
PitcherId,607231,vs LHH,14,10,1,2,4,0,0
PitcherId,607231,vs RHH,18,16,8,11,1,0,0
PitcherId,607259,vs LHH,9,9,3,3,0,0,0
PitcherId,607259,vs RHH,12,11,1,1,1,0,0
PitcherId,607309,vs LHH,15,11,5,6,4,0,0
PitcherId,607309,vs RHH,13,10,2,2,2,0,1
PitcherId,607320,vs LHH,2,2,1,1,0,0,0
PitcherId,607320,vs RHH,15,14,2,2,0,0,0
PitcherId,607352,vs LHH,12,12,3,4,0,0,0
PitcherId,607352,vs RHH,19,15,5,7,3,1,0
PitcherId,607359,vs LHH,4,2,1,1,1,0,1
PitcherId,607359,vs RHH,11,10,1,4,1,0,0
PitcherId,607457,vs LHH,10,10,3,3,0,0,0
PitcherId,607457,vs RHH,8,8,0,0,0,0,0
PitcherId,607625,vs LHH,39,31,5,13,7,0,0
PitcherId,607625,vs RHH,28,24,8,15,2,0,0
PitcherId,607727,vs LHH,5,5,2,2,0,0,0
PitcherId,607727,vs RHH,4,4,1,2,0,0,0
PitcherId,608032,vs LHH,5,2,0,0,1,1,1
PitcherId,608032,vs RHH,17,14,5,8,3,0,0
PitcherId,608337,vs LHH,1,1,1,4,0,0,0
PitcherId,608337,vs RHH,9,8,2,6,1,0,0
PitcherId,608349,vs LHH,18,17,3,5,1,0,0
PitcherId,608349,vs RHH,10,9,1,1,1,0,0
PitcherId,608379,vs LHH,14,14,5,5,0,0,0
PitcherId,608379,vs RHH,16,12,8,15,1,1,0
PitcherId,608566,vs LHH,39,35,13,21,2,1,0
