month,station,datetime,obs_type,obs_value,TMAX_F,country_code
10,20,18661001,0,24,76,7
9,21,18660930,0,24,76,8
10,0,18661010,0,24,76,0
7,6,18660710,0,25,76,3
10,21,18661002,0,25,76,8
7,5,18660706,0,25,76,2
8,20,18660807,0,25,76,7
8,6,18660824,0,25,76,3
4,1,18660409,0,25,76,1
6,6,18660602,0,25,76,3
7,5,18660731,0,25,76,2
8,5,18660831,0,25,76,2
10,23,18661002,0,25,76,10
10,1,18661020,0,25,76,1
3,1,18660326,0,25,76,1
7,21,18660717,0,25,76,8
3,1,18660313,0,25,76,1
9,20,18660905,0,25,76,7
1,1,18660105,0,25,76,1
6,20,18660601,0,25,76,7
7,6,18660716,0,25,77,3
6,21,18660630,0,25,77,8
3,1,18660304,0,25,77,1
5,24,18660510,0,25,77,10
6,5,18660625,0,25,77,2
6,22,18660612,0,25,77,9
11,1,18661107,0,25,77,1
9,24,18660904,0,25,77,10
5,23,18660531,0,25,77,10
6,5,18660621,0,25,77,2
6,5,18660616,0,25,77,2
9,5,18660909,0,25,77,2
4,3,18660420,0,25,77,1
5,24,18660509,0,25,77,10
1,4,18660115,0,25,77,1
1,4,18660101,0,25,77,1
5,3,18660512,0,25,77,1
7,11,18660704,0,25,77,4
6,0,18660627,0,25,77,0
7,9,18660704,0,25,77,4
6,12,18660619,0,25,77,4
7,0,18660710,0,25,77,0
1,1,18660131,0,25,77,1
10,11,18661017,0,25,77,4
9,0,18660919,0,25,77,0
7,0,18660711,0,25,77,0
9,28,18660912,0,25,77,13
6,26,18660625,0,25,77,12
2,1,18660223,0,25,77,1
7,16,18660704,0,25,77,4
9,23,18660913,0,25,77,10
9,12,18660904,0,25,77,4
4,28,18660420,0,25,77,13
7,14,18660705,0,25,77,4
6,28,18660628,0,25,77,13
5,4,18660509,0,25,77,1
9,9,18660903,0,25,77,4
10,9,18661008,0,25,77,4
6,0,18660629,0,25,77,0
10,8,18661006,0,25,77,4
9,15,18660905,0,25,77,4
6,14,18660613,0,25,77,4
9,24,18660914,0,25,77,10
9,28,18660908,0,25,77,13
6,0,18660619,0,25,77,0
2,4,18660221,0,25,77,1
5,0,18660512,0,25,77,0
6,0,18660620,0,25,77,0
10,12,18661008,0,25,77,4
8,17,18660803,0,25,77,4
8,5,18660807,0,25,77,2
8,16,18660806,0,25,77,4
6,11,18660611,0,25,77,4
8,22,18660823,0,25,77,9
4,4,18660410,0,25,77,1
8,12,18660802,0,25,77,4
9,23,18660920,0,25,77,10
8,16,18660801,0,25,77,4
7,19,18660719,0,25,77,6
8,13,18660801,0,25,77,4
7,16,18660731,0,25,77,4
6,11,18660602,0,25,77,4
6,12,18660602,0,25,77,4
6,0,18660623,0,25,77,0
3,3,18660326,0,25,77,1
9,0,18660930,0,25,77,0
6,16,18660624,0,25,77,4
8,15,18660828,0,25,77,4
5,17,18660512,0,25,77,4
7,16,18660722,0,25,77,4
6,0,18660624,0,25,77,0
7,5,18660723,0,25,77,2
12,4,18661214,0,25,77,1
6,16,18660623,0,25,77,4
8,17,18660827,0,25,77,4
8,9,18660807,0,25,77,4
8,16,18660807,0,25,77,4
8,28,18660827,0,25,77,13
8,17,18660807,0,25,77,4
6,23,18660609,0,25,77,10
9,13,18660901,0,25,77,4
9,5,18660927,0,25,77,2
4,15,18660418,0,25,77,4
8,0,18660813,0,25,77,0
8,9,18660817,0,25,77,4
3,3,18660311,0,25,77,1
3,4,18660313,0,25,77,1
7,0,18660716,0,25,77,0
8,24,18660811,0,25,77,10
6,11,18660620,0,25,77,4
9,0,18660928,0,25,77,0
8,15,18660809,0,25,77,4
9,12,18660928,0,25,77,4
8,28,18660819,0,25,77,13
8,17,18660808,0,25,77,4
9,24,18660911,0,25,77,10
8,6,18660826,0,25,77,3
4,1,18660412,0,25,77,1
10,1,18661023,0,25,77,1
1,3,18660113,0,25,77,1
3,3,18660322,0,25,77,1
3,1,18660312,0,25,77,1
8,24,18660812,0,25,77,10
8,5,18660825,0,25,77,2
8,22,18660828,0,25,77,9
6,27,18660609,0,25,77,12
4,3,18660430,0,25,77,1
8,21,18660824,0,25,77,8
7,5,18660704,0,25,77,2
9,22,18660908,0,25,77,9
6,24,18660601,0,25,77,10
3,1,18660311,0,25,77,1
2,1,18660226,0,25,77,1
6,24,18660604,0,25,77,10
3,1,18660319,0,25,77,1
5,24,18660511,0,25,77,10
12,1,18661211,0,25,77,1
10,1,18661022,0,25,77,1
1,3,18660131,0,25,78,1
6,6,18660608,0,25,78,3
6,20,18660610,0,25,78,7
7,5,18660702,0,25,78,2
8,22,18660824,0,25,78,9
9,22,18660928,0,25,78,9
9,5,18660906,0,25,78,2
2,1,18660208,0,25,78,1
8,5,18660824,0,25,78,2
6,6,18660630,0,25,78,3
2,1,18660201,0,25,78,1
9,22,18660929,0,25,78,9
3,4,18660302,0,25,78,1
4,5,18660428,0,25,78,2
6,5,18660624,0,25,78,2
8,21,18660828,0,25,78,8
10,22,18661001,0,25,78,9
9,5,18660901,0,25,78,2
4,5,18660430,0,25,78,2
9,21,18660928,0,25,78,8
1,1,18660111,0,25,78,1
6,24,18660629,0,25,78,10
6,21,18660612,0,25,78,8
12,3,18661205,0,26,78,1
9,20,18660930,0,26,78,7
7,0,18660721,0,26,78,0
5,3,18660508,0,26,78,1
5,3,18660510,0,26,78,1
6,20,18660626,0,26,78,7
9,0,18660913,0,26,78,0
9,0,18660915,0,26,78,0
9,20,18660924,0,26,78,7
1,3,18660121,0,26,78,1
7,6,18660711,0,26,78,3
7,21,18660716,0,26,78,8
6,6,18660628,0,26,78,3
1,3,18660123,0,26,78,1
7,5,18660712,0,26,78,2
4,21,18660428,0,26,78,8
7,0,18660714,0,26,78,0
7,0,18660728,0,26,78,0
12,3,18661204,0,26,78,1
9,5,18660905,0,26,78,2
2,1,18660214,0,26,78,1
6,0,18660603,0,26,78,0
6,6,18660603,0,26,78,3
7,14,18660718,0,26,78,4
6,19,18660625,0,26,78,6
6,28,18660630,0,26,78,13
6,9,18660614,0,26,78,4
6,26,18660628,0,26,78,12
2,4,18660213,0,26,78,1
10,11,18661016,0,26,78,4
7,28,18660710,0,26,78,13
8,28,18660822,0,26,78,13
10,9,18661016,0,26,78,4
4,11,18660420,0,26,78,4
8,23,18660829,0,26,78,10
11,1,18661122,0,26,78,1
9,24,18660903,0,26,78,10
8,12,18660827,0,26,78,4
3,1,18660324,0,26,78,1
6,12,18660611,0,26,78,4
6,13,18660609,0,26,78,4
9,8,18660903,0,26,78,4
8,24,18660830,0,26,78,10
7,19,18660723,0,26,78,6
9,14,18660903,0,26,78,4
6,13,18660608,0,26,78,4
10,4,18661017,0,26,78,1
10,15,18661016,0,26,78,4
5,5,18660529,0,26,78,2
3,1,18660322,0,26,78,1
7,9,18660709,0,26,78,4
8,15,18660827,0,26,78,4
10,8,18661015,0,26,78,4
7,14,18660711,0,26,78,4
6,17,18660630,0,26,78,4
4,4,18660430,0,26,78,1
5,9,18660519,0,26,78,4
7,17,18660702,0,26,78,4
8,12,18660817,0,26,78,4
7,9,18660730,0,26,78,4
6,16,18660614,0,26,78,4
6,9,18660613,0,26,78,4
7,19,18660720,0,26,78,6
8,8,18660831,0,26,78,4
7,16,18660730,0,26,78,4
6,12,18660607,0,26,78,4
5,11,18660512,0,26,78,4
4,28,18660406,0,26,78,13
6,14,18660623,0,26,78,4
8,8,18660813,0,26,78,4
5,13,18660521,0,26,78,4
7,9,18660723,0,26,78,4
9,24,18660913,0,26,78,10
7,13,18660723,0,26,78,4
6,11,18660614,0,26,78,4
7,8,18660731,0,26,78,4
7,14,18660723,0,26,78,4
8,15,18660829,0,26,78,4
8,15,18660810,0,26,78,4
8,15,18660811,0,26,78,4
7,13,18660710,0,26,78,4
7,14,18660710,0,26,78,4
4,1,18660410,0,26,78,1
2,1,18660209,0,26,78,1
6,28,18660612,0,26,78,13
7,17,18660720,0,26,78,4
7,16,18660723,0,26,78,4
8,17,18660801,0,26,78,4
9,0,18660918,0,26,78,0
4,3,18660419,0,26,78,1
7,27,18660720,0,26,78,12
3,1,18660325,0,26,78,1
6,5,18660619,0,26,78,2
9,5,18660923,0,26,78,2
8,5,18660808,0,26,78,2
9,0,18660914,0,26,78,0
6,6,18660612,0,26,78,3
1,1,18660109,0,26,79,1
5,23,18660529,0,26,79,10
6,20,18660622,0,26,79,7
4,20,18660428,0,26,79,7
1,3,18660117,0,26,79,1
9,1,18660905,0,26,79,1
6,5,18660609,0,26,79,2
4,1,18660420,0,26,79,1
9,24,18660916,0,26,79,10
7,0,18660720,0,26,79,0
8,0,18660814,0,26,79,0
8,22,18660825,0,26,79,9
9,24,18660917,0,26,79,10
9,22,18660930,0,26,79,9
9,0,18660917,0,26,79,0
7,0,18660715,0,26,79,0
12,3,18661227,0,26,79,1
1,3,18660130,0,26,79,1
5,5,18660530,0,26,79,2
8,0,18660815,0,26,79,0
9,20,18660927,0,26,79,7
8,0,18660802,0,26,79,0
7,0,18660709,0,26,79,0
6,23,18660601,0,26,79,10
6,6,18660625,0,26,79,3
7,0,18660717,0,26,79,0
1,1,18660127,0,26,79,1
3,4,18660326,0,26,79,1
12,1,18661228,0,26,79,1
4,11,18660428,0,26,79,4
3,4,18660323,0,26,79,1
12,1,18661229,0,26,79,1
4,11,18660418,0,26,79,4
4,1,18660411,0,26,79,1
1,3,18660112,0,26,79,1
1,1,18660101,0,26,79,1
7,16,18660708,0,26,79,4
6,28,18660605,0,26,79,13
7,13,18660730,0,26,79,4
7,16,18660703,0,26,79,4
9,20,18660906,0,26,79,7
7,26,18660711,0,26,79,12
6,14,18660621,0,26,79,4
6,17,18660609,0,26,79,4
8,28,18660830,0,26,79,13
10,3,18661028,0,26,79,1
8,28,18660807,0,26,79,13
6,9,18660602,0,26,79,4
8,28,18660815,0,26,79,13
7,17,18660730,0,26,79,4
9,28,18660906,0,26,79,13
7,9,18660731,0,26,79,4
6,19,18660629,0,26,79,6
7,14,18660731,0,26,79,4
10,3,18661017,0,26,79,1
7,28,18660701,0,26,79,13
6,14,18660626,0,26,79,4
8,28,18660811,0,26,79,13
7,17,18660723,0,26,79,4
7,13,18660724,0,26,79,4
8,28,18660809,0,26,79,13
6,8,18660606,0,26,79,4
6,28,18660618,0,26,79,13
7,13,18660705,0,26,79,4
8,28,18660810,0,26,79,13
7,8,18660719,0,26,79,4
5,4,18660508,0,26,79,1
10,15,18661002,0,26,79,4
6,13,18660613,0,26,79,4
6,6,18660627,0,26,79,3
10,12,18661002,0,26,79,4
9,14,18660901,0,26,79,4
5,8,18660511,0,26,79,4
7,17,18660710,0,26,79,4
9,9,18660901,0,26,79,4
9,15,18660906,0,26,79,4
6,15,18660614,0,26,79,4
11,3,18661116,0,26,79,1
9,17,18660901,0,26,79,4
8,12,18660806,0,26,79,4
6,11,18660623,0,26,79,4
8,15,18660806,0,26,79,4
6,11,18660612,0,26,79,4
6,26,18660624,0,26,79,12
6,8,18660623,0,26,79,4
6,19,18660627,0,26,79,6
7,13,18660726,0,26,79,4
7,14,18660714,0,26,79,4
7,26,18660710,0,26,79,12
8,12,18660831,0,26,79,4
6,23,18660604,0,26,79,10
8,23,18660830,0,26,79,10
9,23,18660921,0,26,79,10
8,5,18660829,0,26,79,2
6,23,18660607,0,26,79,10
7,27,18660712,0,26,79,12
5,3,18660502,0,26,79,1
8,24,18660821,0,26,79,10
9,5,18660925,0,26,79,2
6,24,18660605,0,26,79,10
5,3,18660509,0,26,79,1
4,22,18660428,0,26,79,9
4,5,18660429,0,26,79,2
8,21,18660825,0,26,79,8
9,24,18660915,0,26,79,10
6,0,18660602,0,26,79,0
6,6,18660621,0,26,80,3
6,27,18660608,0,26,80,12
6,23,18660605,0,26,80,10
9,21,18660923,0,26,80,8
2,1,18660228,0,26,80,1
6,21,18660610,0,26,80,8
6,27,18660628,0,26,80,12
9,22,18660927,0,26,80,9
9,24,18660910,0,26,80,10
2,1,18660227,0,26,80,1
5,3,18660511,0,26,80,1
9,20,18660925,0,26,80,7
8,0,18660831,0,26,80,0
2,1,18660217,0,26,80,1
6,0,18660621,0,26,80,0
8,5,18660826,0,26,80,2
8,0,18660816,0,26,80,0
5,5,18660501,0,26,80,2
6,20,18660627,0,26,80,7
1,3,18660108,0,26,80,1
7,0,18660726,0,26,80,0
9,5,18660924,0,26,80,2
9,0,18660922,0,26,80,0
7,6,18660712,0,26,80,3
8,0,18660809,0,26,80,0
8,0,18660811,0,26,80,0
9,23,18660922,0,26,80,10
8,0,18660803,0,26,80,0
8,0,18660810,0,26,80,0
9,23,18660923,0,26,80,10
8,0,18660808,0,26,80,0
8,23,18660815,0,26,80,10
12,1,18661230,0,27,80,1
8,24,18660829,0,27,80,10
6,24,18660615,0,27,80,10
7,20,18660717,0,27,80,7
6,21,18660603,0,27,80,8
9,20,18660926,0,27,80,7
9,24,18660905,0,27,80,10
6,6,18660626,0,27,80,3
7,16,18660726,0,27,80,4
7,13,18660711,0,27,80,4
9,12,18660906,0,27,80,4
6,28,18660615,0,27,80,13
7,12,18660721,0,27,80,4
7,16,18660724,0,27,80,4
6,17,18660620,0,27,80,4
7,14,18660724,0,27,80,4
9,8,18660929,0,27,80,4
7,17,18660709,0,27,80,4
7,19,18660721,0,27,80,6
4,3,18660422,0,27,80,1
7,28,18660722,0,27,80,13
6,23,18660615,0,27,80,10
9,28,18660918,0,27,80,13
7,8,18660718,0,27,80,4
4,9,18660421,0,27,80,4
7,9,18660718,0,27,80,4
6,28,18660613,0,27,80,13
7,16,18660711,0,27,80,4
8,9,18660811,0,27,80,4
5,8,18660512,0,27,80,4
5,9,18660511,0,27,80,4
8,17,18660811,0,27,80,4
7,17,18660731,0,27,80,4
6,12,18660630,0,27,80,4
6,16,18660626,0,27,80,4
4,15,18660428,0,27,80,4
6,8,18660604,0,27,80,4
6,19,18660626,0,27,80,6
1,4,18660111,0,27,80,1
9,16,18660902,0,27,80,4
8,12,18660803,0,27,80,4
8,15,18660803,0,27,80,4
10,4,18661030,0,27,80,1
12,1,18661231,0,27,80,1
4,3,18660412,0,27,80,1
8,28,18660806,0,27,80,13
5,14,18660521,0,27,80,4
8,24,18660806,0,27,80,10
5,11,18660519,0,27,80,4
8,28,18660805,0,27,80,13
8,0,18660804,0,27,80,0
7,11,18660702,0,27,80,4
6,28,18660607,0,27,80,13
7,16,18660729,0,27,80,4
7,14,18660707,0,27,80,4
7,20,18660716,0,27,80,7
8,12,18660818,0,27,80,4
10,15,18661008,0,27,80,4
7,8,18660728,0,27,80,4
9,0,18660905,0,27,80,0
7,16,18660705,0,27,80,4
1,4,18660124,0,27,80,1
9,11,18660904,0,27,80,4
7,15,18660704,0,27,80,4
8,20,18660827,0,27,80,7
5,11,18660511,0,27,80,4
8,28,18660812,0,27,80,13
7,12,18660703,0,27,80,4
11,3,18661122,0,27,80,1
6,28,18660608,0,27,80,13
8,5,18660820,0,27,80,2
7,22,18660701,0,27,80,9
4,1,18660422,0,27,80,1
7,27,18660713,0,27,80,12
6,24,18660618,0,27,80,10
8,5,18660804,0,27,80,2
6,23,18660618,0,27,80,10
8,24,18660815,0,27,80,10
9,5,18660926,0,27,80,2
7,27,18660709,0,27,80,12
6,5,18660622,0,27,80,2
6,27,18660625,0,27,80,12
6,5,18660605,0,27,80,2
7,20,18660701,0,27,80,7
12,1,18661216,0,27,80,1
2,3,18660206,0,27,80,1
6,5,18660626,0,27,80,2
2,3,18660219,0,27,80,1
7,6,18660715,0,27,80,3
9,23,18660910,0,27,80,10
2,3,18660202,0,27,80,1
9,22,18660923,0,27,80,9
9,0,18660906,0,27,81,0
9,5,18660907,0,27,81,2
9,24,18660906,0,27,81,10
3,1,18660303,0,27,81,1
8,0,18660830,0,27,81,0
9,0,18660904,0,27,81,0
9,0,18660912,0,27,81,0
9,0,18660901,0,27,81,0
6,5,18660610,0,27,81,2
7,0,18660707,0,27,81,0
8,0,18660812,0,27,81,0
7,0,18660727,0,27,81,0
8,0,18660807,0,27,81,0
6,0,18660614,0,27,81,0
9,23,18660924,0,27,81,10
9,21,18660924,0,27,81,8
9,22,18660924,0,27,81,9
8,0,18660806,0,27,81,0
9,0,18660923,0,27,81,0
8,0,18660822,0,27,81,0
6,23,18660625,0,27,81,10
8,0,18660823,0,27,81,0
9,24,18660909,0,27,81,10
7,5,18660705,0,27,81,2
6,22,18660610,0,27,81,9
6,5,18660628,0,27,81,2
7,21,18660713,0,27,81,8
6,24,18660626,0,27,81,10
11,1,18661105,0,27,81,1
9,21,18660908,0,27,81,8
10,1,18661009,0,27,81,1
2,1,18660216,0,27,81,1
7,12,18660718,0,27,81,4
8,23,18660831,0,27,81,10
7,8,18660723,0,27,81,4
6,17,18660622,0,27,81,4
7,9,18660725,0,27,81,4
7,16,18660725,0,27,81,4
3,3,18660318,0,27,81,1
7,16,18660727,0,27,81,4
8,24,18660807,0,27,81,10
6,11,18660622,0,27,81,4
6,9,18660622,0,27,81,4
12,1,18661212,0,27,81,1
8,15,18660818,0,27,81,4
7,14,18660730,0,27,81,4
7,8,18660730,0,27,81,4
3,3,18660316,0,27,81,1
5,4,18660502,0,27,81,1
4,4,18660411,0,27,81,1
7,14,18660709,0,27,81,4
6,28,18660616,0,27,81,13
7,12,18660709,0,27,81,4
6,17,18660626,0,27,81,4
9,28,18660921,0,27,81,13
10,4,18661028,0,27,81,1
1,1,18660115,0,27,81,1
6,20,18660630,0,27,81,7
6,19,18660628,0,27,81,6
4,15,18660420,0,27,81,4
6,15,18660627,0,27,81,4
4,9,18660420,0,27,81,4
9,23,18660914,0,27,81,10
2,1,18660211,0,27,81,1
5,28,18660513,0,27,81,13
7,13,18660707,0,27,81,4
10,8,18661008,0,27,81,4
9,11,18660901,0,27,81,4
7,27,18660714,0,27,81,12
7,12,18660704,0,27,81,4
5,3,18660503,0,27,81,1
9,11,18660903,0,27,81,4
7,13,18660713,0,27,81,4
2,1,18660210,0,27,81,1
5,4,18660511,0,27,81,1
8,28,18660831,0,27,81,13
5,9,18660512,0,27,81,4
6,22,18660630,0,27,81,9
2,3,18660204,0,27,81,1
6,21,18660626,0,27,81,8
9,5,18660908,0,27,81,2
7,20,18660713,0,27,81,7
8,5,18660827,0,27,81,2
6,21,18660611,0,27,81,8
6,24,18660625,0,27,81,10
6,24,18660630,0,27,81,10
6,23,18660617,0,27,81,10
6,27,18660629,0,27,81,12
9,24,18660912,0,27,81,10
7,27,18660710,0,27,81,12
9,23,18660915,0,28,82,10
8,21,18660826,0,28,82,8
9,23,18660925,0,28,82,10
6,5,18660623,0,28,82,2
9,23,18660904,0,28,82,10
8,24,18660809,0,28,82,10
8,23,18660812,0,28,82,10
6,24,18660602,0,28,82,10
7,22,18660713,0,28,82,9
6,21,18660622,0,28,82,8
6,6,18660610,0,28,82,3
8,0,18660824,0,28,82,0
10,3,18661016,0,28,82,1
9,1,18660906,0,28,82,1
6,27,18660627,0,28,82,12
8,24,18660817,0,28,82,10
8,24,18660814,0,28,82,10
6,6,18660609,0,28,82,3
1,1,18660118,0,28,82,1
3,3,18660302,0,28,82,1
5,11,18660521,0,28,82,4
8,15,18660814,0,28,82,4
8,12,18660814,0,28,82,4
8,12,18660813,0,28,82,4
6,13,18660626,0,28,82,4
6,8,18660622,0,28,82,4
6,21,18660629,0,28,82,8
8,9,18660801,0,28,82,4
8,15,18660807,0,28,82,4
8,8,18660801,0,28,82,4
10,8,18661016,0,28,82,4
5,3,18660501,0,28,82,1
7,28,18660731,0,28,82,13
6,9,18660608,0,28,82,4
8,28,18660803,0,28,82,13
5,15,18660512,0,28,82,4
8,23,18660811,0,28,82,10
8,28,18660808,0,28,82,13
6,28,18660606,0,28,82,13
6,12,18660627,0,28,82,4
6,13,18660625,0,28,82,4
10,9,18661015,0,28,82,4
7,11,18660709,0,28,82,4
7,9,18660710,0,28,82,4
6,17,18660621,0,28,82,4
8,0,18660825,0,28,82,0
8,28,18660804,0,28,82,13
9,0,18660911,0,28,82,0
6,12,18660615,0,28,82,4
7,8,18660721,0,28,82,4
7,9,18660720,0,28,82,4
7,14,18660712,0,28,82,4
8,12,18660828,0,28,82,4
9,28,18660905,0,28,82,13
9,23,18660903,0,28,82,10
7,14,18660713,0,28,82,4
7,28,18660720,0,28,82,13
2,4,18660218,0,28,82,1
7,19,18660722,0,28,82,6
7,14,18660726,0,28,82,4
7,28,18660702,0,28,82,13
7,9,18660703,0,28,82,4
7,11,18660703,0,28,82,4
7,14,18660703,0,28,82,4
6,15,18660611,0,28,82,4
6,11,18660621,0,28,82,4
2,4,18660217,0,28,82,1
7,8,18660706,0,28,82,4
7,13,18660728,0,28,82,4
7,13,18660727,0,28,82,4
6,12,18660614,0,28,82,4
2,4,18660210,0,28,82,1
7,16,18660707,0,28,82,4
1,1,18660112,0,28,82,1
6,20,18660605,0,28,82,7
8,5,18660828,0,28,82,2
8,21,18660827,0,28,82,8
5,5,18660531,0,28,82,2
9,24,18660908,0,28,82,10
8,0,18660827,0,28,82,0
8,23,18660806,0,28,82,10
6,23,18660619,0,28,82,10
6,24,18660619,0,28,82,10
6,23,18660606,0,28,82,10
7,0,18660701,0,28,82,0
9,23,18660909,0,28,82,10
7,0,18660725,0,28,82,0
6,5,18660602,0,28,82,2
9,0,18660924,0,28,82,0
9,1,18660915,0,28,82,1
7,0,18660706,0,28,82,0
6,20,18660628,0,28,83,7
6,27,18660626,0,28,83,12
4,1,18660421,0,28,83,1
8,22,18660827,0,28,83,9
6,5,18660606,0,28,83,2
7,6,18660714,0,28,83,3
9,20,18660908,0,28,83,7
9,23,18660905,0,28,83,10
6,20,18660612,0,28,83,7
2,3,18660203,0,28,83,1
9,23,18660917,0,28,83,10
7,17,18660714,0,28,83,4
7,8,18660707,0,28,83,4
7,15,18660723,0,28,83,4
8,24,18660816,0,28,83,10
6,11,18660613,0,28,83,4
6,11,18660609,0,28,83,4
7,17,18660705,0,28,83,4
6,28,18660623,0,28,83,13
7,28,18660729,0,28,83,13
7,14,18660725,0,28,83,4
6,24,18660616,0,28,83,10
7,12,18660702,0,28,83,4
7,14,18660728,0,28,83,4
7,15,18660726,0,28,83,4
6,15,18660620,0,28,83,4
7,14,18660706,0,28,83,4
10,4,18661016,0,28,83,1
7,15,18660703,0,28,83,4
6,17,18660613,0,28,83,4
7,8,18660720,0,28,83,4
8,22,18660826,0,28,83,9
7,16,18660706,0,28,83,4
7,17,18660726,0,28,83,4
9,28,18660919,0,28,83,13
10,4,18661031,0,28,83,1
12,4,18661216,0,28,83,1
7,15,18660731,0,28,83,4
6,28,18660621,0,28,83,13
7,6,18660713,0,28,83,3
7,11,18660705,0,28,83,4
7,8,18660702,0,28,83,4
7,28,18660711,0,28,83,13
9,28,18660901,0,28,83,13
7,13,18660712,0,28,83,4
6,8,18660620,0,28,83,4
8,12,18660801,0,28,83,4
8,28,18660801,0,28,83,13
3,1,18660307,0,28,83,1
6,24,18660617,0,28,83,10
6,5,18660601,0,28,83,2
7,5,18660701,0,28,83,2
8,24,18660810,0,28,83,10
8,24,18660822,0,28,83,10
7,0,18660718,0,28,83,0
7,0,18660723,0,28,83,0
6,20,18660604,0,28,83,7
8,24,18660802,0,29,83,10
8,24,18660801,0,29,83,10
6,23,18660626,0,29,83,10
6,24,18660606,0,29,83,10
1,3,18660122,0,29,83,1
8,24,18660820,0,29,83,10
7,24,18660725,0,29,84,10
8,23,18660807,0,29,84,10
2,3,18660226,0,29,84,1
11,1,18661123,0,29,84,1
9,23,18660916,0,29,84,10
7,24,18660720,0,29,84,10
8,20,18660826,0,29,84,7
6,5,18660611,0,29,84,2
8,24,18660824,0,29,84,10
6,20,18660602,0,29,84,7
6,22,18660626,0,29,84,9
7,23,18660725,0,29,84,10
8,24,18660808,0,29,84,10
6,23,18660608,0,29,84,10
8,23,18660828,0,29,84,10
8,24,18660819,0,29,84,10
6,22,18660629,0,29,84,9
7,21,18660714,0,29,84,8
6,20,18660611,0,29,84,7
4,3,18660401,0,29,84,1
7,8,18660725,0,29,84,4
7,28,18660723,0,29,84,13
6,22,18660603,0,29,84,9
6,21,18660627,0,29,84,8
2,3,18660227,0,29,84,1
10,8,18661018,0,29,84,4
7,11,18660711,0,29,84,4
9,28,18660902,0,29,84,13
7,9,18660702,0,29,84,4
7,15,18660702,0,29,84,4
7,11,18660710,0,29,84,4
7,15,18660714,0,29,84,4
1,1,18660116,0,29,84,1
6,21,18660604,0,29,84,8
3,4,18660312,0,29,84,1
3,4,18660317,0,29,84,1
6,5,18660614,0,29,84,2
1,3,18660107,0,29,84,1
12,4,18661225,0,29,84,1
7,8,18660703,0,29,84,4
7,20,18660715,0,29,84,7
2,4,18660212,0,29,84,1
6,12,18660609,0,29,84,4
6,8,18660626,0,29,84,4
7,28,18660726,0,29,84,13
7,8,18660727,0,29,84,4
7,17,18660728,0,29,84,4
7,12,18660731,0,29,84,4
7,9,18660726,0,29,84,4
7,9,18660705,0,29,84,4
7,13,18660706,0,29,84,4
7,28,18660725,0,29,84,13
6,9,18660623,0,29,84,4
7,17,18660725,0,29,84,4
6,9,18660621,0,29,84,4
6,22,18660611,0,29,84,9
8,0,18660826,0,29,84,0
8,24,18660825,0,29,84,10
6,23,18660616,0,29,84,10
7,0,18660722,0,29,84,0
9,0,18660916,0,29,84,0
7,0,18660719,0,29,84,0
6,0,18660613,0,29,84,0
7,0,18660729,0,29,84,0
6,5,18660604,0,29,84,2
8,0,18660805,0,29,84,0
9,23,18660906,0,29,84,10
9,0,18660907,0,29,84,0
7,0,18660705,0,29,84,0
11,1,18661128,0,29,84,1
10,3,18661029,0,29,84,1
6,23,18660602,0,29,85,10
8,24,18660818,0,29,85,10
10,1,18661018,0,29,85,1
6,24,18660609,0,29,85,10
2,1,18660212,0,29,85,1
8,23,18660809,0,29,85,10
6,20,18660603,0,29,85,7
6,22,18660622,0,29,85,9
11,1,18661117,0,29,85,1
3,3,18660317,0,29,85,1
11,3,18661128,0,29,85,1
6,9,18660620,0,29,85,4
7,8,18660710,0,29,85,4
11,4,18661104,0,29,85,1
6,12,18660629,0,29,85,4
6,5,18660617,0,29,85,2
6,24,18660614,0,29,85,10
4,3,18660423,0,29,85,1
7,8,18660704,0,29,85,4
7,28,18660730,0,29,85,13
6,15,18660621,0,29,85,4
8,15,18660801,0,29,85,4
6,28,18660622,0,29,85,13
7,15,18660730,0,29,85,4
7,28,18660728,0,29,85,13
9,28,18660904,0,29,85,13
5,15,18660521,0,29,85,4
6,15,18660622,0,29,85,4
7,17,18660703,0,29,85,4
6,9,18660626,0,29,85,4
7,11,18660707,0,29,85,4
7,17,18660711,0,29,85,4
7,17,18660724,0,29,85,4
2,4,18660209,0,29,85,1
7,14,18660727,0,29,85,4
2,3,18660209,0,29,85,1
6,14,18660625,0,29,85,4
7,9,18660707,0,29,85,4
12,1,18661225,0,29,85,1
7,8,18660705,0,29,85,4
8,0,18660829,0,30,85,0
7,0,18660724,0,30,85,0
7,0,18660704,0,30,85,0
7,21,18660715,0,30,85,8
6,5,18660627,0,30,85,2
9,0,18660909,0,30,85,0
1,1,18660117,0,30,85,1
6,5,18660603,0,30,85,2
8,0,18660801,0,30,85,0
7,5,18660713,0,30,85,2
8,23,18660802,0,30,85,10
6,22,18660604,0,30,85,9
6,21,18660628,0,30,85,8
6,24,18660603,0,30,85,10
7,27,18660711,0,30,85,12
12,1,18661226,0,30,85,1
7,24,18660703,0,30,86,10
6,24,18660613,0,30,86,10
7,24,18660727,0,30,86,10
6,24,18660627,0,30,86,10
7,24,18660708,0,30,86,10
9,23,18660907,0,30,86,10
8,23,18660816,0,30,86,10
2,1,18660218,0,30,86,1
7,23,18660704,0,30,86,10
9,12,18660901,0,30,86,4
6,12,18660604,0,30,86,4
7,0,18660730,0,30,86,0
9,23,18660901,0,30,86,10
8,23,18660803,0,30,86,10
