country_code,station,datetime,obs_type,obs_value,TMAX_F,month
GM,22,680978,1,16,61,6
EZE,21,680989,1,16,61,6
EZE,21,680976,1,16,61,6
UK,28,680945,1,16,61,5
AU,6,681119,1,16,61,11
GME,23,681104,1,16,61,10
ASN,2,681002,1,16,61,7
ASN,4,680936,1,16,61,5
ASN,2,681043,1,16,61,8
UK,28,680933,1,16,61,5
ITE,24,680910,1,16,61,4
AU,6,680914,1,16,61,4
GME,23,680911,1,16,62,4
ITE,25,681091,1,16,62,10
GM,22,680991,1,16,62,6
UK,28,681025,1,16,62,8
GME,23,680949,1,16,62,5
BE,7,681098,1,16,62,10
GME,23,680919,1,16,62,4
ASN,4,681033,1,16,62,8
AGE,1,680826,1,16,62,1
AGE,1,681130,1,16,62,11
EZE,21,680974,1,16,62,6
AU,6,681098,1,16,62,10
AGE,1,680877,1,16,62,3
ITE,25,681099,1,16,62,10
AGE,1,680906,1,16,62,4
AGE,1,680873,1,16,62,3
AU,6,680990,1,16,62,6
AGE,1,680891,1,16,62,3
ITE,25,681111,1,16,62,10
AGE,1,680903,1,16,62,4
AGE,1,680892,1,16,62,3
ASN,4,680930,1,16,62,4
AGE,1,680884,1,16,62,3
ASN,2,681044,1,16,62,8
AU,6,681093,1,16,62,10
GME,23,680957,1,16,62,5
AGE,1,680900,1,16,62,3
ASN,2,680968,1,16,62,6
ASN,2,680962,1,17,62,5
GME,23,680928,1,17,62,4
GME,23,680989,1,17,62,6
EZE,21,680977,1,17,62,6
EZE,21,680968,1,17,62,6
ASN,2,680952,1,17,62,5
GM,22,681098,1,17,62,10
GME,23,680971,1,17,62,6
GM,22,681142,1,17,62,11
GME,23,681029,1,17,62,8
BE,7,680974,1,17,62,6
ASN,2,681033,1,17,62,8
USC,29,681109,1,17,62,10
ASN,5,680954,1,17,62,5
ASN,4,681031,1,17,62,8
ASN,5,681131,1,17,62,11
USC,29,681110,1,17,62,10
UK,27,680963,1,17,62,5
UK,27,680964,1,17,62,6
ITE,25,681092,1,17,62,10
ASN,4,681030,1,17,62,8
ASN,4,681114,1,17,62,10
ASN,3,680933,1,17,62,5
ASN,4,680933,1,17,62,5
EIE,20,680933,1,17,62,5
ASN,5,680974,1,17,62,6
ASN,2,680956,1,17,62,5
ASN,4,681107,1,17,62,10
EIE,20,680922,1,17,62,4
ASN,4,681054,1,17,62,8
ASN,5,681029,1,17,62,8
ASN,4,680932,1,17,62,4
ASN,5,680975,1,17,62,6
CA,17,681096,1,17,62,10
ASN,5,681164,1,17,62,12
ASN,5,680924,1,17,62,4
ASN,5,681148,1,17,62,12
UK,27,681093,1,17,62,10
ASN,5,681021,1,17,62,7
USC,29,681173,1,17,62,12
ASN,5,680982,1,17,62,6
ASN,5,681033,1,17,62,8
ASN,4,680914,1,17,62,4
CA,14,680950,1,17,62,5
SZ,26,680999,1,17,62,7
UK,27,680949,1,17,62,5
UK,27,681051,1,17,62,8
CA,17,681047,1,17,62,8
CA,17,681073,1,17,62,9
ASN,3,680936,1,17,62,5
EIE,20,681051,1,17,62,8
ASN,5,681061,1,17,62,9
EIE,20,680911,1,17,62,4
EIE,20,681038,1,17,62,8
ASN,4,681119,1,17,62,11
ASN,5,681035,1,17,62,8
ASN,5,681129,1,17,62,11
EIE,20,680937,1,17,62,5
ASN,5,681122,1,17,62,11
CA,17,680990,1,17,62,6
EIE,20,681102,1,17,62,10
ASN,5,680902,1,17,62,3
UK,27,680938,1,17,62,5
ASN,5,680939,1,17,62,5
CA,17,680947,1,17,62,5
UK,27,681075,1,17,62,9
BE,7,681091,1,17,62,10
ASN,5,680914,1,17,62,4
ASN,3,680952,1,17,62,5
ASN,5,681032,1,17,62,8
UK,27,681040,1,17,62,8
UK,27,681001,1,17,62,7
GME,23,680977,1,17,62,6
ASN,4,681108,1,17,62,10
AGE,1,681132,1,17,62,11
UK,28,680949,1,17,62,5
EZE,21,681096,1,17,62,10
GME,23,681044,1,17,62,8
ITE,25,681098,1,17,62,10
ASN,2,680993,1,17,62,6
GME,23,681097,1,17,62,10
ASN,2,681018,1,17,62,7
ASN,2,681069,1,17,62,9
GME,23,680948,1,17,62,5
GM,22,680930,1,17,62,4
ASN,4,680935,1,17,62,5
GM,22,680988,1,17,62,6
ITE,24,681112,1,17,62,10
ITE,24,680945,1,17,62,5
ITE,24,681143,1,17,62,11
SZ,26,681009,1,17,62,7
UK,28,680934,1,17,62,5
ASN,2,681035,1,17,62,8
AU,6,680932,1,17,62,4
ASN,4,681085,1,17,62,9
UK,28,681024,1,17,62,7
GM,22,680974,1,17,62,6
ASN,4,680982,1,17,63,6
ASN,2,681068,1,17,63,9
ITE,25,680907,1,17,63,4
AGE,1,681139,1,17,63,11
AGE,1,681160,1,17,63,12
UK,28,681075,1,17,63,9
AGE,1,680852,1,17,63,2
GME,23,681088,1,17,63,10
GM,22,681104,1,17,63,10
AU,6,680931,1,17,63,4
AGE,1,681131,1,17,63,11
AGE,1,680901,1,17,63,3
AGE,1,681148,1,17,63,12
AGE,1,680885,1,17,63,3
EZE,21,681029,1,17,63,8
UK,28,681076,1,17,63,9
ITE,25,681100,1,17,63,10
UK,28,681095,1,17,63,10
ASN,4,681043,1,17,63,8
AU,6,680976,1,17,63,6
ASN,2,681041,1,17,63,8
BE,7,680943,1,17,63,5
ASN,2,681049,1,17,63,8
BE,7,680994,1,17,63,7
UK,28,680973,1,17,63,6
ITE,25,681102,1,17,63,10
BE,7,680977,1,17,63,6
ASN,2,680957,1,17,63,5
EZE,21,681028,1,17,63,8
ASN,2,680958,1,17,63,5
AU,6,680958,1,17,63,5
ITE,24,681100,1,17,63,10
EZE,21,680930,1,17,63,4
ASN,5,680953,1,17,63,5
EIE,20,680935,1,17,63,5
EIE,20,681096,1,17,63,10
EZE,21,681104,1,17,63,10
UK,27,681014,1,17,63,7
ASN,3,680948,1,17,63,5
ASN,5,680932,1,17,63,4
EZE,21,680949,1,17,63,5
ASN,4,681133,1,17,63,11
ASN,4,680942,1,17,63,5
CA,14,681046,1,17,63,8
CA,17,681133,1,17,63,11
ITE,25,681109,1,17,63,10
CA,14,681097,1,17,63,10
ITE,25,680952,1,17,63,5
ASN,3,680944,1,17,63,5
USC,29,681104,1,17,63,10
ASN,2,681098,1,17,63,10
EIE,20,681093,1,17,63,10
EIE,20,681054,1,17,63,8
ASN,5,680955,1,17,63,5
ASN,3,680934,1,17,63,5
EIE,20,681050,1,17,63,8
UK,28,680948,1,17,63,5
ASN,5,681169,1,17,63,12
UK,27,681094,1,17,63,10
EIE,20,681037,1,17,63,8
ASN,4,681090,1,17,63,10
ASN,5,681130,1,17,63,11
CA,14,680907,1,17,63,4
UK,27,680912,1,17,63,4
EZE,21,681067,1,17,63,9
ASN,5,681082,1,17,63,9
ASN,2,680980,1,17,63,6
UK,27,680917,1,17,63,4
UK,27,681077,1,17,63,9
EIE,20,680912,1,17,63,4
USC,29,681111,1,17,63,10
UK,27,681085,1,17,63,9
ASN,2,681060,1,17,63,9
ASN,4,681162,1,17,63,12
EIE,20,681043,1,17,63,8
ASN,3,680977,1,17,63,6
CA,17,680976,1,17,63,6
CA,17,680920,1,17,63,4
UK,27,680973,1,17,63,6
ASN,5,681115,1,17,63,10
ASN,5,680912,1,17,63,4
ASN,4,680980,1,17,63,6
CA,17,681082,1,17,63,9
UK,27,681090,1,17,63,10
ASN,5,681071,1,17,63,9
BE,7,681004,1,17,63,7
ASN,2,681119,1,17,63,11
UK,28,680925,1,17,63,4
UK,28,681091,1,17,63,10
GME,23,681070,1,17,63,9
AU,6,681107,1,17,63,10
ITE,24,681102,1,17,63,10
ASN,4,681098,1,17,63,10
GME,23,681056,1,17,63,9
GM,22,680911,1,17,63,4
ASN,4,681105,1,17,63,10
GME,23,681103,1,17,63,10
ASN,4,681073,1,17,63,9
BE,7,681090,1,17,63,10
ASN,2,680966,1,17,63,6
SZ,26,681010,1,17,63,7
ITE,24,681092,1,17,63,10
GM,22,680914,1,17,63,4
ASN,2,680972,1,17,63,6
UK,28,680935,1,17,63,5
GM,22,681089,1,17,63,10
ASN,2,680938,1,17,63,5
GME,23,680969,1,17,63,6
BE,7,680980,1,17,63,6
AU,6,680989,1,17,63,6
GME,23,681048,1,17,63,8
EZE,21,680951,1,17,63,5
UK,28,681083,1,18,64,9
GM,22,681055,1,18,64,8
BE,7,681095,1,18,64,10
UK,28,681084,1,18,64,9
ITE,25,681108,1,18,64,10
EZE,21,680919,1,18,64,4
GM,22,680984,1,18,64,6
AGE,1,680914,1,18,64,4
GM,22,680948,1,18,64,5
EZE,21,680934,1,18,64,5
EZE,21,681055,1,18,64,8
AGE,1,681145,1,18,64,11
UK,28,681077,1,18,64,9
GM,22,680918,1,18,64,4
GM,22,680977,1,18,64,6
ITE,25,681106,1,18,64,10
ITE,25,681104,1,18,64,10
ASN,4,681074,1,18,64,9
GME,23,680951,1,18,64,5
AU,6,681077,1,18,64,9
GME,23,680984,1,18,64,6
EZE,21,680978,1,18,64,6
EZE,21,680988,1,18,64,6
ITE,25,681095,1,18,64,10
ITE,25,681110,1,18,64,10
GME,23,681049,1,18,64,8
EZE,21,680924,1,18,64,4
ASN,4,680911,1,18,64,4
ASN,4,680895,1,18,64,3
BE,7,680944,1,18,64,5
ASN,4,680902,1,18,64,3
EZE,21,680912,1,18,64,4
ITE,25,681093,1,18,64,10
ASN,2,680982,1,18,64,6
ASN,4,681140,1,18,64,11
ASN,4,680904,1,18,64,4
EZE,21,681043,1,18,64,8
ASN,4,681032,1,18,64,8
ASN,4,681058,1,18,64,9
ASN,2,681038,1,18,64,8
EIE,20,681095,1,18,64,10
UK,27,681026,1,18,64,8
UK,27,681082,1,18,64,9
ASN,2,680936,1,18,64,5
EIE,20,681045,1,18,64,8
ASN,5,680860,1,18,64,2
EIE,20,680961,1,18,64,5
ASN,5,681099,1,18,64,10
EIE,20,681049,1,18,64,8
ASN,5,681166,1,18,64,12
UK,27,681010,1,18,64,7
ASN,5,681064,1,18,64,9
EZE,21,681089,1,18,64,10
EIE,20,681053,1,18,64,8
EIE,20,681073,1,18,64,9
EIE,20,681024,1,18,64,7
ASN,5,681010,1,18,64,7
CA,14,681008,1,18,64,7
ASN,5,681119,1,18,64,11
ASN,5,680987,1,18,64,6
EIE,20,681047,1,18,64,8
USC,29,681125,1,18,64,11
CA,17,681009,1,18,64,7
USC,29,681099,1,18,64,10
EIE,20,681064,1,18,64,9
CA,14,680908,1,18,64,4
ASN,5,680922,1,18,64,4
EIE,20,681092,1,18,64,10
CA,17,681035,1,18,64,8
EIE,20,681039,1,18,64,8
ASN,5,681101,1,18,64,10
ASN,2,680939,1,18,64,5
UK,27,680965,1,18,64,6
UK,27,681035,1,18,64,8
UK,27,681053,1,18,64,8
ASN,2,680937,1,18,64,5
UK,27,680959,1,18,64,5
EIE,20,680934,1,18,64,5
GME,23,680923,1,18,64,4
BE,7,681027,1,18,64,8
EIE,20,681042,1,18,64,8
ASN,5,681036,1,18,64,8
ASN,5,680923,1,18,64,4
ASN,3,680978,1,18,64,6
CA,14,680990,1,18,64,6
ASN,5,681044,1,18,64,8
ASN,2,680954,1,18,64,5
USC,29,681112,1,18,64,10
AU,6,681067,1,18,64,9
CA,17,680954,1,18,64,5
ASN,2,680973,1,18,64,6
ASN,2,680934,1,18,64,5
UK,27,681078,1,18,64,9
CA,14,681081,1,18,64,9
ASN,5,681112,1,18,64,10
ASN,5,680903,1,18,64,4
ITE,25,681101,1,18,64,10
EIE,20,681036,1,18,64,8
ASN,5,681094,1,18,64,10
UK,27,680951,1,18,64,5
ASN,5,681167,1,18,64,12
UK,27,681083,1,18,64,9
ASN,5,681108,1,18,64,10
EZE,21,681056,1,18,64,9
EZE,21,680958,1,18,64,5
EIE,20,680938,1,18,64,5
UK,27,681086,1,18,64,10
EIE,20,680952,1,18,64,5
AGE,1,681147,1,18,64,12
UK,28,681094,1,18,64,10
CA,17,680957,1,18,64,5
ASN,5,681149,1,18,64,12
UK,27,680933,1,18,64,5
ASN,2,681064,1,18,64,9
BE,7,680993,1,18,64,6
GME,23,680945,1,18,64,5
ITE,24,681106,1,18,64,10
GME,23,681068,1,18,64,9
ITE,25,681090,1,18,64,10
ASN,4,681141,1,18,64,11
ASN,2,680925,1,18,64,4
UK,28,681027,1,18,64,8
GM,22,681093,1,18,64,10
BE,7,681028,1,18,64,8
GM,22,681056,1,18,64,9
BE,7,681096,1,18,64,10
AU,6,681081,1,18,64,9
ASN,2,681047,1,18,64,8
ITE,24,681083,1,18,64,9
SZ,26,681051,1,18,64,8
BE,7,680910,1,18,64,4
ITE,25,681105,1,18,64,10
AU,6,681071,1,18,64,9
GME,23,681074,1,18,64,9
GM,22,680951,1,18,64,5
AGE,1,681151,1,18,64,12
AGE,1,681144,1,18,64,11
AGE,1,681110,1,18,64,10
BE,7,680948,1,18,64,5
AU,6,680911,1,18,64,4
ITE,24,681089,1,18,64,10
AGE,1,680949,1,18,64,5
UK,28,681052,1,18,64,8
AGE,1,680847,1,18,64,2
GME,23,681086,1,18,64,10
AU,6,681029,1,18,64,8
EZE,21,681068,1,18,64,9
AGE,1,680913,1,18,64,4
BE,7,680975,1,18,64,6
AU,6,680982,1,18,64,6
ITE,25,680953,1,18,64,5
GME,23,680924,1,18,64,4
AGE,1,680846,1,18,64,2
ASN,4,681109,1,18,65,10
ASN,4,681113,1,18,65,10
ASN,4,681128,1,18,65,11
ITE,24,680951,1,18,65,5
GM,22,681005,1,18,65,7
AU,6,680977,1,18,65,6
ITE,24,681093,1,18,65,10
AU,6,681096,1,18,65,10
GM,22,681096,1,18,65,10
GM,22,680989,1,18,65,6
AU,6,680991,1,18,65,6
ITE,24,681101,1,18,65,10
GM,22,680995,1,18,65,7
GM,22,681086,1,18,65,10
UK,28,680939,1,18,65,5
BE,7,680982,1,18,65,6
EZE,21,681088,1,18,65,10
ASN,4,681080,1,18,65,9
ASN,4,680981,1,18,65,6
BE,7,680933,1,18,65,5
ASN,2,681097,1,18,65,10
AGE,1,681134,1,18,65,11
EZE,21,680982,1,18,65,6
ASN,4,680943,1,18,65,5
ASN,5,680943,1,18,65,5
ASN,3,680943,1,18,65,5
CA,17,680978,1,18,65,6
UK,27,680927,1,18,65,4
ASN,5,681060,1,18,65,9
ASN,5,681104,1,18,65,10
ASN,2,680960,1,18,65,5
CA,14,680928,1,18,65,4
EIE,20,680959,1,18,65,5
ASN,3,680979,1,18,65,6
ASN,5,680979,1,18,65,6
ASN,5,681043,1,18,65,8
BE,7,680979,1,18,65,6
EIE,20,681094,1,18,65,10
UK,27,681076,1,18,65,9
ASN,5,680886,1,18,65,3
UK,27,680958,1,18,65,5
ASN,4,680821,1,18,65,1
USC,29,681132,1,18,65,11
ASN,4,681076,1,18,65,9
ASN,4,681149,1,18,65,12
GME,23,681046,1,18,65,8
ASN,5,680894,1,18,65,3
UK,28,680937,1,18,65,5
UK,27,680928,1,18,65,4
ASN,5,681031,1,18,65,8
EIE,20,681055,1,18,65,8
UK,27,681002,1,18,65,7
GM,22,680969,1,18,65,6
CA,17,681086,1,18,65,10
EIE,20,681028,1,18,65,8
UK,27,680923,1,18,65,4
CA,17,681085,1,18,65,9
AU,6,681057,1,18,65,9
ASN,3,680938,1,18,65,5
UK,27,681088,1,18,65,10
UK,27,681084,1,18,65,9
UK,27,680924,1,18,65,4
USC,29,681089,1,18,65,10
ASN,5,680931,1,18,65,4
GME,23,681005,1,18,65,7
ASN,5,681090,1,18,65,10
EZE,21,681005,1,18,65,7
ASN,5,680826,1,18,65,1
GME,23,680925,1,18,65,4
UK,27,681055,1,18,65,8
CA,14,680973,1,18,65,6
ASN,5,681136,1,18,65,11
CA,17,680965,1,18,65,6
ASN,5,680976,1,18,65,6
UK,27,681003,1,18,65,7
ASN,5,681170,1,18,65,12
UK,27,681036,1,18,65,8
UK,27,681046,1,18,65,8
ASN,5,680981,1,18,65,6
BE,7,681025,1,18,65,8
GME,23,681071,1,18,65,9
EIE,20,681052,1,18,65,8
EIE,20,681071,1,18,65,9
ASN,2,680911,1,18,65,4
AGE,1,681119,1,18,65,11
EIE,20,681023,1,18,65,7
ASN,5,680820,1,18,65,1
CA,14,681035,1,18,65,8
EIE,20,681063,1,18,65,9
ASN,5,680861,1,18,65,2
ASN,2,681022,1,18,65,7
ITE,24,680907,1,18,65,4
GME,23,681067,1,18,65,9
UK,27,681022,1,18,65,7
GM,22,681067,1,18,65,9
UK,28,681035,1,18,65,8
ASN,5,681156,1,18,65,12
UK,27,681047,1,18,65,8
GM,22,681103,1,18,65,10
ASN,5,680859,1,18,65,2
EIE,20,681066,1,18,65,9
ASN,4,681066,1,18,65,9
ASN,5,680940,1,18,65,5
ASN,4,681061,1,18,65,9
CA,14,681074,1,18,65,9
ASN,3,680942,1,18,65,5
CA,17,681074,1,18,65,9
EIE,20,681044,1,18,65,8
GME,23,681075,1,18,65,9
ASN,5,680957,1,18,65,5
ASN,4,680957,1,18,65,5
ASN,5,680933,1,18,65,5
EIE,20,681048,1,18,65,8
ASN,5,681168,1,18,65,12
UK,28,681046,1,18,65,8
CA,14,680958,1,18,65,5
ASN,4,680958,1,18,65,5
EIE,20,681040,1,18,65,8
EIE,20,680913,1,18,65,4
ASN,5,680913,1,18,65,4
UK,27,681039,1,18,65,8
ASN,5,681049,1,18,65,8
GME,23,680912,1,18,65,4
UK,27,681033,1,18,65,8
CA,14,681048,1,18,65,8
CA,17,680958,1,18,65,5
EIE,20,680940,1,18,65,5
ASN,4,681049,1,18,65,8
CA,14,681012,1,18,65,7
GME,23,680992,1,18,65,6
GM,22,680971,1,18,65,6
EZE,21,681077,1,18,65,9
BE,7,681078,1,18,65,9
AU,6,680920,1,18,65,4
AU,6,680919,1,18,65,4
ITE,24,680911,1,18,65,4
GM,22,680996,1,18,65,7
AU,6,681072,1,18,65,9
ASN,2,681104,1,18,65,10
ASN,4,681055,1,18,65,8
UK,28,681092,1,18,65,10
EZE,21,680928,1,18,65,4
ASN,2,680959,1,18,65,5
AU,6,680951,1,18,65,5
ASN,2,680953,1,18,65,5
ITE,24,681107,1,18,65,10
AGE,1,681122,1,18,65,11
AGE,1,680928,1,18,65,4
AGE,1,680929,1,18,65,4
EZE,21,680917,1,18,65,4
BE,7,680914,1,18,65,4
AGE,1,680845,1,18,65,2
AGE,1,680844,1,18,65,2
ITE,25,681097,1,18,65,10
ITE,24,680909,1,18,65,4
ITE,24,681099,1,18,65,10
EZE,21,681047,1,18,65,8
AGE,1,680905,1,18,65,4
AGE,1,680937,1,18,65,5
AGE,1,681138,1,18,65,11
UK,28,681090,1,18,65,10
GME,23,680921,1,18,65,4
EZE,21,680923,1,18,65,4
BE,7,681088,1,18,65,10
AGE,1,680872,1,18,65,3
GME,23,680972,1,18,65,6
ASN,2,680931,1,19,65,4
UK,28,680961,1,19,65,5
UK,28,680980,1,19,65,6
ASN,2,681012,1,19,65,7
GM,22,681068,1,19,65,9
GM,22,680919,1,19,65,4
UK,28,680914,1,19,65,4
ASN,4,680983,1,19,66,6
BE,7,681029,1,19,66,8
EZE,21,681071,1,19,66,9
ASN,4,680889,1,19,66,3
EZE,21,681044,1,19,66,8
BE,7,680990,1,19,66,6
ASN,2,681140,1,19,66,11
UK,28,681040,1,19,66,8
ASN,2,680941,1,19,66,5
EZE,21,681081,1,19,66,9
ASN,4,680915,1,19,66,4
ASN,2,680975,1,19,66,6
EZE,21,680948,1,19,66,5
ASN,4,681148,1,19,66,12
BE,7,680987,1,19,66,6
ASN,2,680947,1,19,66,5
EZE,21,680969,1,19,66,6
ASN,2,680946,1,19,66,5
EZE,21,680996,1,19,66,7
GME,23,680944,1,19,66,5
ASN,2,681037,1,19,66,8
ASN,2,680983,1,19,66,6
AU,6,681076,1,19,66,9
ASN,4,680885,1,19,66,3
GME,23,680964,1,19,66,6
GME,23,681079,1,19,66,9
ASN,2,680827,1,19,66,1
ITE,24,681109,1,19,66,10
AU,6,681110,1,19,66,10
EZE,21,681080,1,19,66,9
GME,23,681054,1,19,66,8
AU,6,680978,1,19,66,6
UK,27,681027,1,19,66,8
EIE,20,680936,1,19,66,5
UK,27,681087,1,19,66,10
ASN,5,681146,1,19,66,11
ASN,2,681052,1,19,66,8
CA,17,681063,1,19,66,9
UK,27,680988,1,19,66,6
EIE,20,681091,1,19,66,10
UK,27,680987,1,19,66,6
UK,27,680986,1,19,66,6
ASN,2,681070,1,19,66,9
EIE,20,681070,1,19,66,9
USC,29,681103,1,19,66,10
UK,27,681030,1,19,66,8
ASN,5,681114,1,19,66,10
ASN,5,680926,1,19,66,4
GM,22,681070,1,19,66,9
ASN,5,680895,1,19,66,3
EIE,20,681027,1,19,66,8
EIE,20,681065,1,19,66,9
UK,27,681028,1,19,66,8
EIE,20,680939,1,19,66,5
CA,17,681008,1,19,66,7
UK,27,681021,1,19,66,7
ASN,5,681048,1,19,66,8
ASN,5,680893,1,19,66,3
CA,14,681022,1,19,66,7
ASN,5,680944,1,19,66,5
EIE,20,681022,1,19,66,7
UK,27,680991,1,19,66,6
ASN,2,681067,1,19,66,9
BE,7,681084,1,19,66,9
ASN,2,681101,1,19,66,10
EZE,21,680920,1,19,66,4
ASN,5,681081,1,19,66,9
ASN,5,680904,1,19,66,4
EIE,20,681067,1,19,66,9
EIE,20,681085,1,19,66,9
ASN,5,680852,1,19,66,2
UK,27,681038,1,19,66,8
CA,14,680957,1,19,66,5
ASN,2,680969,1,19,66,6
EIE,20,680958,1,19,66,5
EIE,20,681087,1,19,66,10
ASN,5,681161,1,19,66,12
ASN,4,681175,1,19,66,12
EIE,20,681029,1,19,66,8
GM,22,681042,1,19,66,8
EIE,20,681002,1,19,66,7
GME,23,680922,1,19,66,4
CA,17,681046,1,19,66,8
AU,6,680918,1,19,66,4
UK,28,681005,1,19,66,7
EIE,20,680915,1,19,66,4
UK,27,681089,1,19,66,10
EIE,20,681041,1,19,66,8
UK,27,680966,1,19,66,6
UK,27,680956,1,19,66,5
EIE,20,681046,1,19,66,8
UK,27,681074,1,19,66,9
BE,7,681053,1,19,66,8
EIE,20,681062,1,19,66,9
ASN,4,680825,1,19,66,1
ASN,5,681128,1,19,66,11
ASN,5,680863,1,19,66,2
ASN,4,681106,1,19,66,10
UK,27,681052,1,19,66,8
GME,23,680934,1,19,66,5
GME,23,681073,1,19,66,9
EIE,20,681005,1,19,66,7
CA,14,680924,1,19,66,4
EIE,20,680953,1,19,66,5
ASN,5,680876,1,19,66,3
EIE,20,681074,1,19,66,9
EZE,21,681027,1,19,66,8
ASN,5,680875,1,19,66,3
ASN,3,680983,1,19,66,6
EIE,20,681031,1,19,66,8
ASN,5,680887,1,19,66,3
ASN,5,681142,1,19,66,11
ASN,4,681057,1,19,66,9
AGE,1,681120,1,19,66,11
GM,22,681054,1,19,66,8
AGE,1,681150,1,19,66,12
AGE,1,680838,1,19,66,1
ASN,4,680862,1,19,66,2
GM,22,680944,1,19,66,5
UK,28,680912,1,19,66,4
AGE,1,680945,1,19,66,5
AU,6,680923,1,19,66,4
AGE,1,680930,1,19,66,4
UK,28,681003,1,19,66,7
AGE,1,680839,1,19,66,1
BE,7,680989,1,19,66,6
AGE,1,680917,1,19,66,4
AGE,1,680948,1,19,66,5
GM,22,681028,1,19,66,8
AGE,1,680927,1,19,66,4
UK,28,680913,1,19,66,4
GME,23,680950,1,19,66,5
AU,6,680925,1,19,66,4
UK,28,680993,1,19,66,6
AU,6,680929,1,19,66,4
EZE,21,680925,1,19,66,4
GM,22,681033,1,19,66,8
AU,6,681030,1,19,66,8
ASN,4,681171,1,19,66,12
ASN,2,681088,1,19,66,10
GM,22,680964,1,19,66,6
ASN,2,681074,1,19,66,9
UK,28,680926,1,19,66,4
UK,28,680974,1,19,66,6
UK,28,680950,1,19,66,5
GME,23,681059,1,19,66,9
ASN,2,680935,1,19,66,5
AU,6,680949,1,19,66,5
GM,22,680912,1,19,66,4
UK,28,681039,1,19,66,8
UK,28,680963,1,19,66,5
ASN,2,681072,1,19,66,9
UK,28,681031,1,19,66,8
UK,28,680922,1,19,66,4
UK,28,681053,1,19,66,8
EZE,21,681084,1,19,66,9
AU,6,681068,1,19,66,9
UK,28,680919,1,19,66,4
ASN,2,680943,1,19,66,5
ASN,4,680867,1,19,66,2
BE,7,680978,1,19,67,6
EZE,21,681042,1,19,67,8
ASN,4,680896,1,19,67,3
ASN,4,680814,1,19,67,1
EZE,21,680992,1,19,67,6
EZE,21,680965,1,19,67,6
ASN,4,680824,1,19,67,1
ASN,4,680851,1,19,67,2
UK,28,681004,1,19,67,7
BE,7,680911,1,19,67,4
BE,7,681092,1,19,67,10
GME,23,681042,1,19,67,8
ASN,2,680984,1,19,67,6
BE,7,681041,1,19,67,8
BE,7,681042,1,19,67,8
GME,23,680979,1,19,67,6
ASN,4,680944,1,19,67,5
ITE,25,681096,1,19,67,10
GME,23,681033,1,19,67,8
GM,22,680979,1,19,67,6
ASN,4,680941,1,19,67,5
EZE,21,680980,1,19,67,6
UK,28,680909,1,19,67,4
CA,17,681048,1,19,67,8
CA,14,681096,1,19,67,10
ASN,4,681152,1,19,67,12
ASN,4,681136,1,19,67,11
CA,17,681023,1,19,67,7
ASN,5,680873,1,19,67,3
CA,17,681006,1,19,67,7
EIE,20,681025,1,19,67,8
ASN,5,681143,1,19,67,11
CA,17,680977,1,19,67,6
UK,28,680978,1,19,67,6
UK,27,680977,1,19,67,6
BE,7,680930,1,19,67,4
ASN,3,680955,1,19,67,5
EZE,21,680979,1,19,67,6
GME,23,681006,1,19,67,7
ASN,5,681141,1,19,67,11
EIE,20,681004,1,19,67,7
ASN,2,680826,1,19,67,1
CA,17,681094,1,19,67,10
ASN,4,680826,1,19,67,1
ASN,5,680916,1,19,67,4
EIE,20,681030,1,19,67,8
CA,17,681007,1,19,67,7
EIE,20,681077,1,19,67,9
UK,27,680925,1,19,67,4
ASN,5,680958,1,19,67,5
ASN,5,681077,1,19,67,9
UK,27,681079,1,19,67,9
ASN,5,681078,1,19,67,9
ASN,3,680980,1,19,67,6
UK,27,681004,1,19,67,7
ASN,3,680957,1,19,67,5
CA,14,681092,1,19,67,10
ASN,5,681135,1,19,67,11
CA,17,680960,1,19,67,5
EIE,20,680960,1,19,67,5
EIE,20,681059,1,19,67,9
ASN,3,680964,1,19,67,6
ASN,3,680956,1,19,67,5
ASN,5,680980,1,19,67,6
EZE,21,681079,1,19,67,9
EIE,20,681033,1,19,67,8
ITE,24,681108,1,19,67,10
ASN,4,681153,1,19,67,12
ASN,4,680923,1,19,67,4
EIE,20,680918,1,19,67,4
ASN,2,680974,1,19,67,6
BE,7,680927,1,19,67,4
UK,27,680992,1,19,67,6
EIE,20,681068,1,19,67,9
CA,14,680927,1,19,67,4
EIE,20,681084,1,19,67,9
ASN,4,681134,1,19,67,11
ASN,4,680882,1,19,67,3
ASN,4,680986,1,19,67,6
ASN,3,680940,1,19,67,5
UK,27,681034,1,19,67,8
CA,14,681085,1,19,67,9
ASN,5,680882,1,19,67,3
CA,14,680991,1,19,67,6
GME,23,680939,1,19,67,5
EIE,20,680914,1,19,67,4
EIE,20,681035,1,19,67,8
ASN,5,680824,1,19,67,1
EZE,21,680939,1,19,67,5
USC,29,681113,1,19,67,10
UK,27,681037,1,19,67,8
EIE,20,681086,1,19,67,10
ASN,4,681121,1,19,67,11
ASN,5,681157,1,19,67,12
EIE,20,680923,1,19,67,4
UK,27,681012,1,19,67,7
ASN,4,680917,1,19,67,4
ASN,3,680954,1,19,67,5
AU,6,681043,1,19,67,8
ASN,5,680983,1,19,67,6
ASN,5,680890,1,19,67,3
EIE,20,681009,1,19,67,7
ASN,4,681122,1,19,67,11
UK,27,681042,1,19,67,8
UK,27,680926,1,19,67,4
ASN,4,680841,1,19,67,1
EIE,20,681061,1,19,67,9
