station,datetime,obs_type,obs_value,TMAX_F,month,country_code
GM000004204,111,1315,6,43,1,9
BE000006447,1213,1315,6,43,12,4
GME00125218,203,1315,6,43,2,10
ITE00100550,1208,1315,6,43,12,11
ITE00100550,101,1315,6,43,1,11
AU000005901,1114,1315,6,43,11,3
ITE00100550,1205,1315,6,43,12,11
UK000056225,1124,1315,6,43,11,13
EZE00100082,203,1315,6,43,2,8
ITE00100550,1221,1315,6,43,12,11
ITE00100550,114,1315,6,43,1,11
AU000005901,312,1315,6,43,3,3
BE000006447,320,1315,6,43,3,4
EI000003969,226,1315,6,43,2,6
EZE00100082,308,1315,6,43,3,8
UK000056225,303,1315,6,43,3,13
SZ000006717,920,1315,6,43,9,12
SZ000006717,720,1315,6,43,7,12
GME00125218,226,1315,6,43,2,10
GM000004204,226,1315,6,43,2,9
CA006166416,1123,1315,6,43,11,5
CA006158350,1129,1315,6,43,11,5
CA006101872,302,1315,6,43,3,5
CA006166416,1223,1315,6,43,12,5
CA006122845,1129,1315,6,43,11,5
USC00288878,1223,1315,6,43,12,14
GM000004204,126,1315,6,43,1,9
USC00288878,323,1315,6,43,3,14
CA006150689,1206,1315,6,43,12,5
CA006106362,413,1315,6,43,4,5
CA006139520,1115,1315,6,43,11,5
UK000047811,330,1315,6,43,3,13
CA006137735,126,1315,6,43,1,5
EIE00101859,314,1315,6,43,3,7
UK000047811,306,1315,6,43,3,13
CA006150689,1122,1315,6,43,11,5
CA006150689,321,1315,6,43,3,5
CA006137735,207,1315,6,43,2,5
CA006148100,523,1315,6,43,5,5
CA006153192,131,1315,6,43,1,5
CA006166416,424,1315,6,43,4,5
CA006110549,405,1315,6,43,4,5
CA006122845,228,1315,6,43,2,5
CA006153192,405,1315,6,43,4,5
EIE00101859,106,1315,6,43,1,7
EIE00101859,1110,1315,6,43,11,7
CA006158350,403,1315,6,43,4,5
CA006158350,310,1315,6,43,3,5
CA006158350,406,1315,6,43,4,5
UK000056225,227,1315,6,43,2,13
CA006122845,508,1315,6,43,5,5
CA006139520,1226,1315,6,43,12,5
CA006153192,227,1315,6,43,2,5
CA006110549,1222,1315,6,43,12,5
EZE00100082,1107,1315,6,43,11,8
CA006158350,408,1315,6,43,4,5
ITE00100554,1124,1315,6,43,11,11
CA006110549,515,1315,6,43,5,5
CA006137735,104,1315,6,43,1,5
EZE00100082,204,1315,6,43,2,8
CA006122845,1113,1315,6,43,11,5
CA006150689,330,1315,6,43,3,5
CA006153192,1113,1315,6,43,11,5
CA006158350,1107,1315,6,43,11,5
CA006106362,404,1315,6,43,4,5
EI000003969,206,1315,6,43,2,6
CA006148100,213,1315,6,43,2,5
USC00288878,1130,1315,6,43,11,14
CA006166416,503,1315,6,43,5,5
CA006122845,131,1315,6,43,1,5
EZE00100082,1117,1315,6,43,11,8
EI000003969,109,1315,6,43,1,6
CA006101872,328,1315,6,43,3,5
CA006139520,212,1315,6,43,2,5
CA006139520,1118,1315,6,43,11,5
CA006150689,213,1315,6,43,2,5
CA006148100,1120,1315,6,43,11,5
CA006150689,1223,1315,6,43,12,5
CA006110549,503,1315,6,43,5,5
CA006101872,330,1315,6,43,3,5
CA006153192,329,1315,6,43,3,5
UK000047811,1229,1315,6,43,12,13
CA006106362,330,1315,6,43,3,5
CA006148100,214,1315,6,43,2,5
UK000047811,1224,1315,6,43,12,13
CA006110549,213,1315,6,43,2,5
CA006158350,1117,1315,6,43,11,5
ITE00100550,1206,1315,6,43,12,11
ITE00100554,204,1315,6,43,2,11
UK000056225,1125,1315,6,43,11,13
ITE00100550,306,1315,6,43,3,11
GME00125218,1103,1315,6,43,11,10
GM000004204,1103,1315,6,43,11,9
ITE00100550,1127,1315,6,43,11,11
GME00125218,108,1315,6,43,1,10
SZ000006717,625,1315,6,43,6,12
GME00125218,127,1315,6,43,1,10
GM000004204,201,1315,6,43,2,9
UK000056225,1111,1315,6,43,11,13
EZE00100082,524,1315,6,43,5,8
ITE00100550,304,1315,6,43,3,11
SZ000006717,824,1315,6,43,8,12
EZE00100082,1218,1315,6,43,12,8
AU000005901,204,1315,6,43,2,3
SZ000006717,124,1315,6,43,1,12
EI000003969,1204,1315,6,44,12,6
GM000004204,212,1315,6,44,2,9
ITE00100554,301,1315,6,44,3,11
GME00125218,125,1315,6,44,1,10
GME00125218,523,1315,6,44,5,10
AU000005901,111,1315,6,44,1,3
GME00125218,1104,1315,6,44,11,10
SZ000006717,729,1315,6,44,7,12
GM000004204,1117,1315,6,44,11,9
GME00125218,126,1315,6,44,1,10
EI000003969,1122,1315,6,44,11,6
UK000056225,1117,1315,6,44,11,13
GME00125218,1216,1315,6,44,12,10
ITE00100550,303,1315,6,44,3,11
GM000004204,1110,1315,6,44,11,9
BE000006447,203,1315,6,44,2,4
SZ000006717,705,1315,6,44,7,12
EZE00100082,127,1315,6,44,1,8
SZ000006717,520,1315,6,44,5,12
EI000003969,1121,1315,6,44,11,6
SZ000006717,917,1315,6,44,9,12
EZE00100082,412,1315,6,44,4,8
AU000005901,1103,1315,6,44,11,3
BE000006447,1211,1315,6,44,12,4
AU000005901,201,1315,6,44,2,3
EI000003969,1230,1315,6,44,12,6
EZE00100082,323,1315,7,44,3,8
EZE00100082,1012,1315,7,44,10,8
GME00125218,225,1315,7,44,2,10
UK000056225,121,1315,7,44,1,13
GM000004204,524,1315,7,44,5,9
AU000005901,214,1315,7,44,2,3
ITE00100554,228,1315,7,44,2,11
UK000056225,1122,1315,7,44,11,13
EZE00100082,219,1315,7,44,2,8
CA006110549,214,1315,7,44,2,5
EIE00101859,322,1315,7,44,3,7
CA006166416,214,1315,7,44,2,5
EIE00101859,1122,1315,7,44,11,7
CA006137735,212,1315,7,44,2,5
CA006122845,406,1315,7,44,4,5
CA006122845,1206,1315,7,44,12,5
CA006101872,321,1315,7,44,3,5
USC00288878,227,1315,7,44,2,14
CA006139520,131,1315,7,44,1,5
CA006110549,323,1315,7,44,3,5
USC00288878,216,1315,7,44,2,14
CA006166416,1031,1315,7,44,10,5
UK000047811,108,1315,7,44,1,13
CA006139520,1127,1315,7,44,11,5
CA006110549,1225,1315,7,44,12,5
CA006137735,131,1315,7,44,1,5
CA006122845,422,1315,7,44,4,5
ITE00100554,115,1315,7,44,1,11
CA006158350,131,1315,7,44,1,5
CA006153192,208,1315,7,44,2,5
CA006110549,228,1315,7,44,2,5
USC00288878,313,1315,7,44,3,14
USC00288878,215,1315,7,44,2,14
CA006106362,214,1315,7,44,2,5
CA006148100,1225,1315,7,44,12,5
CA006101872,1224,1315,7,44,12,5
CA006137735,320,1315,7,44,3,5
CA006150689,424,1315,7,44,4,5
EI000003969,1228,1315,7,44,12,6
CA006122845,1226,1315,7,44,12,5
UK000047811,1120,1315,7,44,11,13
CA006150689,1228,1315,7,44,12,5
CA006158350,1222,1315,7,44,12,5
USC00288878,1206,1315,7,44,12,14
CA006110549,1227,1315,7,44,12,5
CA006122845,509,1315,7,44,5,5
CA006158350,1111,1315,7,44,11,5
CA006150689,1123,1315,7,44,11,5
CA006158350,1114,1315,7,44,11,5
CA006166416,213,1315,7,44,2,5
CA006158350,213,1315,7,44,2,5
CA006101872,408,1315,7,44,4,5
CA006122845,209,1315,7,44,2,5
CA006158350,216,1315,7,44,2,5
EIE00101859,107,1315,7,44,1,7
CA006153192,1228,1315,7,44,12,5
EIE00101859,124,1315,7,44,1,7
CA006150689,410,1315,7,44,4,5
USC00288878,1222,1315,7,44,12,14
ITE00100554,129,1315,7,44,1,11
UK000047811,1108,1315,7,44,11,13
BE000006447,1126,1315,7,44,11,4
CA006122845,1112,1315,7,44,11,5
CA006150689,1226,1315,7,44,12,5
SZ000006717,709,1315,7,44,7,12
CA006148100,403,1315,7,44,4,5
CA006122845,1106,1315,7,44,11,5
CA006153192,1128,1315,7,44,11,5
CA006137735,329,1315,7,44,3,5
EIE00101859,1208,1315,7,44,12,7
USC00288878,329,1315,7,44,3,14
CA006110549,302,1315,7,44,3,5
EZE00100082,207,1315,7,44,2,8
USC00288878,228,1315,7,44,2,14
CA006158350,301,1315,7,44,3,5
CA006148100,301,1315,7,44,3,5
UK000047811,206,1315,7,44,2,13
CA006137735,1129,1315,7,44,11,5
USC00288878,206,1315,7,44,2,14
EIE00101859,111,1315,7,44,1,7
CA006150689,311,1315,7,44,3,5
CA006166416,302,1315,7,44,3,5
CA006150689,328,1315,7,44,3,5
CA006101872,1223,1315,7,44,12,5
UK000047811,1228,1315,7,44,12,13
CA006158350,1226,1315,7,44,12,5
USC00288878,326,1315,7,44,3,14
CA006150689,403,1315,7,44,4,5
ITE00100550,1218,1315,7,44,12,11
SZ000006717,425,1315,7,44,4,12
AU000005901,1110,1315,7,44,11,3
GM000004204,311,1315,7,44,3,9
BE000006447,1212,1315,7,44,12,4
GM000004204,1119,1315,7,44,11,9
GME00125218,202,1315,7,44,2,10
GME00125218,1119,1315,7,44,11,10
AU000005901,202,1315,7,44,2,3
GM000004204,412,1315,7,44,4,9
BE000006447,211,1315,7,44,2,4
GME00125218,525,1315,7,44,5,10
AU000005901,207,1315,7,44,2,3
BE000006447,109,1315,7,44,1,4
AU000005901,320,1315,7,44,3,3
GME00125218,1111,1315,7,44,11,10
SZ000006717,526,1315,7,44,5,12
SZ000006717,816,1315,7,44,8,12
GM000004204,125,1315,7,45,1,9
GM000004204,523,1315,7,45,5,9
GME00125218,207,1315,7,45,2,10
ITE00100554,130,1315,7,45,1,11
AU000005901,1212,1315,7,45,12,3
GME00125218,1112,1315,7,45,11,10
GME00125218,408,1315,7,45,4,10
ITE00100554,214,1315,7,45,2,11
ITE00100550,1130,1315,7,45,11,11
GM000004204,207,1315,7,45,2,9
BE000006447,131,1315,7,45,1,4
AU000005901,405,1315,7,45,4,3
GME00125218,405,1315,7,45,4,10
ITE00100550,1129,1315,7,45,11,11
EZE00100082,1112,1315,7,45,11,8
GM000004204,124,1315,7,45,1,9
UK000056225,304,1315,7,45,3,13
GM000004204,203,1315,7,45,2,9
AU000005901,1116,1315,7,45,11,3
EZE00100082,224,1315,7,45,2,8
SZ000006717,1030,1315,7,45,10,12
AU000005901,1005,1315,7,45,10,3
GME00125218,407,1315,7,45,4,10
UK000056225,321,1315,7,45,3,13
EZE00100082,213,1315,7,45,2,8
BE000006447,1107,1315,7,45,11,4
EI000003969,1120,1315,7,45,11,6
CA006137735,223,1315,7,45,2,5
UK000047811,1123,1315,7,45,11,13
UK000056225,1123,1315,7,45,11,13
CA006137735,423,1315,7,45,4,5
CA006148100,503,1315,7,45,5,5
UK000047811,1116,1315,7,45,11,13
CA006153192,413,1315,7,45,4,5
CA006101872,201,1315,7,45,2,5
CA006101872,1227,1315,7,45,12,5
CA006158350,1122,1315,7,45,11,5
CA006122845,302,1315,7,45,3,5
CA006122845,409,1315,7,45,4,5
CA006139520,207,1315,7,45,2,5
CA006101872,323,1315,7,45,3,5
EIE00101859,312,1315,7,45,3,7
CA006150689,402,1315,7,45,4,5
UK000047811,1219,1315,7,45,12,13
CA006137735,1116,1315,7,45,11,5
CA006122845,503,1315,7,45,5,5
UK000047811,105,1315,7,45,1,13
EIE00101859,1121,1315,7,45,11,7
CA006110549,216,1315,7,45,2,5
CA006106362,424,1315,7,45,4,5
CA006139520,214,1315,7,45,2,5
CA006166416,410,1315,7,45,4,5
CA006137735,323,1315,7,45,3,5
CA006148100,1107,1315,7,45,11,5
CA006150689,411,1315,7,45,4,5
CA006110549,501,1315,7,45,5,5
CA006106362,412,1315,7,45,4,5
CA006153192,1107,1315,7,45,11,5
CA006122845,410,1315,7,45,4,5
CA006110549,410,1315,7,45,4,5
CA006158350,411,1315,7,45,4,5
BE000006447,1122,1315,7,45,11,4
CA006110549,1122,1315,7,45,11,5
CA006106362,422,1315,7,45,4,5
CA006153192,218,1315,7,45,2,5
CA006122845,424,1315,7,45,4,5
CA006139520,223,1315,7,45,2,5
CA006137735,1114,1315,7,45,11,5
CA006122845,201,1315,7,45,2,5
CA006137735,1113,1315,7,45,11,5
CA006110549,208,1315,7,45,2,5
CA006148100,302,1315,7,45,3,5
EZE00100082,1201,1315,7,45,12,8
CA006122845,517,1315,7,45,5,5
CA006110549,428,1315,7,45,4,5
UK000047811,216,1315,7,45,2,13
USC00288878,1120,1315,7,45,11,14
ITE00100554,304,1315,7,45,3,11
CA006166416,403,1315,7,45,4,5
CA006122845,1120,1315,7,45,11,5
CA006110549,406,1315,7,45,4,5
CA006137735,406,1315,7,45,4,5
CA006110549,407,1315,7,45,4,5
UK000047811,227,1315,7,45,2,13
CA006150689,1227,1315,7,45,12,5
CA006122845,427,1315,7,45,4,5
EIE00101859,315,1315,7,45,3,7
CA006122845,417,1315,7,45,4,5
CA006139520,1126,1315,7,45,11,5
CA006158350,1126,1315,7,45,11,5
CA006110549,403,1315,7,45,4,5
UK000047811,1227,1315,7,45,12,13
CA006148100,405,1315,7,45,4,5
CA006106362,1108,1315,7,45,11,5
CA006122845,1121,1315,7,45,11,5
EIE00101859,1117,1315,7,45,11,7
CA006110549,429,1315,7,45,4,5
CA006166416,1227,1315,7,45,12,5
CA006122845,408,1315,7,45,4,5
CA006122845,311,1315,7,45,3,5
CA006139520,225,1315,7,45,2,5
UK000047811,305,1315,7,45,3,13
CA006110549,310,1315,7,45,3,5
CA006137735,225,1315,7,45,2,5
EIE00101859,1201,1315,7,45,12,7
CA006110549,1105,1315,7,45,11,5
AU000005901,212,1315,7,45,2,3
GM000004204,205,1315,7,45,2,9
BE000006447,1127,1315,7,45,11,4
BE000006447,1123,1315,7,45,11,4
EI000003969,305,1315,7,45,3,6
AU000005901,219,1315,7,45,2,3
GM000004204,1218,1315,7,45,12,9
ITE00100554,1122,1315,7,45,11,11
EI000003969,1208,1315,7,45,12,6
SZ000006717,518,1315,7,45,5,12
GME00125218,1011,1315,7,45,10,10
BE000006447,305,1315,7,45,3,4
BE000006447,204,1315,7,45,2,4
AU000005901,1104,1315,7,45,11,3
EI000003969,1227,1315,7,45,12,6
AU000005901,1113,1315,7,45,11,3
GME00125218,219,1315,7,45,2,10
ITE00100550,308,1315,7,45,3,11
BE000006447,1118,1315,7,45,11,4
EI000003969,1124,1315,7,45,11,6
ITE00100550,1201,1315,7,45,12,11
BE000006447,106,1315,7,45,1,4
GM000004204,1112,1315,7,45,11,9
GM000004204,225,1315,7,45,2,9
GM000004204,504,1315,7,45,5,9
GME00125218,1218,1315,7,45,12,10
ITE00100550,1128,1315,8,46,11,11
AU000005901,401,1315,8,46,4,3
EZE00100082,1007,1315,8,46,10,8
GME00125218,1201,1315,8,46,12,10
AU000005901,1105,1315,8,46,11,3
EZE00100082,1109,1315,8,46,11,8
BE000006447,331,1315,8,46,3,4
GME00125218,220,1315,8,46,2,10
AU000005901,1215,1315,8,46,12,3
GME00125218,205,1315,8,46,2,10
GM000004204,1104,1315,8,46,11,9
ITE00100550,204,1315,8,46,2,11
GM000004204,1011,1315,8,46,10,9
GM000004204,204,1315,8,46,2,9
AU000005901,127,1315,8,46,1,3
EI000003969,1217,1315,8,46,12,6
GM000004204,320,1315,8,46,3,9
SZ000006717,802,1315,8,46,8,12
GME00125218,110,1315,8,46,1,10
BE000006447,1130,1315,8,46,11,4
GME00125218,1109,1315,8,46,11,10
EI000003969,1110,1315,8,46,11,6
GM000004204,405,1315,8,46,4,9
EZE00100082,208,1315,8,46,2,8
EZE00100082,128,1315,8,46,1,8
EI000003969,303,1315,8,46,3,6
EZE00100082,221,1315,8,46,2,8
ITE00100554,215,1315,8,46,2,11
EZE00100082,1108,1315,8,46,11,8
EZE00100082,410,1315,8,46,4,8
SZ000006717,603,1315,8,46,6,12
EZE00100082,504,1315,8,46,5,8
USC00288878,1117,1315,8,46,11,14
EIE00101859,1205,1315,8,46,12,7
EIE00101859,1228,1315,8,46,12,7
BE000006447,1106,1315,8,46,11,4
CA006166416,422,1315,8,46,4,5
CA006150689,413,1315,8,46,4,5
EIE00101859,125,1315,8,46,1,7
CA006122845,1223,1315,8,46,12,5
CA006106362,321,1315,8,46,3,5
CA006122845,330,1315,8,46,3,5
EIE00101859,1120,1315,8,46,11,7
CA006106362,213,1315,8,46,2,5
CA006110549,421,1315,8,46,4,5
USC00288878,1115,1315,8,46,11,14
UK000056225,1115,1315,8,46,11,13
CA006158350,330,1315,8,46,3,5
EIE00101859,109,1315,8,46,1,7
EIE00101859,108,1315,8,46,1,7
CA006106362,322,1315,8,46,3,5
BE000006447,1119,1315,8,46,11,4
CA006110549,504,1315,8,46,5,5
CA006101872,422,1315,8,46,4,5
USC00288878,205,1315,8,46,2,14
CA006139520,329,1315,8,46,3,5
CA006166416,1226,1315,8,46,12,5
UK000047811,321,1315,8,46,3,13
CA006148100,330,1315,8,46,3,5
CA006101872,1012,1315,8,46,10,5
CA006139520,1116,1315,8,46,11,5
GM000004204,108,1315,8,46,1,9
CA006153192,1116,1315,8,46,11,5
USC00288878,312,1315,8,46,3,14
CA006122845,1116,1315,8,46,11,5
EIE00101859,1203,1315,8,46,12,7
CA006101872,1112,1315,8,46,11,5
UK000056225,1221,1315,8,46,12,13
EIE00101859,1128,1315,8,46,11,7
CA006122845,1105,1315,8,46,11,5
CA006166416,408,1315,8,46,4,5
CA006101872,424,1315,8,46,4,5
CA006150689,1105,1315,8,46,11,5
CA006153192,1129,1315,8,46,11,5
UK000047811,1128,1315,8,46,11,13
CA006158350,1104,1315,8,46,11,5
CA006106362,509,1315,8,46,5,5
CA006137735,402,1315,8,46,4,5
GM000004204,215,1315,8,46,2,9
CA006158350,409,1315,8,46,4,5
USC00288878,1112,1315,8,46,11,14
GME00125218,409,1315,8,46,4,10
CA006110549,1226,1315,8,46,12,5
CA006101872,320,1315,8,46,3,5
CA006153192,223,1315,8,46,2,5
CA006106362,409,1315,8,46,4,5
CA006122845,1126,1315,8,46,11,5
SZ000006717,823,1315,8,46,8,12
EIE00101859,1230,1315,8,46,12,7
CA006153192,228,1315,8,46,2,5
UK000056225,1104,1315,8,46,11,13
CA006101872,1105,1315,8,46,11,5
AU000005901,927,1315,8,46,9,3
GM000004204,110,1315,8,46,1,9
CA006137735,502,1315,8,46,5,5
CA006158350,1206,1315,8,46,12,5
UK000047811,208,1315,8,46,2,13
CA006153192,207,1315,8,46,2,5
UK000047811,1110,1315,8,46,11,13
AU000005901,203,1315,8,46,2,3
CA006153192,423,1315,8,46,4,5
CA006148100,1226,1315,8,46,12,5
CA006122845,1114,1315,8,46,11,5
USC00288878,226,1315,8,46,2,14
CA006101872,1023,1315,8,46,10,5
CA006148100,514,1315,8,46,5,5
EIE00101859,1126,1315,8,46,11,7
USC00288878,204,1315,8,46,2,14
USC00288878,424,1315,8,46,4,14
SZ000006717,528,1315,8,46,5,12
SZ000006717,703,1315,8,46,7,12
EI000003969,1117,1315,8,46,11,6
GM000004204,202,1315,8,46,2,9
EI000003969,1118,1315,8,46,11,6
SZ000006717,905,1315,8,46,9,12
GME00125218,224,1315,8,46,2,10
SZ000006717,628,1315,8,46,6,12
GME00125218,109,1315,8,46,1,10
BE000006447,514,1315,8,46,5,4
EI000003969,1123,1315,8,46,11,6
ITE00100550,307,1315,8,46,3,11
GM000004204,503,1315,8,46,5,9
UK000056225,1222,1315,8,46,12,13
ITE00100554,202,1315,8,46,2,11
EI000003969,1116,1315,8,46,11,6
GM000004204,1111,1315,8,46,11,9
GME00125218,131,1315,8,46,1,10
GME00125218,323,1315,8,46,3,10
EZE00100082,225,1315,8,46,2,8
ITE00100550,1224,1315,8,46,12,11
EZE00100082,222,1315,8,46,2,8
AU000005901,1216,1315,8,46,12,3
ITE00100550,1122,1315,8,46,11,11
GME00125218,402,1315,8,46,4,10
BE000006447,1105,1315,8,46,11,4
AU000005901,1012,1315,8,46,10,3
BE000006447,1217,1315,8,46,12,4
GM000004204,210,1315,8,46,2,9
ITE00100550,126,1315,8,46,1,11
AU000005901,1211,1315,8,46,12,3
GM000004204,1113,1315,8,46,11,9
EZE00100082,210,1315,8,46,2,8
EZE00100082,130,1315,8,46,1,8
ITE00100554,128,1315,8,46,1,11
GME00125218,218,1315,8,46,2,10
SZ000006717,414,1315,8,47,4,12
ITE00100554,1222,1315,8,47,12,11
GM000004204,410,1315,8,47,4,9
UK000056225,1126,1315,8,47,11,13
AU000005901,406,1315,8,47,4,3
EI000003969,202,1315,8,47,2,6
UK000056225,1105,1315,8,47,11,13
EI000003969,105,1315,8,47,1,6
EI000003969,306,1315,8,47,3,6
GM000004204,109,1315,8,47,1,9
SZ000006717,529,1315,8,47,5,12
ITE00100554,203,1315,8,47,2,11
ITE00100550,301,1315,8,47,3,11
SZ000006717,916,1315,8,47,9,12
EZE00100082,1005,1315,8,47,10,8
UK000047811,1122,1315,8,47,11,13
USC00288878,429,1315,8,47,4,14
CA006101872,1226,1315,8,47,12,5
UK000047811,106,1315,8,47,1,13
CA006153192,225,1315,8,47,2,5
SZ000006717,1101,1315,8,47,11,12
UK000047811,1119,1315,8,47,11,13
CA006139520,228,1315,8,47,2,5
CA006106362,1031,1315,8,47,10,5
EI000003969,204,1315,8,47,2,6
CA006153192,1127,1315,8,47,11,5
EIE00101859,1127,1315,8,47,11,7
CA006139520,502,1315,8,47,5,5
UK000047811,228,1315,8,47,2,13
UK000047811,201,1315,8,47,2,13
UK000047811,302,1315,8,47,3,13
USC00288878,201,1315,8,47,2,14
EIE00101859,1123,1315,8,47,11,7
CA006106362,1125,1315,8,47,11,5
UK000047811,225,1315,8,47,2,13
EZE00100082,503,1315,8,47,5,8
EIE00101859,1125,1315,8,47,11,7
EIE00101859,1229,1315,8,47,12,7
GME00125218,503,1315,8,47,5,10
GM000004204,1004,1315,8,47,10,9
EIE00101859,1204,1315,8,47,12,7
CA006106362,1126,1315,8,47,11,5
CA006148100,1227,1315,8,47,12,5
UK000047811,304,1315,8,47,3,13
CA006153192,1121,1315,8,47,11,5
SZ000006717,621,1315,8,47,6,12
UK000047811,1121,1315,8,47,11,13
CA006139520,427,1315,8,47,4,5
UK000047811,107,1315,8,47,1,13
UK000056225,202,1315,8,47,2,13
EIE00101859,1129,1315,8,47,11,7
GM000004204,1201,1315,8,47,12,9
USC00288878,203,1315,8,47,2,14
CA006110549,207,1315,8,47,2,5
ITE00100550,1203,1315,8,47,12,11
CA006137735,1223,1315,8,47,12,5
GM000004204,407,1315,8,47,4,9
CA006106362,403,1315,8,47,4,5
CA006101872,403,1315,8,47,4,5
GM000004204,525,1315,8,47,5,9
EIE00101859,323,1315,8,47,3,7
EZE00100082,525,1315,8,47,5,8
CA006153192,402,1315,8,47,4,5
EI000003969,130,1315,8,47,1,6
AU000005901,524,1315,8,47,5,3
CA006148100,401,1315,8,47,4,5
UK000056225,1106,1315,8,47,11,13
UK000047811,512,1315,8,47,5,13
GME00125218,331,1315,8,47,3,10
UK000056225,1224,1315,8,47,12,13
EIE00101859,311,1315,8,47,3,7
UK000047811,130,1315,8,47,1,13
CA006158350,331,1315,8,47,3,5
EIE00101859,126,1315,8,47,1,7
CA006153192,403,1315,8,47,4,5
CA006101872,1108,1315,8,47,11,5
EI000003969,513,1315,8,47,5,6
AU000005901,115,1315,8,47,1,3
CA006122845,216,1315,8,47,2,5
CA006148100,408,1315,8,47,4,5
CA006106362,408,1315,8,47,4,5
CA006148100,409,1315,8,47,4,5
BE000006447,1112,1315,8,47,11,4
CA006150689,409,1315,8,47,4,5
SZ000006717,924,1315,8,47,9,12
UK000047811,1111,1315,8,47,11,13
ITE00100554,1010,1315,8,47,10,11
CA006166416,409,1315,8,47,4,5
BE000006447,1111,1315,8,47,11,4
GME00125218,410,1315,8,47,4,10
CA006101872,325,1315,8,47,3,5
GM000004204,310,1315,8,47,3,9
UK000047811,1109,1315,8,47,11,13
GME00125218,129,1315,8,47,1,10
ITE00100550,129,1315,8,47,1,11
ITE00100554,217,1315,8,47,2,11
EIE00101859,1111,1315,8,47,11,7
CA006153192,1106,1315,8,47,11,5
CA006122845,403,1315,8,47,4,5
GME00125218,417,1315,8,47,4,10
UK000056225,108,1315,8,47,1,13
UK000047811,328,1315,8,47,3,13
EI000003969,125,1315,8,47,1,6
CA006139520,213,1315,8,47,2,5
USC00288878,219,1315,8,47,2,14
CA006137735,311,1315,8,47,3,5
EIE00101859,1118,1315,8,47,11,7
CA006137735,1106,1315,8,47,11,5
CA006110549,330,1315,8,47,3,5
UK000047811,124,1315,8,47,1,13
CA006148100,515,1315,8,47,5,5
CA006166416,330,1315,8,47,3,5
CA006139520,311,1315,8,47,3,5
EI000003969,1225,1315,8,47,12,6
AU000005901,129,1315,8,47,1,3
UK000056225,424,1315,8,47,4,13
SZ000006717,624,1315,8,47,6,12
GME00125218,1007,1315,8,47,10,10
SZ000006717,627,1315,8,47,6,12
EZE00100082,1111,1315,8,47,11,8
SZ000006717,807,1315,8,47,8,12
EI000003969,321,1315,8,47,3,6
GME00125218,1217,1315,8,47,12,10
GM000004204,220,1315,8,47,2,9
SZ000006717,505,1315,8,47,5,12
GM000004204,331,1315,8,47,3,9
EI000003969,108,1315,8,47,1,6
GM000004204,1029,1315,8,47,10,9
ITE00100554,1218,1315,8,47,12,11
GM000004204,1109,1315,8,47,11,9
GME00125218,1108,1315,8,47,11,10
GM000004204,224,1315,8,47,2,9
EZE00100082,129,1315,8,47,1,8
GME00125218,1114,1315,8,47,11,10
ITE00100550,127,1315,8,47,1,11
ITE00100554,1217,1315,8,47,12,11
ITE00100554,1219,1315,8,47,12,11
AU000005901,412,1315,8,47,4,3
AU000005901,224,1315,8,47,2,3
BE000006447,225,1315,8,47,2,4
ITE00100550,1124,1315,8,47,11,11
GME00125218,1029,1315,8,47,10,10
AU000005901,116,1315,8,47,1,3
ITE00100550,319,1315,8,47,3,11
SZ000006717,726,1315,9,47,7,12
AU000005901,1109,1315,9,47,11,3
EZE00100082,407,1315,9,47,4,8
EZE00100082,1217,1315,9,47,12,8
UK000056225,1212,1315,9,47,12,13
EZE00100082,1010,1315,9,47,10,8
GM000004204,1006,1315,9,47,10,9
ITE00100550,206,1315,9,47,2,11
EI000003969,1222,1315,9,47,12,6
GM000004204,1005,1315,9,47,10,9
GM000004204,402,1315,9,47,4,9
BE000006447,224,1315,9,47,2,4
EI000003969,328,1315,9,48,3,6
ITE00100554,318,1315,9,48,3,11
SZ000006717,717,1315,9,48,7,12
ITE00100550,309,1315,9,48,3,11
ITE00100550,214,1315,9,48,2,11
EZE00100082,328,1315,9,48,3,8
UK000056225,1003,1315,9,48,10,13
BE000006447,1103,1315,9,48,11,4
EZE00100082,411,1315,9,48,4,8
EI000003969,1229,1315,9,48,12,6
EZE00100082,405,1315,9,48,4,8
BE000006447,1104,1315,9,48,11,4
SZ000006717,825,1315,9,48,8,12
ITE00100550,1123,1315,9,48,11,11
GME00125218,411,1315,9,48,4,10
SZ000006717,614,1315,9,48,6,12
AU000005901,410,1315,9,48,4,3
BE000006447,125,1315,9,48,1,4
GME00125218,505,1315,9,48,5,10
EI000003969,304,1315,9,48,3,6
SZ000006717,801,1315,9,48,8,12
SZ000006717,626,1315,9,48,6,12
GM000004204,219,1315,9,48,2,9
GME00125218,130,1315,9,48,1,10
BE000006447,123,1315,9,48,1,4
GM000004204,323,1315,9,48,3,9
UK000056225,130,1315,9,48,1,13
GM000004204,1108,1315,9,48,11,9
AU000005901,1011,1315,9,48,10,3
EZE00100082,311,1315,9,48,3,8
GME00125218,214,1315,9,48,2,10
SZ000006717,710,1315,9,48,7,12
CA006110549,528,1315,9,48,5,5
CA006166416,1023,1315,9,48,10,5
CA006158350,429,1315,9,48,4,5
EIE00101859,110,1315,9,48,1,7
CA006148100,427,1315,9,48,4,5
CA006153192,502,1315,9,48,5,5
CA006158350,407,1315,9,48,4,5
EIE00101859,1209,1315,9,48,12,7
UK000047811,1105,1315,9,48,11,13
CA006110549,1111,1315,9,48,11,5
