month,daytype,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11,hr12,hr13,hr14,hr15,hr16,hr17,hr18,hr19,hr20,hr21,hr22,hr23,hr24
April    ,Weekday,0.6,0.4568,0.4231,0.4278,0.4723,0.4795,0.5846,0.7215,0.7907,0.8089,0.7258,0.7351,0.6698,0.7313,0.6853,0.6849,0.7076,0.7808,0.789,1.001,1.1823,1.0768,0.8746,0.8014
April    ,Weekday,0.5792,0.5669,0.5119,0.4572,0.4672,0.4838,0.516,0.6825,0.6949,0.5977,0.6355,0.601,0.6295,0.6097,0.544,0.6026,0.6532,0.8202,0.8465,0.7568,0.8389,0.9789,0.9104,0.7294
April    ,Weekday,0.5413,0.5301,0.5063,0.6281,0.6229,0.5944,0.7257,0.8724,0.9468,0.9695,0.9254,0.827,0.9117,0.8658,0.7921,0.9035,0.9992,1.1094,1.1744,1.0373,1.1989,1.0856,1.0337,0.8275
April    ,Weekend,0.7783,0.7618,0.5875,0.6123,0.6097,0.7135,0.7072,0.7435,0.7996,1.0955,1.1001,0.9927,0.8594,0.915,0.8089,0.6873,0.7692,0.8309,0.8986,0.9409,1.0363,0.865,0.8331,0.6495
April    ,Weekend,0.5508,0.5169,0.5105,0.4802,0.4387,0.459,0.5052,0.7526,0.695,0.6675,0.8022,0.9176,0.9929,1.1523,1.0466,1.1355,1.0179,1.1028,1.1062,1.1354,1.1867,1.1994,0.9587,0.7371
April    ,Weekday,0.6556,0.5454,0.5172,0.4815,0.5288,0.5686,0.5524,0.6882,0.645,0.8493,0.8456,0.8696,1.0118,1.1302,1.2803,1.4378,1.4489,1.5806,1.4044,1.3081,1.2106,1.2243,1.1001,0.8482
April    ,Weekday,0.7145,0.5568,0.5327,0.5019,0.508,0.5813,0.7183,0.8253,0.812,0.7764,0.7561,0.7445,0.8569,0.948,0.9836,1.1853,1.1998,1.2254,1.2498,1.2252,1.3026,1.3701,0.9114,0.8206
April    ,Weekday,0.6507,0.5207,0.5534,0.5062,0.5203,0.6057,0.7378,0.7215,0.7343,0.736,0.7814,0.7895,0.7921,0.8348,0.9062,1.0981,1.0922,1.214,1.1741,1.2471,1.4149,1.2857,1.1151,0.7784
April    ,Weekday,0.6752,0.6008,0.5069,0.5496,0.529,0.5951,0.7513,0.861,0.888,0.8564,0.7691,0.8666,0.7252,0.6624,0.763,0.786,0.8821,1.0938,0.9494,1.0467,1.0165,1.0314,0.9139,0.6988
April    ,Weekday,0.5572,0.4617,0.4169,0.4448,0.4198,0.4519,0.7289,0.7467,0.8521,0.7943,0.6379,0.6265,0.5876,0.6284,0.5811,0.6362,0.7364,0.7614,0.9427,0.8668,0.8629,0.8777,0.7551,0.6487
April    ,Weekend,0.5252,0.4775,0.4473,0.4874,0.458,0.5402,0.5286,0.64,0.725,0.8447,0.9916,0.8086,0.9383,0.8723,0.7097,0.7111,0.7538,0.8664,0.9986,0.8094,0.7956,0.7635,0.7236,0.6978
May      ,Weekend,0.5579,0.5157,0.5106,0.4483,0.4394,0.4693,0.4982,0.6948,0.805,0.858,0.7447,0.6853,0.707,0.8106,0.7241,0.7313,0.8238,0.8329,0.8513,0.9468,1.0832,1.0544,0.9003,0.7592
May      ,Weekday,0.5351,0.4832,0.5257,0.4796,0.5366,0.542,0.7397,0.7187,0.5956,0.5525,0.5125,0.5127,0.5417,0.4995,0.5336,0.6427,0.7273,0.7621,0.7637,0.9078,1.0436,1.1347,0.8925,0.7045
May      ,Weekday,0.5876,0.5425,0.4514,0.4301,0.4573,0.5042,0.6765,0.8284,0.6913,0.7356,0.6336,0.6132,0.679,0.7432,0.7913,0.8741,1.0277,1.0851,1.0183,1.0852,1.0501,1.2423,1.1213,0.7922
May      ,Weekday,0.6509,0.5224,0.4366,0.445,0.4724,0.5226,0.7622,0.7261,0.652,0.7606,0.7619,0.6914,0.6332,0.6662,0.6262,0.6407,0.8231,0.7253,0.9962,1.0863,1.1086,1.0843,1.0266,0.7172
May      ,Weekday,0.6282,0.5222,0.5266,0.5797,0.5859,0.6446,0.8152,0.83,0.8213,0.7465,0.5894,0.6963,0.532,0.4885,0.6199,0.5959,0.5514,0.7207,0.7932,0.9141,0.9474,0.9602,0.8198,0.7093
May      ,Weekday,0.6575,0.5455,0.5033,0.5103,0.6156,0.672,0.8098,0.9666,0.7097,0.6888,0.6218,0.5114,0.5752,0.5407,0.5447,0.6042,0.5881,0.6832,0.7249,0.7203,0.7107,0.7714,0.8301,0.7913
May      ,Weekend,0.6582,0.4789,0.4789,0.428,0.4786,0.491,0.6041,0.6957,0.7554,0.7782,0.8153,0.8232,0.7474,0.7259,0.7485,0.6832,0.6588,0.7401,0.7007,0.8075,0.981,0.8363,0.6289,0.6281
May      ,Weekend,0.6465,0.49,0.5045,0.4607,0.4071,0.4459,0.4742,0.6655,0.9514,0.9142,0.7029,0.818,0.6378,0.8058,0.7802,0.7642,0.7639,0.7694,0.9043,1.0003,1.022,0.8562,0.704,0.5861
May      ,Weekday,0.4802,0.3994,0.409,0.4372,0.5187,0.548,0.6142,0.6996,0.6797,0.601,0.5444,0.5606,0.5354,0.6107,0.6303,0.7002,0.6876,0.6864,0.8978,0.9408,1.0981,1.0214,0.8656,0.6027
May      ,Weekday,0.4693,0.4069,0.4429,0.4191,0.4852,0.5699,0.75,0.8173,0.7036,0.5652,0.5481,0.5031,0.5418,0.5671,0.5344,0.6365,0.6947,0.7936,0.7534,0.8632,1.1135,0.9675,0.8169,0.6663
May      ,Weekday,0.5521,0.4838,0.4149,0.4539,0.4658,0.5168,0.6669,0.749,0.6575,0.6663,0.5669,0.6094,0.5885,0.6152,0.6661,0.7737,0.7826,0.8455,0.9438,0.8218,0.9845,0.9137,0.9174,0.6212
May      ,Weekday,0.4782,0.4117,0.482,0.4313,0.4537,0.5098,0.6994,0.7412,0.7419,0.6261,0.6078,0.5799,0.6138,0.5714,0.6171,0.7293,0.7902,0.8651,0.8894,1.027,0.9763,1.0754,0.8525,0.6637
May      ,Weekday,0.541,0.4726,0.412,0.4113,0.4397,0.494,0.7679,0.804,0.6458,0.6822,0.6306,0.6482,0.6496,0.6342,0.6747,0.6571,0.6574,0.8409,0.7851,0.8238,0.8323,0.8979,0.7574,0.6328
May      ,Weekend,0.4787,0.4716,0.434,0.4139,0.4154,0.4292,0.5007,0.6052,0.7692,0.7532,0.8172,0.8938,0.8015,0.7832,0.8397,0.852,0.9219,0.7981,0.8186,0.8637,0.8518,0.7897,0.7299,0.5799
May      ,Weekend,0.5665,0.515,0.4646,0.452,0.4354,0.4437,0.5133,0.6477,0.7827,0.8524,0.8071,0.9091,0.9264,0.9961,1.049,1.0149,0.97,0.9907,1.0143,1.121,1.1376,1.0434,0.9798,0.7265
May      ,Weekday,0.5481,0.5067,0.485,0.4457,0.4369,0.5041,0.6004,0.6418,0.7151,0.6447,0.6788,0.6769,0.705,0.6653,0.7505,0.7879,0.8082,0.9008,0.9138,0.9024,1.0363,1.1751,0.9901,0.8107
May      ,Weekday,0.5918,0.5338,0.4683,0.4176,0.4585,0.5393,0.653,0.7077,0.7224,0.6333,0.5882,0.5665,0.5765,0.7133,0.7546,0.8236,0.7336,0.7626,0.8604,0.9051,0.9601,1.0456,0.9196,0.6793
May      ,Weekday,0.6082,0.5248,0.4531,0.465,0.454,0.5038,0.7387,0.8205,0.663,0.661,0.6188,0.7316,0.6733,0.6182,0.6808,0.7343,0.8429,0.8929,0.971,0.9826,1.0367,1.1242,0.8481,0.6568
May      ,Weekday,0.5402,0.4627,0.4307,0.4093,0.4418,0.4638,0.7268,0.6548,0.7551,0.6926,0.6104,0.6091,0.6235,0.6576,0.7499,0.6264,0.7234,0.8897,0.9786,0.9035,0.9,0.9692,0.7874,0.6521
May      ,Weekday,0.5404,0.4489,0.4468,0.4185,0.4777,0.4698,0.5934,0.6747,0.6523,0.6112,0.5624,0.6202,0.7537,0.6083,0.6234,0.679,0.8044,0.7941,0.7463,0.7889,0.8911,0.7415,0.7348,0.6291
May      ,Weekend,0.5818,0.4407,0.4703,0.4004,0.4009,0.4162,0.4883,0.5983,0.9535,0.7665,0.8163,0.786,0.8322,0.9994,1.006,1.0274,1.0261,1.074,0.9478,0.9852,1.0955,1.1484,0.8425,0.7602
May      ,Weekend,0.6215,0.5377,0.5159,0.4591,0.4695,0.5048,0.6052,0.6819,0.8223,0.9536,1.0465,0.9044,0.9603,0.9679,0.9341,1.1455,1.1168,1.0904,1.1411,1.0709,1.153,1.4096,1.2691,0.9218
May      ,Weekday,0.6804,0.5847,0.5203,0.4741,0.548,0.5839,0.7632,0.9138,0.87,0.8062,0.8412,0.7603,0.9085,0.9084,1.0461,1.2353,1.3066,1.1853,1.188,1.338,1.5886,1.5669,1.2169,0.9789
May      ,Weekday,0.7661,0.6722,0.5903,0.5788,0.6371,0.6536,0.7472,0.8061,0.8465,0.9527,0.9678,1.0117,1.1706,1.3385,1.4468,1.354,1.3423,1.5172,1.6209,1.5491,1.4645,1.4193,1.1628,0.9957
May      ,Weekday,0.802,0.664,0.5469,0.5407,0.5084,0.5381,0.7489,0.8977,0.7771,0.8495,0.9434,1.0184,1.0141,1.1698,1.3291,1.4869,1.6474,1.7571,1.7682,1.6174,1.4299,1.3599,1.0809,0.884
May      ,Weekday,0.7217,0.62,0.6122,0.5532,0.5119,0.5526,0.7866,0.9729,1.0045,1.1383,1.0589,1.1619,1.2288,1.4176,1.6405,1.7951,2.0107,2.0003,2.224,2.0781,1.7739,1.7145,1.4707,1.1992
May      ,Weekday,0.9691,0.8314,0.8329,0.6978,0.714,0.7495,0.8837,0.8829,1.0107,0.9168,0.9809,1.1405,1.28,1.5308,1.6515,1.7384,1.8257,1.7087,1.6517,1.6081,1.4215,1.2058,0.9809,0.8233
May      ,Weekend,0.7521,0.6861,0.6134,0.5657,0.5282,0.5195,0.6247,0.8011,0.9456,1.1857,1.315,1.2446,1.5026,1.594,1.6081,1.7932,1.8076,1.7159,1.4767,1.2936,1.2195,1.3054,1.0237,0.8972
May      ,Weekend,0.8058,0.6575,0.5773,0.5732,0.5486,0.5059,0.6279,0.7969,0.9785,1.0858,1.2725,1.2476,1.3698,1.5564,1.5675,1.6034,1.5735,1.6917,1.7076,1.5445,1.3808,1.3114,1.0906,0.9868
May      ,Weekday,0.8755,0.6578,0.6214,0.6153,0.5558,0.5661,0.5835,0.8016,0.9543,1.1298,1.4844,1.7472,2.1353,2.2148,2.0906,2.2773,2.3577,2.4535,2.524,2.1242,1.9769,2.1087,1.8729,1.3566
May      ,Weekday,1.1929,0.9652,0.8776,0.8053,0.7883,0.7759,0.9113,1.0417,1.1048,1.1445,1.3523,1.7698,1.9378,2.0897,2.1794,2.2205,2.3369,2.4746,2.3975,2.1487,2.2027,2.1176,1.791,1.3664
June     ,Weekday,1.2427,1.0073,0.9245,0.9149,0.8731,0.9122,1.0897,1.1351,1.2525,1.1946,1.4168,1.5752,1.9773,1.9804,2.1578,2.4396,2.5291,2.4928,2.3565,2.0237,1.9384,1.9958,1.6046,1.3209
June     ,Weekday,1.0206,0.9362,0.8203,0.7505,0.7023,0.7606,0.8035,0.9258,1.0463,0.9179,1.0299,1.1108,1.2526,1.4489,1.5594,1.5758,1.6682,1.8028,1.6596,1.5574,1.48,1.5998,1.2684,0.918
June     ,Weekday,0.6427,0.553,0.5193,0.536,0.5045,0.533,0.689,0.7341,0.8,0.7088,0.6809,0.7366,0.8358,0.9568,0.8999,1.1899,1.2324,1.2769,1.2366,1.1545,1.0487,1.0451,0.9281,0.774
June     ,Weekend,0.6616,0.5562,0.5193,0.5158,0.4582,0.4611,0.5883,0.7319,0.9428,0.9556,0.9304,0.9885,1.0298,1.0549,1.1789,1.2865,1.397,1.2244,1.162,1.1263,1.1815,1.1171,1.192,1.0024
June     ,Weekend,0.7329,0.6328,0.6002,0.5949,0.5741,0.5249,0.6742,0.8251,0.9359,0.9811,1.0153,1.1642,1.1989,1.2379,1.373,1.3815,1.5134,1.411,1.4685,1.3403,1.5073,1.4614,1.1864,0.9261
June     ,Weekday,0.7206,0.5875,0.5666,0.509,0.5579,0.6256,0.684,0.7571,0.822,0.791,0.9324,0.9042,1.0925,1.1891,1.3699,1.5239,1.7696,1.7207,1.5834,1.5077,1.3314,1.4864,1.2947,1.0729
June     ,Weekday,0.784,0.663,0.5746,0.5236,0.543,0.5759,0.6822,0.8504,0.8909,0.8188,0.8719,1.0713,1.2618,1.3788,1.4262,1.5935,1.6323,1.6728,1.7439,1.6799,1.7058,1.5178,1.4472,1.1047
June     ,Weekday,0.9257,0.7694,0.7205,0.6608,0.6326,0.6377,0.8142,0.8988,1.0479,0.9833,1.1012,1.4271,1.6884,1.8434,2.1077,2.3073,2.4558,2.5428,2.4427,2.4383,2.2384,2.1011,1.8374,1.538
June     ,Weekday,1.1594,1.0965,1.042,1.0155,0.9786,0.8582,0.9475,1.2241,1.2616,1.3477,1.5412,1.7915,1.8916,2.0776,2.28,2.2306,2.4319,2.6434,2.6425,2.6676,2.4782,2.3105,1.8549,1.4771
June     ,Weekday,1.1408,1.0898,0.99,0.8902,0.8458,0.7931,0.9192,1.0577,1.1718,1.3417,1.3308,1.5921,1.7095,1.8212,1.9805,2.1418,2.4915,2.346,2.2904,2.1136,1.9043,1.8267,1.5951,1.3985
June     ,Weekend,1.0946,0.9208,0.8427,0.7947,0.7289,0.7469,0.9028,0.9878,1.1528,1.4291,1.4619,1.6849,1.955,2.0445,2.2396,2.473,2.3314,2.0453,1.5696,1.3859,1.2888,1.1248,1.0501,0.9257
June     ,Weekend,0.7482,0.7067,0.6212,0.6307,0.5982,0.59,0.6758,0.8956,1.1111,1.1573,1.3771,1.6378,1.6414,1.7941,1.8978,1.8715,2.0088,1.8563,1.7579,1.5998,1.6119,1.5659,1.4637,1.0927
June     ,Weekday,0.816,0.7368,0.674,0.6129,0.6039,0.6497,0.7549,0.8587,0.8641,1.0358,0.8644,0.8175,0.8588,0.922,0.9773,1.1062,1.2744,1.3212,1.3649,1.2057,1.1985,1.1461,0.9249,0.7956
June     ,Weekday,0.6496,0.5357,0.4817,0.4884,0.5156,0.5513,0.6481,0.742,0.7702,0.7715,0.6921,0.7293,0.7774,0.756,0.807,0.8407,0.8832,0.8824,1.0442,0.9468,1.0516,1.1857,0.8918,0.7114
June     ,Weekday,0.5865,0.4955,0.5029,0.4786,0.5133,0.5392,0.7687,0.8401,0.7787,0.6501,0.6621,0.7563,0.8463,0.9302,0.9596,1.1892,1.2891,1.3011,1.3518,1.1916,1.2553,1.1265,1.0245,0.7261
June     ,Weekday,0.6278,0.5749,0.52,0.4942,0.4845,0.5092,0.6098,0.713,0.6887,0.6819,0.6262,0.7508,0.7838,0.9194,0.8952,0.9891,1.0749,1.1017,1.1392,1.168,1.0164,1.0832,0.9741,0.7535
June     ,Weekday,0.7558,0.5747,0.5048,0.531,0.5527,0.5033,0.699,0.7411,0.8456,0.88,0.9254,0.9462,1.0446,1.0115,1.3292,1.5904,1.6726,1.5373,1.5918,1.373,1.2193,1.2261,1.2032,0.8595
June     ,Weekend,0.8359,0.6682,0.6086,0.5861,0.5599,0.5462,0.5971,0.8058,1.0396,1.1728,1.3182,1.6419,1.6978,1.8178,2.0837,2.1344,2.0152,2.082,1.8712,1.5702,1.4367,1.4395,1.4112,1.1341
June     ,Weekend,0.9623,0.8206,0.7394,0.6225,0.6586,0.6603,0.7806,0.926,1.092,1.1016,1.3275,1.2797,1.4966,1.5433,1.41,1.4862,1.5432,1.6746,1.383,1.3451,1.2707,1.3965,1.196,0.9603
June     ,Weekday,0.7472,0.6441,0.6605,0.5762,0.616,0.7081,0.6938,0.7143,0.7771,0.6626,0.633,0.6651,0.7095,0.7752,0.8697,0.9172,1.1218,1.2341,1.2035,1.2366,1.1655,1.1298,1.0186,0.8592
June     ,Weekday,0.7018,0.642,0.5837,0.542,0.5933,0.6174,0.7245,0.7763,0.7247,0.8164,0.8288,0.8612,0.982,1.0943,1.2364,1.457,1.7682,1.7948,1.5777,1.5427,1.5763,1.6554,1.4539,1.0863
June     ,Weekday,0.9081,0.8003,0.7598,0.6996,0.7194,0.717,0.7956,0.932,0.9484,1.0816,1.2351,1.4835,1.6587,1.6377,1.8764,1.9749,2.2015,2.2717,2.089,1.8012,1.8186,1.7979,1.572,1.2622
June     ,Weekday,1.0892,0.9665,0.8737,0.8961,0.8803,0.9358,1.0039,1.0099,0.9928,0.999,1.1181,1.2873,1.334,1.628,1.5911,1.6209,1.6767,1.6726,1.5441,1.5543,1.4519,1.4305,1.3356,1.2151
June     ,Weekday,1.0533,0.8226,0.7309,0.7036,0.6969,0.7184,0.7758,0.8414,1.0784,1.2418,1.2886,1.5723,1.719,1.8413,1.7951,2.0474,1.9634,2.0871,1.9319,1.8317,1.5487,1.4582,1.3624,1.245
June     ,Weekend,0.9883,0.7965,0.7197,0.72,0.6758,0.6417,0.7204,0.8542,1.0725,1.0874,1.2218,1.5728,1.5287,1.6477,1.783,1.8369,1.9577,1.9397,1.8193,1.5818,1.3886,1.3088,1.1928,1.0575
June     ,Weekend,0.9326,0.8378,0.7783,0.6644,0.6149,0.626,0.6502,0.7602,0.8518,0.9508,1.1636,1.4129,1.4739,1.6045,1.6601,1.7426,1.7507,1.8318,1.6085,1.5671,1.5766,1.4264,1.2966,1.13
June     ,Weekday,0.903,0.792,0.6835,0.629,0.6773,0.7204,0.8606,0.766,0.8424,0.9356,1.0105,1.118,1.2879,1.4262,1.4911,1.5399,1.6507,1.7978,1.7557,1.6418,1.6249,1.5142,1.437,1.0976
June     ,Weekday,0.9845,0.7946,0.7282,0.7202,0.6737,0.7229,0.7631,0.9089,1.0423,1.2413,1.385,1.4669,1.6951,1.8383,2.0153,2.1772,2.3261,2.2807,2.0073,1.9688,2.0316,1.8958,1.7198,1.3893
June     ,Weekday,1.0708,0.9576,0.8377,0.7929,0.7602,0.7455,0.8644,0.9649,1.003,1.1519,1.0692,1.3744,1.4844,1.6903,1.7114,1.8876,2.072,1.9481,1.9257,1.9137,1.7781,1.8219,1.6263,1.1178
June     ,Weekday,0.867,0.7382,0.6753,0.5494,0.6009,0.5757,0.6406,0.8044,0.7821,0.89,1.0283,1.1048,1.3255,1.3657,1.501,1.7742,1.8573,1.9177,1.9587,1.762,1.4785,1.4678,1.2854,1.2275
July     ,Weekday,0.9794,0.8,0.6286,0.5714,0.5786,0.5666,0.6024,0.8047,0.7881,1.0547,1.05,1.2071,1.3238,1.3619,1.5857,1.8476,2.038,2.0118,1.9833,1.7095,1.5238,1.3285,1.2166,1.0523
July     ,Weekend,0.8341,0.6966,0.6072,0.5477,0.4927,0.5408,0.6691,0.7951,1.0701,1.1091,1.3084,1.6109,1.7163,1.6819,1.9821,2.1288,2.1792,2.0623,1.8538,1.6819,1.4643,1.462,1.3222,1.1916
July     ,Weekend,1.0243,0.8341,0.7676,0.7264,0.6416,0.6806,0.8089,0.7791,0.9303,1.1137,1.2374,1.5353,1.6705,2.005,2.1288,2.2021,2.1929,2.1471,2.0165,1.8423,1.6155,1.5009,1.2557,1.0449
July     ,Weekday,0.8662,0.7951,0.7058,0.6485,0.6027,0.5339,0.5568,0.7287,0.8708,1.1068,1.4024,1.6063,1.7988,1.824,1.9363,1.8309,2.0371,2.028,1.7667,1.5009,1.4345,1.3016,1.1778,0.9028
July     ,Weekday,0.8364,0.7379,0.582,0.6187,0.55,0.5477,0.6279,0.8112,1.0014,0.8616,1.2099,1.4322,1.6728,1.7484,1.879,2.1311,2.2227,2.264,2.2296,1.9455,1.7667,1.8148,1.7667,1.4917
July     ,Weekday,1.1297,0.9853,0.8226,0.731,0.6806,0.6622,0.7149,0.9326,0.9487,0.9189,1.0655,1.1641,1.1274,1.0403,1.0747,1.2374,1.4826,1.5009,1.494,1.4093,1.3336,1.368,1.258,1.061
July     ,Weekday,0.9212,0.692,0.6622,0.6095,0.5912,0.676,0.6851,0.7379,0.8456,1.0289,1.0587,1.352,1.7163,2.0096,2.1654,2.1563,2.3579,2.4198,2.3579,2.3075,1.9982,1.9844,1.7713,1.423
July     ,Weekday,1.1641,0.9739,0.9716,0.8708,0.747,0.786,0.8433,0.9762,1.0128,1.061,1.2053,1.3749,1.7507,1.8355,2.1127,2.0486,2.1082,1.7598,1.4803,1.3016,1.384,1.3199,1.2672,1.0335
July     ,Weekend,0.9005,0.8066,0.7149,0.6072,0.5843,0.6599,0.7745,0.7928,0.8937,1.1022,1.368,1.5422,1.5949,1.7621,2.0463,2.1242,2.0302,2.0142,1.9684,1.7873,1.7484,1.6499,1.4024,1.1228
July     ,Weekend,0.9418,0.8501,0.8478,0.6256,0.5339,0.5568,0.5797,0.8089,0.9968,1.2603,1.4345,1.7346,1.9523,2.1379,2.1677,2.3969,2.3717,2.2983,2.3167,2.0005,1.8561,1.6017,1.423,1.2649
July     ,Weekday,0.9785,0.8341,0.6989,0.7172,0.7906,0.676,0.7058,0.8272,0.9464,1.0724,1.2878,1.4803,1.7461,2.0623,2.209,2.3625,2.4954,2.5321,2.6604,2.2961,2.2663,2.0211,1.8148,1.4643
July     ,Weekday,1.077,0.9624,0.8616,0.8341,0.7997,0.7906,0.8547,1.1182,1.1572,1.3359,1.4551,1.7163,2.0486,2.1334,2.3098,2.4885,2.5573,2.626,2.539,2.6627,2.516,2.1104,1.9592,1.6086
July     ,Weekday,1.1984,1.0357,0.896,0.8501,0.8089,0.7837,0.9464,1.0724,1.132,1.4161,1.4001,1.6659,1.9455,1.9546,1.7805,2.06,1.8836,1.7369,1.5055,1.3863,1.2145,1.2878,1.2259,0.9762
July     ,Weekday,0.8456,0.6851,0.566,0.5362,0.5385,0.582,0.6599,0.6554,0.7172,0.7562,0.8112,0.8891,1.203,1.1641,1.2214,1.4574,1.6292,1.5078,1.5811,1.352,1.258,1.2511,1.1961,0.9143
July     ,Weekday,0.7791,0.5568,0.4995,0.5133,0.5179,0.5477,0.5591,0.7195,0.6874,0.6943,0.7195,0.9578,0.983,0.9028,1.0014,1.0816,1.2145,1.5192,1.5513,1.3405,1.2053,1.0105,0.8753,0.7699
July     ,Weekend,0.6462,0.5156,0.4927,0.4445,0.401,0.4652,0.5935,0.6829,0.747,0.8203,0.9624,1.0518,1.2741,1.4368,1.6407,1.7919,1.824,1.7873,1.7186,1.5559,1.3749,1.2947,1.2534,1.0564
July     ,Weekend,0.7951,0.6622,0.5683,0.5064,0.4698,0.527,0.472,0.6004,0.9807,1.2214,1.3084,1.3543,1.517,1.6017,1.95,1.9775,2.0005,2.1104,2.17,2.0577,1.7851,1.7713,1.6476,1.1961
July     ,Weekday,0.8685,0.8066,0.7126,0.6691,0.6347,0.6004,0.6668,0.8249,0.9303,0.9487,1.0357,1.4505,1.6659,1.7163,1.9157,2.1952,2.2892,2.4519,2.3098,2.2136,1.9867,1.8446,1.5101,1.2489
July     ,Weekday,1.0495,0.8135,0.8433,0.7424,0.7424,0.7699,0.6897,0.896,0.9555,1.0403,1.297,1.5284,1.7484,2.0005,2.1929,2.1861,2.39,2.5275,2.4725,2.2594,2.0738,1.8103,1.4505,1.132
