IsInitiator,WarID,PolityID,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,Side,Outcome,Deaths,PolityName
1,706,0,1929,3,1,1930,11,4,706,2,0,170
0,706,710,1929,3,1,1930,11,4,706,1,0,63
1,707,0,1929,3,3,1929,5,4,707,2,1600,171
0,707,70,1929,3,3,1929,5,4,707,1,400,27
0,708,670,1929,3,30,1930,1,10,708,1,500,172
1,708,0,1929,3,30,1930,1,10,708,2,5000,173
0,710,710,1930,11,15,1936,12,31,710,6,200000,63
1,710,0,1930,11,15,1936,12,31,710,6,300000,174
0,711,710,1931,2,0,1934,7,7,711,1,10000,63
0,711,365,1934,1,0,1934,8,0,711,1,1000,136
1,711,0,1931,2,0,1934,7,7,711,2,10000,175
0,712,92,1932,1,20,1932,1,29,712,1,100,176
1,712,0,1932,1,20,1932,1,29,712,2,2500,151
1,713,0,1932,5,7,1932,7,17,713,2,1000,177
0,713,135,1932,5,7,1932,7,17,713,1,100,59
1,715,0,1932,6,9,1932,8,31,715,2,0,178
0,715,140,1932,6,9,1932,8,31,715,1,0,31
0,716,710,1934,1,5,1934,1,15,716,1,0,63
1,716,0,1934,1,5,1934,1,15,716,2,0,179
0,717,230,1934,10,4,1934,10,8,717,1,284,7
1,717,0,1934,10,4,1934,10,8,717,2,1051,180
0,718,230,1936,7,18,1939,3,29,718,2,286000,7
0,718,325,1936,7,30,1939,3,29,718,1,4000,181
0,718,255,1936,8,27,1939,3,29,718,1,300,140
0,718,235,1936,8,1,1939,3,29,718,1,2000,18
1,718,0,1936,7,18,1939,3,29,718,1,174000,182
0,720,200,1944,12,5,1945,1,11,720,1,237,12
0,720,350,1944,12,3,1945,2,12,720,1,17970,183
1,720,0,1944,12,3,1945,2,12,720,2,50000,174
0,720,350,1946,2,12,1949,10,16,720,1,17970,183
1,720,0,1946,2,12,1949,10,16,720,2,50000,174
1,721,0,1945,5,8,1947,11,18,721,2,8700,184
0,721,365,1945,5,8,1947,11,18,721,1,5000,136
0,721,290,1945,5,8,1947,11,18,721,1,11000,185
0,722,365,1945,5,8,1947,12,31,722,1,35000,136
1,722,0,1945,5,8,1947,12,31,722,2,0,184
0,723,365,1945,5,8,1951,12,31,723,1,14700,136
1,723,0,1945,5,8,1951,12,31,723,2,17700,186
0,725,710,1946,3,15,1950,4,21,725,2,327600,63
1,725,0,1946,3,15,1950,4,21,725,1,872400,174
0,726,710,1947,2,28,1947,3,21,726,1,250,63
1,726,0,1947,2,28,1947,3,21,726,2,1000,187
0,727,150,1947,3,7,1947,8,20,727,1,0,125
1,727,0,1947,3,7,1947,8,20,727,2,0,151
1,728,0,1948,2,17,1948,3,20,728,2,0,188
0,728,678,1948,2,17,1948,3,20,728,1,0,189
1,730,0,1948,3,12,1948,4,17,730,1,500,190
0,730,94,1948,3,12,1948,4,17,730,2,1500,191
1,731,0,1948,4,9,1958,8,7,731,2,20000,4
0,731,100,1948,4,9,1958,8,7,731,1,9800,41
0,732,775,1948,8,15,1951,7,31,732,1,0,192
1,732,0,1948,8,15,1951,7,31,732,2,0,193
1,733,0,1950,5,31,1950,11,3,733,2,0,194
0,733,850,1950,5,31,1950,11,3,733,1,0,195
0,735,840,1950,9,1,1954,5,0,735,1,1600,196
1,735,0,1950,9,1,1954,5,0,735,2,9700,197
0,737,145,1952,4,8,1952,4,11,737,2,0,87
1,737,0,1952,4,8,1952,4,11,737,1,0,151
1,738,0,1953,9,20,1953,11,23,738,2,1000,198
0,738,850,1953,9,20,1953,11,23,738,1,1700,195
1,740,0,1955,6,15,1955,9,19,740,1,0,45
0,740,160,1955,6,15,1955,9,19,740,2,0,43
1,741,0,1956,3,1,1959,4,14,741,2,12000,199
1,300,210,1816,8,26,1816,8,30,300,1,13,0
1,300,200,1816,8,26,1816,8,30,300,1,129,1
1,301,640,1816,9,0,1818,9,11,301,1,13500,2
0,302,230,1817,1,9,1818,4,5,302,2,1700,3
1,303,230,1817,4,11,1819,8,10,303,2,3000,3
0,304,230,1817,8,15,1818,1,1,304,1,1000,3
0,305,200,1817,10,0,1818,11,26,305,1,1000,1
0,306,200,1817,11,6,1818,6,3,306,1,2800,1
1,307,640,1820,0,0,1821,6,0,307,1,4000,2
0,308,230,1821,4,28,1822,5,24,308,2,1000,3
0,309,640,1821,8,0,1822,5,0,309,6,1000,2
0,310,200,1823,9,24,1826,2,24,310,1,15000,1
0,311,200,1824,1,20,1826,8,7,311,1,1400,1
0,312,230,1824,2,4,1825,4,2,312,2,2000,3
0,313,210,1825,7,23,1830,3,28,313,1,15000,0
0,314,200,1825,11,23,1826,1,18,314,1,400,1
0,315,140,1826,1,1,1828,10,27,315,2,4000,4
0,316,365,1826,9,28,1828,2,28,316,1,5000,5
1,317,230,1829,7,16,1829,9,11,317,2,1700,3
1,319,220,1830,6,12,1830,7,5,319,1,600,6
0,320,640,1832,6,0,1837,0,0,320,1,0,2
1,321,200,1838,4,17,1838,4,0,321,2,800,1
1,322,200,1839,2,14,1842,10,12,322,2,20000,1
1,323,200,1839,9,4,1842,8,29,323,1,450,1
0,324,220,1839,11,1,1847,12,23,324,1,15000,6
0,325,135,1841,10,19,1841,11,28,325,2,600,7
1,326,200,1843,1,6,1843,6,14,326,1,200,1
1,327,160,1843,2,16,1851,7,18,327,4,1500,8
1,329,200,1843,12,28,1843,12,29,329,1,106,1
1,330,220,1844,8,6,1844,9,10,330,1,200,6
0,331,200,1845,12,13,1846,2,10,331,1,1500,1
0,332,365,1846,2,0,1846,3,3,332,1,0,5
0,332,255,1846,2,0,1846,3,3,332,1,0,9
0,332,300,1846,2,15,1846,3,3,332,1,1000,10
1,333,200,1846,4,16,1847,12,23,333,1,1000,1
1,334,210,1848,4,12,1848,6,21,334,6,300,0
1,335,200,1848,5,18,1849,3,10,335,1,1500,1
1,336,200,1849,10,20,1849,10,22,336,1,0,1
1,337,200,1850,12,24,1852,4,8,337,1,1400,1
0,338,640,1851,4,21,1851,7,9,338,1,0,11
1,339,200,1852,4,5,1852,11,20,339,1,400,1
0,340,220,1854,0,0,1857,7,15,340,6,100,6
0,341,200,1855,0,0,1856,0,0,341,1,0,1
0,342,640,1856,1,22,1856,2,22,342,6,1700,2
1,343,200,1856,10,22,1860,10,24,343,1,200,1
1,343,220,1856,10,22,1860,10,24,343,1,100,6
1,345,220,1856,5,17,1857,12,0,345,1,1000,6
0,347,200,1857,5,10,1859,4,7,347,1,11000,1
1,349,220,1858,8,31,1862,6,5,349,1,1500,6
1,350,210,1859,2,20,1860,1,20,350,1,500,0
1,351,160,1859,5,29,1859,10,23,351,1,500,8
0,352,329,1860,5,11,1860,10,14,352,4,4500,12
1,353,230,1863,4,0,1865,5,3,353,2,28000,3
1,355,200,1863,6,4,1866,1,14,355,1,700,1
0,356,2,1863,6,25,1864,9,7,356,1,5,13
0,356,200,1864,7,5,1864,9,7,356,1,13,1
0,356,210,1864,7,5,1864,9,7,356,1,2,0
0,356,220,1863,6,25,1864,9,7,356,1,6,6
1,357,200,1863,10,20,1863,12,21,357,1,900,1
1,359,365,1864,4,24,1865,6,17,359,1,120,5
1,360,200,1865,1,0,1865,11,11,360,1,100,1
1,361,365,1866,1,12,1866,10,18,361,1,100,5
1,362,200,1867,12,0,1868,4,13,362,1,400,1
0,363,230,1868,10,10,1878,2,11,363,1,100000,3
1,364,651,1869,0,0,1870,0,0,364,2,0,14
0,365,640,1870,11,30,1872,12,30,365,1,4000,2
0,366,220,1871,3,0,1872,1,0,366,1,2686,6
0,367,200,1873,1,0,1874,2,4,367,1,100,1
1,369,220,1873,11,20,1874,0,0,369,3,400,6
0,370,210,1873,3,26,1878,10,13,370,1,12000,0
0,371,365,1875,8,9,1876,2,28,371,1,100,5
1,372,651,1875,9,0,1876,3,9,372,2,4250,14
0,373,640,1876,6,30,1877,4,23,373,4,0,2
0,374,200,1877,8,0,1878,6,0,374,1,200,1
1,375,651,1878,2,0,1879,7,0,375,1,0,14
1,376,365,1878,5,0,1881,1,24,376,1,2000,5
1,377,300,1878,7,29,1878,10,1,377,1,3500,15
1,379,200,1878,11,21,1879,5,26,379,1,10000,1
1,380,200,1879,1,11,1879,7,4,380,1,2500,1
1,381,200,1880,9,0,1881,4,0,381,1,0,1
0,382,200,1880,12,16,1881,4,5,382,2,900,1
0,383,220,1881,6,0,1882,4,4,383,1,3500,6
0,384,651,1881,8,0,1882,9,15,384,2,5000,14
0,384,200,1881,8,0,1885,3,22,384,2,25000,1
1,385,220,1882,4,25,1884,6,14,385,4,4500,6
1,386,220,1883,5,7,1885,12,12,386,1,300,6
1,387,200,1885,11,10,1889,0,0,387,1,3000,1
1,389,220,1885,0,0,1886,0,0,389,1,1000,6
1,390,365,1885,3,30,1885,4,0,390,3,1000,5
1,391,345,1885,11,2,1885,12,7,391,2,2000,16
1,392,325,1887,1,24,1887,3,0,392,3,1000,17
1,393,235,1888,0,0,1888,0,0,393,1,0,18
1,394,220,1890,3,1,1890,4,20,394,1,200,6
1,395,220,1890,4,0,1891,2,24,395,1,100,6
1,396,220,1892,9,19,1893,11,9,396,1,80,6
1,397,211,1892,10,0,1894,2,0,397,1,7000,19
0,398,200,1893,9,28,1894,0,0,398,1,200,1
0,399,230,1893,9,29,1894,3,5,399,1,1000,3
0,400,325,1893,12,21,1894,7,12,400,1,270,17
0,401,220,1894,6,16,1895,10,1,401,1,6000,6
1,402,210,1894,7,0,1894,11,22,402,1,1000,0
1,403,235,1895,2,1,1895,12,28,403,1,50,18
0,404,230,1895,2,24,1898,4,21,404,4,59000,3
0,405,740,1895,5,29,1895,10,21,405,1,4800,20
0,406,200,1895,7,3,1896,4,21,406,1,200,1
1,407,325,1895,12,7,1896,10,21,407,2,9000,17
1,409,200,1896,6,7,1899,11,24,409,1,1200,1
0,410,230,1896,8,30,1898,5,1,410,4,4000,3
1,411,200,1897,1,6,1897,2,25,411,1,20,1
0,412,200,1897,7,26,1898,3,7,412,1,1100,1
0,413,200,1898,2,0,1898,5,0,413,1,400,1
0,414,2,1899,2,4,1902,7,4,414,1,4500,21
1,415,220,1899,7,17,1900,4,22,415,1,125,6
0,416,200,1899,10,11,1902,5,31,416,1,22000,1
0,417,200,1900,4,2,1900,9,30,417,1,1000,1
0,419,200,1901,3,22,1904,4,21,419,1,400,1
0,419,530,1901,3,22,1904,4,21,419,1,0,22
0,420,235,1902,0,0,1903,0,0,420,1,0,18
0,421,235,1902,0,0,1904,0,0,421,6,2000,18
1,422,200,1903,1,29,1903,7,27,422,1,0,1
0,423,255,1904,1,12,1906,5,4,423,1,1800,23
0,424,210,1904,0,0,1907,12,0,424,1,13000,0
1,425,200,1904,3,31,1904,9,7,425,1,300,1
0,426,255,1905,7,31,1906,6,0,426,1,3440,23
0,427,200,1906,1,0,1906,3,10,427,1,80,1
0,429,200,1906,3,5,1906,6,10,429,1,56,1
1,430,235,1907,0,0,1910,0,0,430,1,100,18
1,431,220,1907,7,30,1910,0,0,431,1,150,6
0,432,740,1907,8,1,1910,8,16,432,1,136,20
1,433,220,1909,5,0,1911,0,0,433,1,4000,6
0,434,220,1912,3,31,1912,9,6,434,1,200,6
0,435,710,1912,3,0,1913,1,0,435,2,2000,24
1,436,220,1913,3,26,1915,5,16,436,7,900,6
0,436,230,1913,6,0,1914,12,0,436,7,0,3
1,437,2,1913,6,11,1913,10,22,437,1,50,13
1,440,710,1918,1,7,1918,8,0,440,6,1000,24
0,441,2,1918,10,17,1920,5,19,441,1,98,13
0,442,200,1919,5,3,1919,8,8,442,3,1136,1
0,443,200,1919,5,26,1920,3,0,443,1,800,1
1,444,220,1920,3,0,1920,8,7,444,1,3500,6
0,445,200,1920,6,5,1920,10,17,445,1,1040,1
0,446,365,1921,5,28,1921,8,22,446,1,0,25
0,446,710,1920,10,10,1921,8,22,446,1,4000,24
0,447,325,1923,3,23,1931,9,12,447,1,5000,17
0,449,220,1925,4,12,1926,5,27,449,1,10000,6
1,449,230,1921,6,1,1926,5,27,449,1,50000,3
0,450,200,1921,8,20,1922,2,0,450,1,50,1
0,451,220,1925,7,18,1927,5,27,451,1,4000,6
0,452,220,1930,2,9,1931,0,0,452,1,1,6
0,453,200,1930,12,22,1932,6,0,453,1,140,1
0,454,200,1936,4,20,1936,10,0,454,1,126,1
0,455,200,1936,11,25,1938,1,8,455,1,200,1
0,456,200,1945,11,10,1946,10,15,456,3,1000,1
0,456,210,1945,11,10,1946,10,15,456,3,800,0
0,457,220,1946,11,20,1954,6,1,457,2,94500,6
0,459,220,1947,3,29,1948,12,1,459,1,1000,6
0,460,200,1948,6,18,1957,8,31,460,1,2400,1
1,461,750,1948,9,13,1948,9,17,461,1,10,26
1,462,710,1950,5,0,1950,10,28,462,1,10000,24
0,463,220,1952,1,18,1954,7,31,463,2,2000,6
0,464,200,1952,10,20,1956,10,0,464,1,600,1
0,465,220,1953,8,20,1956,3,12,465,2,2000,6
0,466,220,1954,11,1,1962,3,17,466,2,18000,6
0,467,220,1957,1,1,1958,1,5,467,1,1000,6
0,469,235,1961,2,3,1974,10,14,469,4,4000,18
0,471,235,1964,9,25,1975,6,25,471,2,3500,18
1,472,850,1975,10,16,1976,7,17,472,4,12500,27
1,473,560,1975,10,17,1988,12,13,473,2,1100,28
0,474,600,1975,12,11,1983,12,23,474,7,9500,29
0,474,435,1975,12,11,1979,8,5,474,7,2000,30
1,475,816,1979,1,9,1989,9,25,475,4,25300,31
0,475,811,1979,1,9,1989,9,25,475,4,15000,32
0,476,365,1980,2,22,1989,2,15,476,4,40000,25
0,476,700,1980,2,22,1989,2,15,476,4,30000,33
1,477,640,1991,8,4,1992,3,25,477,6,300,34
1,479,640,1997,5,14,1997,6,14,479,6,100,34
0,480,666,2000,9,28,2003,9,9,480,1,900,35
1,481,220,2001,12,23,0,0,0,481,5,12,6
1,481,900,2001,12,23,0,0,0,481,5,6,36
1,481,255,2001,12,23,0,0,0,481,5,25,23
1,481,200,2001,12,23,0,0,0,481,5,110,1
1,481,20,2001,12,23,0,0,0,481,5,88,37
1,481,2,2001,12,23,0,0,0,481,5,552,13
1,481,700,2001,12,23,0,0,0,481,5,1600,33
1,482,900,2003,5,3,0,0,0,482,5,1,36
1,482,2,2003,5,3,0,0,0,482,5,3985,13
1,482,200,2003,5,3,0,0,0,482,5,143,1
0,482,210,2004,3,0,2005,3,0,482,5,2,0
0,482,230,2004,3,0,2004,4,28,482,5,11,3
0,482,290,2004,3,0,2006,3,31,482,5,23,38
0,482,325,2004,3,0,0,0,0,482,5,33,17
0,482,369,2004,3,0,2005,10,0,482,5,18,39
0,482,645,2004,6,28,0,0,0,482,5,10800,40
0,482,732,2004,9,25,0,0,0,482,5,1,41
1,334,210,1849,4,2,1849,6,14,334,6,300,0
1,379,200,1879,9,3,1880,9,2,379,1,10000,1
0,454,200,1937,8,0,1939,1,0,454,1,126,1
0,300,0,1816,8,26,1816,8,30,300,2,6000,42
0,301,0,1816,9,0,1818,9,11,301,2,14000,43
1,302,0,1817,1,9,1818,4,5,302,1,1140,44
0,303,0,1817,4,11,1819,8,10,303,1,2000,45
1,304,0,1817,8,15,1818,1,1,304,2,1000,46
1,305,0,1817,10,0,1818,11,26,305,2,10000,47
1,306,0,1817,11,6,1818,6,3,306,2,2000,48
0,307,0,1820,0,0,1821,6,0,307,2,2500,49
1,308,0,1821,4,28,1822,5,24,308,1,500,45
1,309,0,1821,8,0,1822,5,0,309,6,0,50
1,310,0,1823,9,24,1826,2,24,310,2,15000,51
1,311,0,1824,1,20,1826,8,7,311,2,5000,52
1,312,0,1824,2,4,1825,4,2,312,1,400,53
1,313,0,1825,7,23,1830,3,28,313,2,200000,54
1,314,0,1825,11,23,1826,1,18,314,2,4500,55
1,315,0,1826,1,1,1828,10,27,315,1,2000,8
1,316,0,1826,9,28,1828,2,28,316,2,2000,50
0,317,0,1829,7,16,1829,9,11,317,1,135,56
0,319,0,1830,6,12,1830,7,5,319,2,3000,42
1,320,0,1832,6,0,1837,0,0,320,2,800,57
0,321,0,1838,4,17,1838,4,0,321,1,0,58
0,322,0,1839,2,14,1842,10,12,322,1,0,33
0,323,0,1839,9,4,1842,8,29,323,2,2000,24
1,324,0,1839,11,1,1847,12,23,324,2,20000,59
1,325,0,1841,10,19,1841,11,28,325,1,400,60
0,326,0,1843,1,6,1843,6,14,326,2,4000,61
0,327,0,1843,2,16,1851,7,18,327,4,3500,62
1,327,200,1845,1,0,1849,3,6,327,4,400,1
1,327,220,1845,1,0,1849,5,24,327,4,600,6
0,329,0,1843,12,28,1843,12,29,329,2,1330,63
0,330,0,1844,8,6,1844,9,10,330,2,800,29
1,331,0,1845,12,13,1846,2,10,331,2,7000,64
1,332,0,1846,2,15,1846,3,3,332,2,1000,65
0,333,0,1846,4,16,1847,12,23,333,2,2000,66
0,334,0,1848,4,12,1848,6,21,334,6,2000,67
0,335,0,1848,5,18,1849,3,10,335,2,5000,64
0,336,0,1849,10,20,1849,10,22,336,2,2800,68
0,337,0,1850,12,24,1852,4,8,337,2,6000,69
1,338,0,1851,4,21,1851,7,9,338,2,1600,70
0,339,0,1852,4,5,1852,11,20,339,2,800,51
1,340,0,1854,0,0,1857,7,15,340,6,2000,71
1,341,0,1855,0,0,1856,0,0,341,2,15000,72
1,342,0,1856,1,22,1856,2,22,342,6,15000,73
0,343,0,1856,10,22,1860,10,24,343,2,3000,24
0,345,0,1856,5,17,1857,12,0,345,2,0,74
1,347,0,1857,5,10,1859,4,7,347,2,11500,75
0,349,0,1858,8,31,1862,6,5,349,2,2500,31
0,350,0,1859,2,20,1860,1,20,350,2,500,76
0,351,0,1859,5,29,1859,10,23,351,2,500,77
1,352,0,1860,5,11,1860,10,14,352,4,1500,78
0,353,0,1863,4,0,1865,5,3,353,1,4000,79
0,355,0,1863,6,4,1866,1,14,355,2,2000,80
1,356,0,1863,6,25,1864,9,7,356,2,1000,81
0,357,0,1863,10,20,1863,12,21,357,2,1500,82
0,359,0,1864,4,24,1865,6,17,359,2,1500,83
0,360,0,1865,1,0,1865,11,11,360,2,900,84
0,361,0,1866,1,12,1866,10,18,361,2,1000,85
0,362,0,1867,12,0,1868,4,13,362,2,800,86
1,363,0,1868,10,10,1878,2,11,363,2,50000,87
0,364,0,1869,0,0,1870,0,0,364,1,1500,88
1,365,0,1870,11,30,1872,12,30,365,2,1500,89
1,366,0,1871,3,0,1872,1,0,366,2,10000,42
1,367,0,1873,1,0,1874,2,4,367,2,1400,90
0,369,0,1873,11,20,1874,0,0,369,3,600,31
1,370,0,1873,3,26,1878,10,13,370,2,11000,91
1,371,0,1875,8,9,1876,2,28,371,2,4800,83
0,372,0,1875,9,0,1876,3,9,372,1,4550,22
1,373,0,1876,6,30,1877,4,23,373,4,5000,92
1,374,0,1877,8,0,1878,6,0,374,2,3700,93
0,375,0,1878,2,0,1879,7,0,375,2,4000,94
0,376,0,1878,5,0,1881,1,24,376,2,8000,95
0,377,0,1878,7,29,1878,10,1,377,2,2500,96
0,379,0,1878,11,21,1879,5,26,379,2,11000,33
0,380,0,1879,1,11,1879,7,4,380,2,8000,97
0,381,0,1880,9,0,1881,4,0,381,2,1400,98
1,382,0,1880,12,16,1881,4,5,382,1,100,99
1,383,0,1881,6,0,1882,4,4,383,2,0,100
1,384,0,1881,8,0,1885,3,22,384,1,17000,101
0,385,0,1882,4,25,1884,6,14,385,4,2000,102
1,385,710,1883,12,14,1884,6,14,385,4,1000,24
0,386,0,1883,5,7,1885,12,12,386,2,700,103
0,387,0,1885,11,10,1889,0,0,387,2,3000,51
0,389,0,1885,0,0,1886,0,0,389,2,0,104
0,390,0,1885,3,30,1885,4,0,390,3,0,33
0,391,0,1885,11,2,1885,12,7,391,1,3000,105
0,392,0,1887,1,24,1887,3,0,392,3,400,22
0,393,0,1888,0,0,1888,0,0,393,2,6000,106
0,394,0,1890,3,1,1890,4,20,394,2,800,107
0,395,0,1890,4,0,1891,2,24,395,2,3000,108
0,396,0,1892,9,19,1893,11,9,396,2,1800,107
0,397,0,1892,10,0,1894,2,0,397,2,13000,109
1,398,0,1893,9,28,1894,0,0,398,2,800,90
1,399,0,1893,9,29,1894,3,5,399,2,1500,110
1,400,0,1893,12,21,1894,7,12,400,2,5000,101
1,401,0,1894,6,16,1895,10,1,401,2,2000,103
0,402,0,1894,7,0,1894,11,22,402,2,2000,67
0,403,0,1895,2,1,1895,12,28,403,2,2000,111
1,404,0,1895,2,24,1898,4,21,404,4,20000,87
1,405,0,1895,5,29,1895,10,21,405,2,7760,112
1,406,0,1895,7,3,1896,4,21,406,2,800,113
0,407,0,1895,12,7,1896,10,21,407,1,7000,22
0,409,0,1896,6,7,1899,11,24,409,2,18000,101
1,410,0,1896,8,30,1898,5,1,410,4,4000,114
0,411,0,1897,1,6,1897,2,25,411,2,1000,115
1,412,0,1897,7,26,1898,3,7,412,2,0,116
1,413,0,1898,2,0,1898,5,0,413,2,1600,117
1,414,0,1899,2,4,1902,7,4,414,2,16000,114
0,415,0,1899,7,17,1900,4,22,415,2,900,118
1,416,0,1899,10,11,1902,5,31,416,2,8800,119
1,417,0,1900,4,2,1900,9,30,417,2,1000,90
1,419,0,1901,3,22,1904,4,21,419,2,4000,120
1,420,0,1902,0,0,1903,0,0,420,2,0,121
1,421,0,1902,0,0,1904,0,0,421,6,2000,122
0,422,0,1903,1,29,1903,7,27,422,2,1100,123
1,423,0,1904,1,12,1906,5,4,423,2,11000,124
1,424,0,1904,0,0,1907,12,0,424,2,11200,91
0,425,0,1904,3,31,1904,9,7,425,2,2500,125
1,426,0,1905,7,31,1906,6,0,426,2,5400,126
1,427,0,1906,1,0,1906,3,10,427,2,2000,127
1,429,0,1906,3,5,1906,6,10,429,2,2300,97
0,430,0,1907,0,0,1910,0,0,430,2,5000,128
0,431,0,1907,7,30,1910,0,0,431,2,3000,129
1,432,0,1907,8,1,1910,8,16,432,2,17600,130
0,433,0,1909,5,0,1911,0,0,433,2,8000,131
1,434,0,1912,3,31,1912,9,6,434,2,3400,132
1,435,0,1912,3,0,1913,1,0,435,1,0,125
0,436,0,1913,3,26,1915,5,16,436,7,1000,132
1,436,0,1913,6,0,1914,12,0,436,7,0,132
0,437,0,1913,6,11,1913,10,22,437,2,1500,133
0,440,0,1918,1,7,1918,8,0,440,6,500,125
1,441,0,1918,10,17,1920,5,19,441,2,2004,134
1,442,0,1919,5,3,1919,8,8,442,3,1000,33
1,443,0,1919,5,26,1920,3,0,443,2,1600,135
0,444,0,1920,3,0,1920,8,7,444,2,0,136
1,445,0,1920,6,5,1920,10,17,445,2,8500,40
1,446,0,1920,10,10,1921,8,22,446,2,1000,137
1,447,0,1923,3,23,1931,9,12,447,2,35000,138
0,449,0,1921,6,1,1926,5,27,449,2,10000,139
1,450,0,1921,8,20,1922,2,0,450,2,2400,140
1,451,0,1925,7,18,1927,5,27,451,2,2000,141
1,452,0,1930,2,9,1931,0,0,452,2,1000,142
1,453,0,1930,12,22,1932,6,0,453,2,1000,143
1,454,0,1936,4,20,1936,10,0,454,2,2450,144
1,455,0,1936,11,25,1938,1,8,455,2,10000,145
1,456,0,1945,11,10,1946,10,15,456,3,3600,27
1,457,0,1946,11,20,1954,6,1,457,1,175000,146
1,459,0,1947,3,29,1948,12,1,459,2,11200,147
1,460,0,1948,6,18,1957,8,31,460,2,6700,148
0,461,0,1948,9,13,1948,9,17,461,2,1200,149
0,462,0,1950,5,0,1950,10,28,462,2,3200,125
1,463,0,1952,1,18,1954,7,31,463,1,1000,100
1,464,0,1952,10,20,1956,10,0,464,2,16500,150
1,465,0,1953,8,20,1956,3,12,465,1,1000,29
1,466,0,1954,11,1,1962,3,17,466,1,14000,42
1,467,0,1957,1,1,1958,1,5,467,2,900,151
1,469,0,1961,2,3,1974,10,14,469,4,25000,152
1,471,0,1964,9,25,1975,6,25,471,1,10000,153
0,472,0,1975,10,16,1976,7,17,472,4,20000,154
0,473,0,1975,10,17,1988,12,13,473,1,19000,155
1,474,0,1975,12,11,1983,12,23,474,7,4000,156
1,474,615,1976,1,27,1976,3,6,474,7,500,42
0,475,0,1979,1,9,1989,9,25,475,4,0,157
1,476,0,1980,2,22,1989,2,15,476,4,50000,158
0,477,0,1991,8,4,1992,3,25,477,6,2000,159
0,479,0,1997,5,14,1997,6,14,479,6,2500,159
1,480,0,2000,9,28,2003,9,9,480,2,3400,144
0,481,0,2001,12,23,0,0,0,481,5,12000,160
0,482,0,2003,5,3,0,0,0,482,5,20000,161
0,334,0,1849,4,2,1849,6,14,334,6,2000,67
0,379,0,1879,9,3,1880,9,2,379,2,11000,33
1,454,0,1937,8,0,1939,1,0,454,2,2450,144
0,1,230,1823,4,7,1823,11,13,1,2,600,-1
1,1,220,1823,4,7,1823,11,13,1,1,400,-1
0,4,640,1828,4,26,1829,9,14,4,2,80000,-1
1,4,365,1828,4,26,1829,9,14,4,1,50000,-1
0,7,70,1846,4,25,1847,9,14,7,2,6000,-1
1,7,2,1846,4,25,1847,9,14,7,1,13283,-1
0,10,337,1848,3,29,1848,8,9,10,2,100,-1
1,10,325,1848,3,24,1848,8,9,10,2,3400,-1
0,10,300,1848,3,24,1848,8,9,10,1,3927,-1
0,10,332,1848,4,9,1848,8,9,10,2,100,-1
1,13,255,1848,4,10,1848,8,26,13,1,2500,-1
0,13,390,1848,4,10,1848,8,26,13,2,3500,-1
1,16,220,1849,4,30,1849,7,2,16,1,1000,-1
0,16,329,1849,5,8,1849,7,2,16,1,100,-1
0,16,300,1849,5,8,1849,7,2,16,1,100,-1
0,16,327,1849,4,30,1849,7,2,16,2,1400,-1
0,19,160,1851,7,19,1852,2,3,19,2,800,-1
1,19,140,1851,7,19,1852,2,3,19,1,500,-1
1,22,640,1853,10,23,1856,3,1,22,1,45000,-1
0,22,325,1855,1,10,1856,3,1,22,1,2200,-1
0,22,220,1854,3,31,1856,3,1,22,1,95000,-1
0,22,200,1854,3,31,1856,3,1,22,1,22000,-1
0,22,365,1853,10,23,1856,3,1,22,2,100000,-1
1,25,200,1856,10,25,1857,4,5,25,1,500,-1
0,25,630,1856,10,25,1857,4,5,25,2,1500,-1
0,28,325,1859,4,29,1859,7,12,28,1,2500,-1
1,28,300,1859,4,29,1859,7,12,28,2,12500,-1
0,28,220,1859,5,3,1859,7,12,28,1,7500,-1
0,31,600,1859,10,22,1860,3,25,31,2,6000,-1
1,31,230,1859,10,22,1860,3,25,31,1,4000,-1
1,34,325,1860,9,11,1860,9,29,34,1,300,-1
0,34,327,1860,9,11,1860,9,29,34,2,700,-1
0,37,329,1860,10,15,1861,2,13,37,2,400,-1
1,37,325,1860,10,15,1861,2,13,37,1,600,-1
0,40,70,1862,4,16,1867,2,5,40,4,12000,-1
1,40,220,1862,4,16,1867,2,5,40,4,8000,-1
1,43,100,1863,11,22,1863,12,6,43,1,300,-1
0,43,130,1863,11,22,1863,12,6,43,2,700,-1
1,46,255,1864,2,1,1864,4,25,46,1,1048,-1
0,46,390,1864,2,1,1864,4,25,46,2,2933,-1
0,46,300,1864,2,1,1864,4,25,46,1,500,-1
0,49,160,1865,3,5,1870,3,1,49,1,10000,-1
1,49,150,1864,11,12,1870,3,1,49,2,200000,-1
0,49,140,1864,11,12,1870,3,1,49,1,100000,-1
0,52,155,1865,9,25,1866,5,9,52,1,100,-1
0,52,135,1866,1,14,1866,5,9,52,1,600,-1
1,52,230,1865,9,25,1866,5,9,52,2,300,-1
0,55,325,1866,6,20,1866,7,26,55,1,4000,-1
0,55,275,1866,6,15,1866,7,26,55,2,100,-1
0,55,271,1866,6,15,1866,7,26,55,2,100,-1
0,55,245,1866,6,15,1866,7,26,55,2,500,-1
0,55,300,1866,6,15,1866,7,26,55,2,28000,-1
1,55,255,1866,6,15,1866,7,26,55,1,10000,-1
0,55,280,1866,6,15,1866,7,26,55,1,100,-1
